Expression,Expression_length,Expression_established_position,Expression_uttered_position,file
the,1,16,"[0, 5, 11, 15, 16, 18, 20, 26, 27, 28, 29, 32, 35, 43, 45, 46, 48, 49, 52, 55, 65, 66, 70, 71, 72, 73, 74, 82, 83, 86, 90, 94, 95, 97, 100, 103, 104, 106, 109, 113, 116, 121, 123, 128, 133, 135, 145, 149, 150, 152, 158, 159, 160, 171, 174, 184, 208, 220, 224, 226, 227, 231, 232, 245, 246, 247, 262, 263, 267, 279, 281, 283, 301, 302, 303, 305, 315, 324, 335, 338, 339]",S37Y.tsv
be,1,16,"[0, 2, 15, 16, 20, 38, 43, 45, 58, 65, 66, 69, 70, 82, 83, 88, 94, 105, 109, 112, 118, 123, 124, 125, 131, 134, 144, 147, 150, 154, 171, 193, 196, 199, 201, 210, 212, 221, 222, 232, 234, 236, 240, 244, 254, 267, 270, 274, 279, 290, 291, 297, 298, 300, 303, 305, 310, 311, 315, 325, 328, 338]",S37Y.tsv
that one,2,20,"[0, 11, 20, 117, 147, 149]",S37Y.tsv
they're,1,20,"[0, 20, 64, 187, 243, 326]",S37Y.tsv
one,1,20,"[0, 5, 11, 20, 41, 45, 94, 113, 117, 147, 149, 199, 227, 231, 279, 324]",S37Y.tsv
that,1,22,"[0, 2, 11, 20, 22, 30, 35, 43, 50, 55, 79, 80, 82, 83, 88, 92, 101, 112, 117, 131, 135, 147, 149, 150, 159, 170, 176, 184, 186, 187, 189, 200, 201, 205, 212, 219, 226, 232, 238, 279, 283, 291, 299, 303, 304, 315, 325, 335]",S37Y.tsv
this one,2,41,"[0, 41, 199]",S37Y.tsv
eighty,1,41,"[0, 5, 41, 150]",S37Y.tsv
all the,2,49,"[0, 49, 90, 133]",S37Y.tsv
for the,2,55,"[0, 5, 46, 48, 52, 55, 95, 103, 104, 123]",S37Y.tsv
for,1,55,"[0, 5, 46, 48, 52, 55, 79, 95, 101, 103, 104, 123, 141, 148, 159, 161, 169, 170, 186, 209, 210, 220, 314, 321]",S37Y.tsv
this,1,117,"[0, 117, 123, 126, 144, 154, 176, 199, 204, 214, 222, 234, 305]",S37Y.tsv
the same,2,135,"[0, 135, 208, 224]",S37Y.tsv
all,1,77,"[0, 49, 77, 78, 82, 90, 109, 133, 148, 167, 170, 176, 277, 284]",S37Y.tsv
be that,2,43,"[2, 43, 201, 212, 303, 325]",S37Y.tsv
alright,1,117,"[2, 117]",S37Y.tsv
be that alright,3,303,"[2, 303]",S37Y.tsv
big,1,315,"[5, 315, 324]",S37Y.tsv
and,1,10,"[7, 10, 20, 43, 55, 70, 72, 73, 74, 75, 77, 78, 90, 91, 96, 97, 100, 106, 127, 158, 196, 224, 226, 228, 232, 237, 240, 247, 279, 284, 285, 303, 312, 326, 333]",S37Y.tsv
and then,2,72,"[7, 72, 97, 100, 312]",S37Y.tsv
then,1,121,"[7, 72, 97, 100, 121, 133, 166, 210, 312, 340]",S37Y.tsv
erm,1,165,"[9, 71, 94, 165, 203, 220, 237, 240, 253, 258, 276, 327]",S37Y.tsv
not,1,21,"[11, 21, 22, 57, 58, 64, 180, 226, 242, 243, 246, 267, 270]",S37Y.tsv
of,1,27,"[11, 27, 30, 66, 86, 106, 113, 118, 123, 145, 158, 176, 213, 220, 224, 226, 247, 254, 262, 271, 279, 284, 289, 297, 301, 302, 324, 328, 338, 340]",S37Y.tsv
to,1,43,"[11, 43, 51, 53, 61, 64, 88, 97, 100, 108, 113, 127, 133, 134, 135, 141, 145, 160, 166, 167, 169, 196, 198, 205, 213, 214, 226, 237, 285, 308, 312, 314, 315, 316, 327, 337, 338, 339]",S37Y.tsv
much,1,55,"[11, 55, 65, 70, 105, 154, 166, 169, 174, 178, 312, 319, 321, 325, 335, 338]",S37Y.tsv
in,1,74,"[11, 74, 75, 82, 83, 176, 178, 212, 224, 228, 244, 279, 284, 289, 290, 291, 305, 312, 324, 326, 340]",S37Y.tsv
print,1,70,"[11, 70, 71, 94, 95, 113, 315]",S37Y.tsv
actually,1,88,"[11, 88, 178]",S37Y.tsv
there's,1,170,"[11, 170, 182, 198, 272, 279, 305]",S37Y.tsv
of the,2,224,"[11, 224, 262]",S37Y.tsv
price,1,285,"[11, 152, 285]",S37Y.tsv
print to,2,315,"[11, 315]",S37Y.tsv
yeah,1,13,"[3, 4, 6, 13, 20, 28, 31, 33, 35, 36, 37, 40, 45, 47, 53, 55, 56, 57, 60, 62, 64, 68, 76, 79, 88, 89, 98, 107, 108, 110, 114, 117, 119, 128, 129, 139, 140, 142, 144, 151, 153, 155, 156, 158, 160, 163, 168, 172, 176, 177, 181, 183, 185, 190, 195, 202, 210, 211, 224, 225, 229, 230, 231, 239, 252, 274, 292, 293, 303, 309, 311, 313, 316, 319, 325, 330, 332, 339, 340, 341]",S37Y.tsv
but,1,15,"[14, 15, 49, 57, 82, 88, 141, 150, 185, 200, 210, 211, 222, 239, 245, 246, 302, 310, 319, 326, 338]",S37Y.tsv
frame,1,45,"[15, 45, 46, 48, 52, 65, 66, 109]",S37Y.tsv
the frame,2,55,"[15, 46, 48, 52, 55, 65, 66, 109, 279, 305]",S37Y.tsv
okay,1,30,"[17, 30, 95, 147, 248, 334]",S37Y.tsv
right,1,19,"[1, 19, 34, 65, 91, 154, 184, 221, 229, 236, 271, 277, 291, 303]",S37Y.tsv
it,1,24,"[16, 20, 24, 27, 35, 38, 39, 45, 50, 51, 58, 77, 78, 82, 84, 86, 87, 88, 97, 105, 108, 124, 130, 133, 134, 145, 148, 150, 157, 166, 167, 169, 175, 194, 198, 203, 205, 210, 215, 217, 218, 222, 224, 226, 231, 234, 237, 240, 245, 267, 270, 274, 279, 287, 291, 297, 300, 303, 310, 311, 315, 316]",S37Y.tsv
call it,2,24,"[20, 24, 27, 203, 205, 210, 217, 237, 297]",S37Y.tsv
you,1,24,"[20, 24, 27, 30, 41, 43, 45, 46, 49, 51, 52, 55, 71, 79, 81, 84, 85, 92, 94, 102, 108, 112, 113, 117, 118, 135, 144, 148, 154, 158, 166, 167, 173, 174, 176, 187, 189, 191, 210, 218, 220, 224, 228, 236, 242, 245, 247, 271, 303, 312, 313, 314, 315, 317, 319, 324, 326, 338, 339, 340]",S37Y.tsv
like,1,27,"[24, 27, 64, 123, 130, 135, 136, 138, 143, 158, 170, 176, 179, 187, 189, 193, 194, 220, 222, 299, 300]",S37Y.tsv
what,1,113,"[24, 113, 147, 158, 167, 169, 173, 187, 197, 199, 228, 237, 240, 242, 243, 262, 286, 288, 324]",S37Y.tsv
can't,1,117,"[24, 117, 169, 234, 271, 297, 335]",S37Y.tsv
call,1,147,"[20, 24, 147, 149, 199, 203, 204, 205, 210, 217, 237, 242, 243, 262, 283, 297, 303]",S37Y.tsv
mm,1,223,"[31, 37, 54, 99, 101, 111, 122, 223, 233, 243, 264, 278, 294, 306, 339]",S37Y.tsv
mm yeah,2,339,"[31, 339]",S37Y.tsv
oh,1,37,"[26, 37, 80, 84, 87, 93, 115, 126, 127, 132, 144, 162, 192, 196, 201, 202, 214, 227, 234, 236, 269, 273, 285, 288, 303, 305, 325]",S37Y.tsv
it's,1,39,"[22, 35, 39, 48, 57, 105, 117, 134, 135, 142, 157, 175, 183, 184, 194, 208, 211, 222, 238, 240, 267, 270, 273, 301, 302, 303, 307, 308, 309, 340]",S37Y.tsv
isn't it,2,39,"[35, 39, 134, 157, 175, 234, 245, 300]",S37Y.tsv
so,1,42,"[41, 42, 94, 95, 96, 147, 194, 207, 210, 217, 222, 226, 275, 303]",S37Y.tsv
i,1,64,"[42, 57, 59, 64, 66, 81, 84, 88, 101, 105, 113, 124, 130, 134, 136, 138, 141, 143, 150, 158, 159, 167, 169, 176, 182, 186, 187, 192, 198, 200, 203, 208, 213, 214, 217, 218, 220, 226, 234, 237, 240, 243, 254, 269, 275, 291, 297, 298, 299, 303, 310, 315, 319, 320, 326, 338]",S37Y.tsv
think,1,42,"[27, 42, 59, 64, 66, 81, 84, 105, 126, 143, 150, 158, 159, 187, 189, 208, 213, 217, 220, 245, 247, 254, 283, 297, 298, 319, 338]",S37Y.tsv
i think,2,81,"[42, 59, 66, 81, 84, 143, 150, 158, 159, 213, 217, 220, 319, 338]",S37Y.tsv
yes,1,120,"[42, 120, 134]",S37Y.tsv
we,1,44,"[16, 18, 44, 53, 59, 79, 80, 84, 88, 118, 125, 127, 145, 146, 147, 178, 186, 199, 203, 205, 217, 221, 237, 283, 291, 328, 335]",S37Y.tsv
a,1,44,"[30, 43, 44, 55, 57, 58, 61, 85, 92, 100, 118, 127, 154, 170, 191, 193, 194, 198, 210, 220, 239, 240, 247, 259, 264, 289, 297, 300, 301, 302, 314, 315, 316, 338, 340]",S37Y.tsv
a cut,2,44,"[43, 44]",S37Y.tsv
don't,1,44,"[27, 44, 57, 64, 80, 105, 130, 134, 135, 145, 146, 152, 174, 176, 182, 187, 188, 200, 208, 226, 237, 240, 264, 269, 291, 298, 299, 319, 321, 322, 325, 326]",S37Y.tsv
want,1,64,"[44, 52, 64, 113, 135, 150, 151, 152, 220, 226]",S37Y.tsv
we don't,2,80,"[44, 80, 145, 146]",S37Y.tsv
want a,2,220,"[44, 220]",S37Y.tsv
don't want,2,226,"[44, 226]",S37Y.tsv
can,1,46,"[30, 46, 52, 148, 167, 194, 237]",S37Y.tsv
well,1,51,"[46, 50, 51, 53, 59, 65, 79, 81, 86, 94, 108, 109, 123, 127, 135, 142, 144, 145, 151, 159, 160, 161, 164, 166, 167, 178, 181, 182, 183, 203, 208, 218, 221, 226, 227, 228, 229, 238, 240, 246, 264, 267, 270, 287, 300, 301, 316, 320]",S37Y.tsv
pay,1,51,"[46, 51, 52, 53, 79]",S37Y.tsv
pay for the frame,4,55,"[46, 52, 55]",S37Y.tsv
well you,2,144,"[46, 144, 218]",S37Y.tsv
pound,1,48,"[12, 16, 41, 48, 55, 65, 94, 95, 97, 100, 159]",S37Y.tsv
for the frame,3,55,"[48, 55]",S37Y.tsv
pound for the,3,95,"[48, 95]",S37Y.tsv
about,1,145,"[48, 66, 145, 187, 219, 291]",S37Y.tsv
doesn't,1,231,"[50, 205, 231, 232]",S37Y.tsv
if,1,64,"[52, 64, 113, 151, 152, 158, 189, 203, 205, 210, 244, 275, 324, 338, 340]",S37Y.tsv
if you,2,113,"[52, 113, 189, 210]",S37Y.tsv
you want,2,135,"[52, 135]",S37Y.tsv
how,1,57,"[55, 57, 65, 70, 84, 88, 113, 117, 166, 169, 174, 176, 179, 185, 194, 219, 238, 310, 311, 312, 326, 328]",S37Y.tsv
not a,2,58,"[57, 58]",S37Y.tsv
i don't,2,64,"[57, 64, 105, 130, 134, 182, 200, 208, 226, 237, 240, 269, 291, 298, 299, 326]",S37Y.tsv
know,1,124,"[57, 88, 124, 158, 182, 186, 187, 191, 192, 200, 224, 228, 237, 240, 269, 291, 317, 324, 326]",S37Y.tsv
i don't know,3,182,"[57, 182, 200, 237, 240, 269, 291, 326]",S37Y.tsv
yeah but,2,185,"[57, 88, 185, 210, 211, 239]",S37Y.tsv
take,1,100,"[59, 100, 112, 127, 179, 189, 328, 329]",S37Y.tsv
as,1,135,"[59, 86, 135, 166, 208, 220]",S37Y.tsv
because,1,194,"[59, 194, 211]",S37Y.tsv
think we,2,283,"[59, 217, 283]",S37Y.tsv
have,1,61,"[16, 18, 45, 53, 61, 113, 118, 127, 145, 178, 189, 196, 198, 213, 214, 264, 290, 312, 337]",S37Y.tsv
us,1,61,"[43, 55, 61, 161, 338]",S37Y.tsv
they might,2,64,"[61, 64]",S37Y.tsv
have a,2,118,"[61, 118, 127, 264]",S37Y.tsv
