Expression,Expression_length,Expression_established_position,Expression_uttered_position,file
be,1,1,"[0, 1, 2, 9, 18, 21, 24, 26, 31, 32, 36, 37, 40, 47, 49, 55, 58, 60, 63, 66, 69, 76, 78, 87, 91, 96, 97, 101, 104, 107, 108, 111, 112, 113, 114, 116, 119, 122, 125, 130, 131, 135, 141, 147, 152, 153, 161, 163, 165, 166, 167, 169, 170, 178, 180, 182, 185, 200, 201, 209, 211, 217, 220, 227, 229, 232, 239, 243, 248, 251, 266, 277, 284, 285, 287, 288, 291, 292, 297, 298, 300, 304, 308, 317, 318, 322, 326, 335, 353, 356, 361, 363, 365, 367, 369, 376, 377, 379, 388, 392, 393, 395, 396, 397, 399, 400, 403, 404, 405, 417, 418, 420, 421, 423, 425, 426, 430, 431, 433, 434, 435, 438, 440, 441, 442, 443, 452, 453, 458, 463, 472, 477, 484, 490, 492, 493, 496, 506, 510, 514, 519, 521, 531, 537, 542, 544, 548, 561, 565, 567, 598, 606, 616, 628, 630, 632, 637, 638, 639, 643, 648, 649, 651, 652, 653, 661, 668, 679, 687, 688, 700, 701, 708, 712, 715, 717, 724, 737, 739, 744, 745, 747, 753, 759, 763, 765, 776, 786, 787, 795, 833, 840, 857, 859, 867, 868, 869, 871, 882, 885, 889, 895, 909, 914, 915, 920, 926, 939, 943, 959, 962, 971, 979, 987, 993, 995, 997, 1002, 1005, 1013, 1020, 1022, 1038, 1058, 1059, 1060, 1061, 1065, 1066, 1072, 1073, 1074, 1078, 1085, 1089, 1101, 1109, 1110, 1112, 1113, 1116, 1124, 1126, 1129, 1132, 1163, 1164, 1174, 1189, 1190, 1191, 1197, 1199, 1200, 1212, 1213, 1214, 1235, 1237, 1239, 1240, 1250, 1252, 1258, 1271, 1273, 1275, 1296, 1301, 1309, 1310, 1325, 1341, 1342, 1350, 1356, 1363, 1368, 1379, 1380, 1391, 1394, 1403, 1413, 1417, 1422, 1423, 1426]",S3M9.tsv
on,1,47,"[2, 4, 5, 18, 46, 47, 49, 58, 65, 131, 261, 284, 288, 290, 292, 296, 297, 310, 334, 369, 384, 436, 438, 490, 519, 537, 542, 600, 605, 645, 657, 703, 747, 765, 768, 788, 827, 849, 853, 864, 868, 882, 885, 906, 936, 1015, 1189, 1199, 1233, 1244, 1256, 1258, 1268, 1342, 1414, 1421, 1423, 1424]",S3M9.tsv
we be,2,49,"[2, 49, 166, 430, 431, 463, 616, 628, 630, 632, 701, 747]",S3M9.tsv
we,1,153,"[2, 6, 49, 62, 87, 89, 96, 117, 152, 153, 157, 159, 163, 166, 197, 198, 204, 206, 219, 238, 243, 249, 304, 342, 344, 345, 347, 354, 386, 392, 423, 426, 430, 431, 437, 438, 445, 458, 463, 470, 542, 568, 571, 573, 579, 581, 583, 613, 616, 628, 630, 631, 632, 636, 701, 739, 747, 750, 787, 798, 834, 838, 840, 893, 897, 1032, 1058, 1129, 1151, 1174, 1186, 1193, 1206, 1210, 1272, 1280, 1286, 1307, 1378, 1383, 1389, 1408, 1426]",S3M9.tsv
of,1,16,"[4, 16, 87, 101, 114, 168, 180, 200, 251, 261, 273, 277, 296, 336, 360, 363, 380, 388, 405, 417, 431, 443, 453, 469, 498, 501, 512, 524, 534, 542, 546, 548, 550, 557, 561, 595, 616, 625, 648, 649, 708, 714, 744, 752, 769, 777, 779, 788, 823, 838, 850, 892, 926, 932, 1004, 1009, 1013, 1014, 1030, 1031, 1065, 1077, 1090, 1105, 1108, 1117, 1127, 1157, 1166, 1179, 1189, 1199, 1237, 1239, 1241, 1243, 1298, 1325, 1328, 1332, 1361, 1388, 1404, 1410, 1420, 1422]",S3M9.tsv
the,1,29,"[4, 5, 15, 18, 24, 29, 32, 33, 36, 37, 46, 49, 50, 53, 58, 59, 69, 76, 89, 92, 96, 104, 114, 119, 122, 127, 135, 138, 147, 150, 163, 167, 174, 180, 192, 193, 198, 200, 202, 204, 205, 206, 217, 232, 243, 246, 256, 259, 261, 271, 277, 280, 281, 284, 285, 287, 291, 292, 300, 314, 315, 326, 330, 333, 335, 342, 356, 358, 360, 369, 376, 377, 379, 380, 384, 393, 396, 397, 407, 417, 423, 426, 431, 436, 438, 441, 442, 490, 503, 506, 510, 517, 519, 536, 537, 556, 563, 574, 575, 592, 594, 595, 598, 605, 625, 642, 643, 648, 649, 653, 657, 661, 673, 708, 714, 721, 730, 747, 786, 787, 788, 790, 792, 817, 820, 834, 838, 847, 850, 856, 864, 868, 877, 882, 885, 906, 919, 932, 940, 962, 971, 973, 983, 985, 986, 987, 989, 994, 995, 997, 998, 1005, 1006, 1013, 1034, 1036, 1058, 1079, 1084, 1085, 1087, 1090, 1096, 1098, 1107, 1109, 1116, 1119, 1120, 1125, 1126, 1139, 1147, 1151, 1157, 1161, 1163, 1172, 1174, 1177, 1179, 1181, 1189, 1199, 1204, 1206, 1210, 1224, 1225, 1226, 1228, 1232, 1237, 1239, 1242, 1244, 1258, 1264, 1268, 1287, 1289, 1295, 1296, 1311, 1322, 1333, 1336, 1342, 1348, 1358, 1361, 1363, 1379, 1381, 1389, 1390, 1391, 1392, 1404, 1410, 1411, 1414, 1417, 1419, 1421, 1422, 1423, 1424]",S3M9.tsv
on the,2,49,"[4, 5, 18, 46, 49, 261, 284, 292, 369, 436, 438, 519, 605, 747, 864, 868, 882, 906, 1189, 1244, 1258, 1414, 1421, 1423]",S3M9.tsv
he,1,108,"[4, 9, 98, 108, 111, 112, 113, 173, 180, 182, 185, 277, 284, 288, 290, 292, 294, 350, 373, 376, 395, 481, 490, 493, 515, 801, 808, 935, 936, 1217, 1258, 1275, 1278]",S3M9.tsv
watch,1,258,"[4, 6, 9, 15, 258, 698, 1041, 1043, 1105, 1107, 1129, 1151, 1172, 1174, 1175, 1176, 1186, 1193, 1210, 1233, 1244, 1272, 1286, 1289, 1329, 1333, 1355, 1357, 1378, 1389, 1400, 1405, 1407]",S3M9.tsv
gossip girl,2,1175,"[4, 1175, 1301]",S3M9.tsv
plane,1,114,"[5, 21, 24, 114, 1189, 1244, 1256]",S3M9.tsv
