Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
get,1,27,"[0, 12, 27, 38, 51, 54, 58, 70, 76, 82, 84, 85, 89, 90, 94, 95, 122, 151, 152, 153, 159, 187, 188, 196, 258, 263, 284, 320, 321, 337, 338, 341, 342, 345, 351, 353, 357, 366, 369, 378, 385, 402, 403, 404, 410, 435, 441, 449, 451, 458, 462, 491, 497, 499, 500, 506, 517, 519, 531, 538, 541, 561, 563, 564, 597, 599, 609, 635, 643, 644, 647, 656, 657, 664, 665, 666, 669, 671, 679]",S4D8.tsv
sleep,1,4,"[2, 3, 4, 419, 542]",S4D8.tsv
you not,2,90,"[2, 90, 207, 624, 686]",S4D8.tsv
do you,2,97,"[2, 97, 100, 159, 161, 207, 220, 272, 275, 276, 335, 392, 395, 444, 451, 593, 595, 624, 626, 657, 658, 671, 686]",S4D8.tsv
in the,2,433,"[2, 3, 433, 477, 564, 607, 611, 616]",S4D8.tsv
day,1,215,"[2, 3, 215, 542, 609]",S4D8.tsv
quite high,2,8,"[7, 8]",S4D8.tsv
high,1,49,"[7, 47, 49, 300]",S4D8.tsv
quite,1,17,"[7, 8, 17, 53, 85, 114, 115, 199, 223, 301, 351, 369, 385, 418, 421, 454, 457, 589, 664]",S4D8.tsv
still,1,154,"[7, 154, 179, 391, 445, 611]",S4D8.tsv
try them on,3,32,"[10, 32]",S4D8.tsv
try,1,34,"[10, 32, 34, 127, 187, 237, 241, 410, 412, 432, 454]",S4D8.tsv
you be,2,54,"[10, 37, 54, 56, 133, 174, 216, 250, 325, 355, 376, 379, 391, 455, 457, 475, 477, 494, 540, 559, 660]",S4D8.tsv
be so,2,580,"[10, 47, 540, 564, 580]",S4D8.tsv
have you,2,90,"[12, 51, 90, 95, 404, 419, 517, 531, 647, 656]",S4D8.tsv
no but,2,56,"[14, 56, 157, 269]",S4D8.tsv
see,1,75,"[16, 75, 85, 98, 150, 250, 260, 294, 356, 359, 391, 467, 478, 517, 611, 614, 615]",S4D8.tsv
the white dress,3,36,"[18, 36, 116, 143, 238, 442]",S4D8.tsv
for dinner,2,36,"[18, 36, 65, 117, 137, 139, 264, 636, 662]",S4D8.tsv
white,1,39,"[18, 36, 39, 41, 43, 84, 92, 101, 116, 120, 135, 143, 171, 205, 213, 230, 238, 442, 447, 462, 465, 516, 553, 646, 664, 671, 678, 679, 681, 686]",S4D8.tsv
dinner,1,18,"[17, 18, 36, 65, 117, 120, 135, 137, 139, 264, 272, 307, 312, 379, 474, 491, 636, 662]",S4D8.tsv
dress,1,83,"[18, 36, 83, 101, 116, 143, 181, 204, 207, 216, 236, 238, 254, 301, 369, 395, 424, 442, 443, 447, 454, 474, 490, 491, 497, 503, 517, 559, 659]",S4D8.tsv
be you,2,62,"[18, 62, 133, 136, 139, 310, 312, 333, 398, 435, 550, 558, 567, 639, 641]",S4D8.tsv
the white,2,171,"[18, 36, 116, 143, 171, 205, 213, 238, 442, 465]",S4D8.tsv
friday,1,396,"[18, 52, 140, 369, 378, 385, 396, 444, 468, 483, 489, 636, 640]",S4D8.tsv
for dinner on,3,636,"[18, 636]",S4D8.tsv
wear,1,20,"[6, 11, 17, 20, 35, 36, 46, 52, 55, 58, 91, 96, 101, 113, 115, 117, 120, 141, 149, 171, 179, 187, 204, 207, 213, 221, 224, 234, 235, 236, 253, 254, 263, 266, 267, 273, 285, 288, 289, 300, 303, 304, 308, 340, 369, 372, 374, 394, 395, 398, 428, 430, 431, 435, 437, 441, 442, 443, 444, 454, 459, 462, 464, 480, 483, 488, 494, 502, 503, 504, 508, 516, 517, 518, 521, 527, 535, 537, 538, 541, 553, 558, 564, 567, 603, 604, 617, 624, 633, 635, 636, 644, 648, 651, 652, 657, 671, 684, 686]",S4D8.tsv
heel,1,20,"[6, 20, 38, 41, 43, 117, 241, 372, 374, 394, 395, 462, 480, 486, 488, 490, 491, 503, 504, 508, 511, 646, 648, 664, 671, 678, 679]",S4D8.tsv
could,1,34,"[20, 34, 53, 91, 98, 172, 207, 213, 214, 221, 263, 266, 300, 302, 307, 347, 348, 350, 369, 395, 406, 409, 429, 431, 454, 460, 464, 473, 480, 504, 527]",S4D8.tsv
they be,2,49,"[20, 47, 49, 62, 64, 82, 115, 147, 149, 191, 193, 196, 202, 203, 223, 235, 252, 279, 603, 607, 614, 615, 621, 627, 629, 632, 635, 692]",S4D8.tsv
