Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
conversation conversation conversation,3,1,"[0, 1]",SNNJ.tsv
yes,1,120,"[2, 120, 129, 130, 384, 392, 562, 653]",SNNJ.tsv
think,1,12,"[8, 12, 22, 150, 153, 175, 221, 223, 272, 288, 324, 339, 368, 419, 470, 495, 555, 560, 575, 586, 593, 598, 617, 728, 746, 759, 767, 769, 796, 805, 807, 833, 847, 884, 908, 929, 932, 945, 975, 980, 1001, 1008, 1010, 1016, 1019]",SNNJ.tsv
split screen,2,33,"[8, 10, 14, 18, 20, 32, 33, 34]",SNNJ.tsv
it be,2,51,"[8, 18, 51, 121, 170, 187, 213, 220, 225, 226, 255, 264, 265, 272, 273, 282, 330, 335, 336, 418, 432, 501, 545, 579, 667, 670, 678, 708, 717, 727, 757, 760, 807, 812, 813, 847, 850, 857, 858, 862, 869, 872, 884, 892, 932, 974]",SNNJ.tsv
i think,2,150,"[8, 150, 272, 324, 339, 368, 419, 575, 593, 598, 728, 746, 759, 796, 805, 884, 908, 945, 975, 980, 1001, 1008, 1010, 1016]",SNNJ.tsv
i think it be,4,272,"[8, 272, 884]",SNNJ.tsv
be not,2,882,"[8, 351, 882]",SNNJ.tsv
a bite,2,53,"[10, 53, 90, 96, 803, 904]",SNNJ.tsv
head,1,83,"[10, 14, 82, 83, 84, 304, 817]",SNNJ.tsv
for a,2,143,"[10, 42, 143]",SNNJ.tsv
bite,1,807,"[10, 90, 96, 807, 904]",SNNJ.tsv
like,1,19,"[14, 18, 19, 38, 51, 53, 55, 57, 60, 79, 81, 95, 97, 98, 101, 110, 112, 113, 116, 119, 121, 125, 135, 141, 150, 156, 157, 162, 165, 166, 175, 178, 181, 191, 196, 198, 201, 204, 210, 211, 220, 223, 227, 228, 229, 230, 234, 236, 256, 260, 262, 264, 267, 270, 272, 273, 275, 277, 279, 282, 287, 290, 291, 293, 301, 303, 305, 307, 308, 311, 314, 318, 329, 332, 336, 344, 346, 355, 356, 368, 383, 387, 400, 401, 408, 418, 420, 422, 424, 425, 427, 429, 430, 432, 448, 450, 452, 465, 467, 468, 470, 471, 472, 474, 476, 477, 480, 481, 485, 487, 491, 493, 495, 500, 501, 504, 511, 513, 515, 517, 520, 522, 524, 528, 530, 535, 539, 541, 542, 544, 545, 546, 549, 551, 555, 566, 569, 570, 571, 573, 579, 582, 588, 614, 615, 616, 638, 640, 643, 645, 662, 667, 670, 674, 681, 689, 692, 696, 698, 700, 708, 716, 719, 729, 733, 739, 748, 765, 767, 769, 777, 782, 790, 796, 805, 806, 807, 809, 811, 812, 813, 819, 823, 825, 827, 835, 837, 840, 842, 846, 848, 855, 856, 857, 861, 863, 874, 882, 883, 886, 888, 890, 898, 903, 904, 906, 909, 918, 923, 925, 931, 938, 940, 942, 951, 962, 975, 981, 990, 993, 995, 1001, 1003, 1005, 1006, 1010, 1012]",SNNJ.tsv
i be,2,53,"[14, 53, 61, 97, 121, 272, 276, 288, 406, 547, 568, 696, 700, 718, 731, 733, 739, 753, 777, 807, 809, 811, 819, 827, 861, 862]",SNNJ.tsv
like a,2,53,"[14, 53, 79, 110, 121, 157, 196, 230, 262, 400, 418, 420, 790, 806, 813, 846, 848, 857, 863, 898, 904, 962, 975, 1001]",SNNJ.tsv
be like,2,79,"[14, 18, 79, 125, 135, 141, 150, 264, 282, 287, 301, 418, 430, 432, 465, 487, 493, 511, 528, 539, 546, 549, 551, 614, 640, 667, 670, 696, 700, 733, 748, 765, 767, 807, 811, 813, 819, 827, 837, 857, 886, 909, 938, 975]",SNNJ.tsv
year,1,157,"[14, 157, 763, 798, 819, 841, 919]",SNNJ.tsv
like when,2,38,"[14, 38, 121, 270, 303, 938]",SNNJ.tsv
