Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
quiet,1,1,"[0, 1]",S9ZU.tsv
you can,2,116,"[2, 116, 177, 181, 218]",S9ZU.tsv
everything,1,198,"[2, 198]",S9ZU.tsv
go,1,28,"[8, 28, 61, 82, 87, 89, 100, 168, 180, 202, 246, 272, 290, 299, 301, 302, 306]",S9ZU.tsv
go to,2,82,"[8, 82, 87, 100, 202, 246, 272, 290, 299, 301, 302, 306]",S9ZU.tsv
work,1,9,"[8, 9, 22, 98, 114, 116, 166, 167, 168, 172, 173, 187]",S9ZU.tsv
curtain,1,13,"[11, 12, 13]",S9ZU.tsv
say,1,16,"[4, 16, 22, 24, 25, 28, 30, 31, 61, 63, 65, 114, 151, 160, 166, 168, 169, 175, 202, 207, 214, 216, 218, 220, 221, 222, 234, 238, 257, 264, 268]",S9ZU.tsv
seven,1,33,"[16, 30, 32, 33, 36, 303, 304]",S9ZU.tsv
well,1,91,"[16, 91, 149, 169, 174, 187, 198, 214, 221, 228, 230, 259, 263, 270]",S9ZU.tsv
can't,1,100,"[16, 100, 101, 151, 257, 279]",S9ZU.tsv
either,1,101,"[16, 101]",S9ZU.tsv
back,1,65,"[16, 22, 65, 200, 226]",S9ZU.tsv
make,1,134,"[16, 134, 202]",S9ZU.tsv
i say,2,28,"[22, 28, 114, 166, 168, 220, 221, 257]",S9ZU.tsv
probably,1,89,"[22, 89, 143]",S9ZU.tsv
oh i,2,107,"[22, 107, 109, 198]",S9ZU.tsv
know that,2,27,"[26, 27, 51]",S9ZU.tsv
i kind of know,4,28,"[27, 28]",S9ZU.tsv
know,1,26,"[6, 26, 27, 28, 31, 51, 56, 59, 61, 65, 70, 71, 77, 82, 86, 100, 101, 118, 121, 146, 151, 168, 174, 177, 178, 184, 195, 203, 221, 232, 242, 259, 268, 286, 297, 300]",S9ZU.tsv
kind of,2,202,"[27, 202, 297]",S9ZU.tsv
eight,1,106,"[30, 106, 111, 114]",S9ZU.tsv
want,1,34,"[26, 34, 55, 61, 177, 223, 258]",S9ZU.tsv
see,1,107,"[34, 47, 107, 109, 173, 182, 198, 231, 246, 269, 307]",S9ZU.tsv
want to,2,177,"[34, 177]",S9ZU.tsv
do you,2,39,"[38, 39, 47, 55, 59, 61, 91, 258]",S9ZU.tsv
