Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
i don't,2,1,"[0, 1, 8, 9, 18, 69, 132, 134, 136, 145, 148, 152, 158, 163, 164, 165, 166, 169, 172, 173, 218, 221, 223, 225, 237, 239, 243, 246, 248]",S9WB.tsv
like,1,1,"[0, 1, 11, 43, 53, 78, 91, 136, 150, 153, 158, 159, 166, 169, 173, 198, 200, 206, 211, 221, 224, 225, 239, 243, 247, 248]",S9WB.tsv
soft,1,1,"[0, 1]",S9WB.tsv
cos,1,19,"[0, 19, 115, 158, 187, 206, 221]",S9WB.tsv
quite,1,41,"[0, 41, 49, 95, 169, 173, 181]",S9WB.tsv
it's quite,2,49,"[0, 49, 95]",S9WB.tsv
know,1,49,"[0, 8, 15, 18, 36, 49, 97, 119, 132, 134, 136, 145, 148, 149, 152, 158, 163, 164, 165, 166, 172, 173, 218, 221, 223, 237, 239, 248]",S9WB.tsv
i don't know,3,18,"[0, 8, 18, 132, 134, 136, 145, 148, 152, 158, 163, 164, 165, 166, 172, 173, 218, 223, 237, 239, 248]",S9WB.tsv
whether,1,82,"[0, 82, 172, 206, 246]",S9WB.tsv
uh,1,2,"[1, 2, 28, 30, 45, 69, 110, 129, 136, 148, 166, 184, 187, 196, 216, 239, 246]",S9WB.tsv
hmm,1,10,"[2, 10, 50, 90, 101, 111, 138, 143, 147, 202]",S9WB.tsv
i have,2,246,"[4, 53, 181, 238, 246]",S9WB.tsv
lanos,1,7,"[6, 7]",S9WB.tsv
em,1,28,"[9, 28, 31, 169]",S9WB.tsv
already,1,30,"[9, 30]",S9WB.tsv
of the,2,91,"[9, 91, 92, 119, 246]",S9WB.tsv
saw,1,86,"[12, 86, 169]",S9WB.tsv
yesterday,1,206,"[12, 206]",S9WB.tsv
get,1,15,"[11, 13, 15, 43, 82, 87, 100, 115, 128, 134, 158, 160, 165, 166, 169, 198, 214, 217, 221, 225, 229, 239, 244, 248]",S9WB.tsv
would,1,50,"[15, 50, 87, 88, 89, 136, 173, 187, 188, 192, 221]",S9WB.tsv
use,1,230,"[15, 166, 230, 241]",S9WB.tsv
i think,2,21,"[1, 21, 22, 30, 31, 50, 53, 56, 58, 91, 92, 98, 99, 125, 158, 159, 169, 171, 181, 183, 188, 198, 225, 246]",S9WB.tsv
think,1,26,"[1, 21, 26, 30, 31, 50, 53, 56, 58, 69, 92, 125, 127, 128, 134, 136, 158, 159, 165, 169, 171, 181, 183, 187, 188, 189, 198, 211, 221, 225, 243, 246]",S9WB.tsv
i think she's,3,159,"[21, 159]",S9WB.tsv
think she's,2,225,"[21, 225, 243]",S9WB.tsv
i've,1,128,"[25, 128, 165, 221]",S9WB.tsv
today,1,128,"[25, 128]",S9WB.tsv
yeah,1,31,"[24, 26, 31, 33, 40, 49, 51, 52, 55, 73, 76, 80, 94, 105, 109, 110, 124, 128, 132, 134, 136, 146, 152, 156, 159, 167, 169, 186, 193, 200, 204, 208, 210, 221, 235, 239]",S9WB.tsv
think it's,2,31,"[26, 30, 31, 69, 91]",S9WB.tsv
well,1,31,"[28, 30, 31, 34, 36, 41, 42, 45, 59, 108, 115, 134, 136, 137, 150, 151, 165, 166, 169, 173, 187, 206, 221, 222, 230, 239, 244, 246, 247]",S9WB.tsv
i think it's,3,31,"[30, 31, 91]",S9WB.tsv
not very,2,35,"[31, 35]",S9WB.tsv
's,1,41,"[31, 41]",S9WB.tsv
people,1,169,"[31, 57, 101, 169, 181]",S9WB.tsv
about the,2,206,"[31, 206]",S9WB.tsv
you know,2,49,"[36, 49, 158]",S9WB.tsv
what do,2,136,"[36, 136, 151]",S9WB.tsv
you need,2,165,"[36, 165]",S9WB.tsv
run,1,206,"[36, 206]",S9WB.tsv
and a,2,239,"[36, 239]",S9WB.tsv
cross trainer,2,38,"[37, 38]",S9WB.tsv
weight,1,40,"[39, 40]",S9WB.tsv
he's,1,42,"[30, 41, 42, 43, 45, 49, 105]",S9WB.tsv
he's pretty well build,4,42,"[41, 42]",S9WB.tsv
pretty,1,42,"[41, 42, 45, 50, 87]",S9WB.tsv
he's pretty,2,45,"[42, 45]",S9WB.tsv
term,1,49,"[42, 49]",S9WB.tsv
one,1,46,"[3, 26, 28, 30, 44, 46, 86, 198, 236]",S9WB.tsv
that one,2,46,"[26, 46]",S9WB.tsv
i haven't,2,134,"[46, 134]",S9WB.tsv
go,1,51,"[26, 28, 30, 44, 51, 58, 59, 62, 88, 99, 137, 139, 141, 142, 144, 146, 160, 166, 169, 173, 181, 187, 206, 207, 247]",S9WB.tsv
gym,1,51,"[26, 27, 43, 44, 51]",S9WB.tsv
work,1,51,"[43, 51, 61, 112]",S9WB.tsv
there's,1,114,"[51, 83, 114, 119, 134, 146, 173]",S9WB.tsv
somewhere,1,141,"[51, 141, 246]",S9WB.tsv
