Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
do it,2,20,"[0, 20, 22, 26, 28, 30, 38, 74, 76, 93, 99, 117, 220, 221, 317, 556, 592, 752, 878, 882, 1037, 1071, 1079, 1101, 1108, 1128, 1222, 1223]",SCZV.tsv
but i,2,529,"[0, 529, 821, 916]",SCZV.tsv
i just,2,325,"[0, 325, 954, 1001, 1220]",SCZV.tsv
yeah,1,2,"[1, 2, 17, 21, 24, 27, 29, 45, 53, 63, 65, 68, 81, 83, 89, 91, 111, 112, 125, 128, 134, 135, 158, 171, 181, 186, 190, 194, 196, 201, 204, 208, 212, 214, 215, 218, 235, 263, 280, 287, 293, 297, 298, 302, 303, 306, 309, 313, 318, 320, 339, 343, 344, 346, 348, 351, 353, 359, 362, 364, 365, 367, 370, 376, 377, 386, 398, 400, 405, 410, 413, 416, 420, 424, 432, 443, 449, 451, 467, 470, 474, 477, 479, 492, 494, 495, 497, 500, 501, 503, 504, 505, 506, 508, 515, 517, 519, 524, 526, 529, 532, 535, 541, 544, 550, 570, 579, 583, 584, 585, 589, 594, 596, 598, 606, 615, 624, 628, 653, 665, 669, 684, 687, 689, 690, 696, 699, 700, 701, 702, 704, 719, 721, 723, 728, 734, 735, 738, 740, 741, 743, 744, 746, 751, 757, 765, 770, 781, 793, 795, 798, 808, 810, 831, 843, 845, 853, 854, 856, 868, 870, 872, 877, 880, 881, 908, 912, 920, 921, 924, 926, 930, 931, 933, 940, 943, 947, 953, 962, 968, 971, 973, 976, 989, 996, 1001, 1018, 1027, 1028, 1032, 1033, 1034, 1035, 1038, 1043, 1044, 1047, 1051, 1054, 1061, 1066, 1070, 1072, 1074, 1076, 1081, 1083, 1085, 1091, 1099, 1111, 1118, 1126, 1130, 1137, 1139, 1149, 1152, 1157, 1161, 1166, 1177, 1189, 1191, 1193, 1217, 1219, 1221, 1232]",SCZV.tsv
i think,2,30,"[4, 30, 74, 98, 110, 111, 122, 123, 166, 361, 382, 458, 461, 474, 722, 743, 787, 835, 859, 865, 910, 916, 945, 1079, 1080, 1168, 1194]",SCZV.tsv
well,1,20,"[4, 20, 30, 34, 76, 97, 100, 103, 105, 111, 112, 123, 128, 129, 148, 151, 152, 198, 222, 223, 229, 255, 270, 289, 312, 336, 352, 363, 380, 407, 458, 462, 470, 474, 489, 509, 511, 557, 563, 596, 597, 673, 760, 796, 837, 860, 898, 910, 913, 914, 951, 956, 958, 980, 988, 995, 1030, 1038, 1067, 1069, 1071, 1077, 1088, 1102, 1129, 1178, 1180, 1188, 1221, 1222]",SCZV.tsv
think,1,25,"[4, 25, 30, 34, 74, 98, 110, 111, 119, 122, 123, 166, 236, 240, 247, 266, 361, 382, 403, 458, 461, 462, 474, 610, 611, 614, 627, 629, 637, 679, 680, 722, 743, 752, 787, 835, 859, 865, 910, 913, 914, 916, 918, 945, 1079, 1080, 1168, 1194]",SCZV.tsv
good,1,333,"[4, 333, 633, 780, 874, 919, 1155]",SCZV.tsv
he be,2,534,"[4, 534, 686, 687, 692, 693, 694, 700, 703, 711, 716, 717, 721, 722, 743, 750, 754, 755, 783, 859]",SCZV.tsv
he be about,3,743,"[4, 743]",SCZV.tsv
dad,1,114,"[4, 114, 790, 796, 914, 1031, 1063, 1121]",SCZV.tsv
hm,1,61,"[12, 16, 19, 51, 61, 70, 192, 216, 251, 273, 368, 428, 429, 434, 469, 555, 560, 562, 571, 604, 613, 622, 637, 641, 644, 648, 666, 685, 710, 715, 727, 742, 806, 833, 977, 987, 1212]",SCZV.tsv
i know,2,51,"[31, 51, 337, 342, 875, 901]",SCZV.tsv
know,1,31,"[11, 31, 51, 62, 64, 90, 114, 124, 141, 156, 172, 252, 307, 337, 342, 361, 397, 480, 489, 491, 523, 566, 603, 643, 717, 805, 871, 875, 897, 901, 954, 965, 1026, 1090, 1091, 1142, 1165, 1185, 1214, 1223]",SCZV.tsv
have it,2,334,"[51, 57, 62, 334, 551, 610, 616]",SCZV.tsv
say,1,51,"[11, 51, 66, 78, 92, 96, 101, 104, 260, 361, 489, 545, 751, 767, 769, 771, 772, 774, 813, 820, 996, 1011, 1039, 1083, 1084, 1093, 1174]",SCZV.tsv
ten,1,783,"[51, 783, 838]",SCZV.tsv
probably,1,912,"[51, 912, 1087]",SCZV.tsv
i'd,1,51,"[28, 30, 37, 51, 93, 1132, 1168]",SCZV.tsv
have to,2,57,"[20, 38, 57, 62, 234, 314, 545, 572, 593, 629, 821, 929, 1077, 1079, 1120, 1138, 1143, 1213]",SCZV.tsv
to have it,3,551,"[57, 62, 551]",SCZV.tsv
i don't,2,64,"[28, 62, 64, 90, 114, 119, 124, 141, 172, 183, 285, 342, 463, 480, 489, 494, 499, 523, 603, 610, 611, 759, 897, 913, 922, 965, 1091, 1116, 1142, 1165, 1177, 1223]",SCZV.tsv
i don't know,3,64,"[62, 64, 90, 114, 124, 141, 172, 342, 480, 489, 523, 897, 965, 1091, 1142, 1165, 1223]",SCZV.tsv
to do,2,31,"[28, 31, 93, 98, 102, 117, 133, 683, 967, 978, 1098, 1108]",SCZV.tsv
must be,2,180,"[117, 180, 410]",SCZV.tsv
we've,1,163,"[119, 163, 185, 228, 252, 407, 412, 451, 819, 1039, 1104, 1106]",SCZV.tsv
use,1,119,"[20, 119, 157, 182, 183, 185, 284, 340, 345, 349, 385, 475, 673, 674, 677, 683, 694, 701, 735, 743, 774, 1163]",SCZV.tsv
get,1,119,"[11, 30, 50, 119, 131, 186, 191, 193, 215, 252, 269, 272, 330, 343, 345, 357, 360, 372, 375, 379, 382, 385, 393, 407, 412, 450, 451, 461, 473, 515, 539, 540, 588, 593, 614, 621, 651, 711, 712, 813, 814, 815, 837, 907, 984, 1002, 1013, 1023, 1039, 1041, 1045, 1057, 1058, 1079, 1120, 1147, 1148, 1150, 1153, 1154, 1155, 1206, 1222, 1228]",SCZV.tsv
i don't think,3,610,"[119, 610, 611, 913]",SCZV.tsv
think we,2,679,"[119, 679, 680]",SCZV.tsv
as well,2,128,"[34, 128, 129, 951, 958, 1071, 1129]",SCZV.tsv
mp3,1,134,"[98, 114, 122, 123, 125, 134, 258]",SCZV.tsv
cos,1,134,"[105, 134, 167, 343, 360, 379, 385, 393, 406, 461, 486, 545, 580, 588, 614, 617, 647, 651, 673, 712, 809, 829, 846, 850, 934, 946, 951, 967, 1047, 1066, 1082, 1138, 1169, 1225]",SCZV.tsv
of the,2,221,"[134, 221, 243, 312, 341, 515, 884, 929, 970]",SCZV.tsv
yeah but,2,134,"[21, 134, 235, 504, 529, 1083, 1091, 1099, 1221]",SCZV.tsv
be just,2,148,"[134, 148, 588, 623, 713]",SCZV.tsv
it now,2,752,"[134, 752, 1037]",SCZV.tsv
play,1,146,"[136, 146, 186, 301, 307, 308]",SCZV.tsv
can't,1,136,"[15, 22, 26, 136, 276, 312, 369, 479, 751, 752, 753, 1007, 1024, 1097, 1107]",SCZV.tsv
thing,1,66,"[31, 66, 186, 198, 233, 236, 270, 534]",SCZV.tsv
that's,1,198,"[82, 89, 92, 102, 120, 133, 152, 153, 168, 189, 198, 236, 240, 270, 284, 297, 305, 333, 338, 340, 379, 423, 448, 466, 467, 496, 581, 640, 744, 761, 777, 780, 863, 864, 874, 896, 903, 906, 932, 951, 963, 1016, 1043, 1046, 1053, 1168, 1194]",SCZV.tsv
difficult,1,200,"[31, 200]",SCZV.tsv
make,1,200,"[114, 200, 234, 286, 456, 569, 764, 918, 934, 935, 943, 948, 970, 1079, 1220]",SCZV.tsv
and there's,2,203,"[146, 203, 330, 387, 925]",SCZV.tsv
there's,1,203,"[11, 146, 151, 203, 330, 352, 360, 387, 399, 403, 925]",SCZV.tsv
be there,2,327,"[225, 327, 387]",SCZV.tsv
come,1,260,"[225, 260, 266, 316, 328, 401, 403, 406, 448, 449, 459, 489, 505, 545, 614, 647, 656, 743, 829, 1039, 1060, 1083]",SCZV.tsv
round,1,314,"[225, 314, 340, 545, 563, 580, 822, 828, 922, 937, 952, 954, 1089, 1135]",SCZV.tsv
someone,1,225,"[88, 225, 956]",SCZV.tsv
oh right,2,230,"[79, 130, 230, 331, 936]",SCZV.tsv
right,1,89,"[79, 84, 89, 113, 120, 130, 152, 168, 230, 237, 297, 331, 581, 744, 761, 936, 959, 1046, 1231]",SCZV.tsv
okay,1,438,"[232, 438, 457, 865]",SCZV.tsv
