Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
they might,2,584,"[0, 584]",SCZZ.tsv
probably,1,621,"[0, 403, 432, 621, 624, 643]",SCZZ.tsv
like,1,31,"[2, 29, 31, 34, 35, 40, 42, 48, 89, 93, 137, 147, 151, 161, 163, 172, 176, 180, 182, 186, 188, 190, 192, 194, 196, 198, 202, 204, 225, 236, 237, 239, 241, 242, 243, 244, 252, 259, 263, 272, 290, 306, 350, 385, 399, 409, 415, 432, 435, 437, 440, 441, 442, 488, 492, 498, 541, 564, 569, 571, 572, 582, 592, 596, 599, 600, 609, 611, 612, 613, 619, 624, 627, 640, 642, 643, 645, 653, 657, 659, 663, 667, 682, 688, 691, 698, 701, 705, 707, 709, 711, 713, 715, 717, 719]",SCZZ.tsv
say,1,31,"[2, 31, 54, 92, 212, 259, 284, 285, 304, 449, 451, 521, 523, 600, 611, 622, 633, 635, 638, 640, 642, 643, 663]",SCZZ.tsv
right,1,143,"[2, 64, 143, 247, 258, 419, 570, 600, 614, 624, 652, 656]",SCZZ.tsv
cos,1,127,"[2, 6, 127, 143, 144, 147, 154, 196, 215, 259, 304, 329, 371, 373, 409, 442, 527, 574, 600, 605, 608, 620, 648, 653, 670]",SCZZ.tsv
would,1,206,"[2, 95, 206, 424, 581, 592, 593, 601, 602, 608, 622, 655, 705, 711, 713]",SCZZ.tsv
anything,1,65,"[4, 65, 204, 642, 645]",SCZZ.tsv
i don't,2,134,"[4, 71, 134, 154, 194, 231, 346, 356, 418, 431, 482, 527, 544, 568, 585, 597, 620, 635, 640, 648]",SCZZ.tsv
number,1,242,"[4, 154, 242, 243]",SCZZ.tsv
think,1,135,"[4, 12, 14, 62, 91, 135, 137, 146, 165, 166, 170, 176, 194, 212, 259, 284, 285, 302, 396, 432, 498, 506, 510, 523, 567, 597, 622, 635, 648, 681, 719]",SCZZ.tsv
case,1,419,"[4, 419, 432]",SCZZ.tsv
can't,1,65,"[6, 34, 62, 65, 68, 99, 101, 103, 159, 188, 196, 217, 259, 294, 355, 362, 365, 380, 448, 467, 469, 474, 477, 532, 582, 618]",SCZZ.tsv
give,1,280,"[6, 40, 280, 536, 541, 543, 553, 554, 559, 611]",SCZZ.tsv
money,1,394,"[6, 394, 395, 648]",SCZZ.tsv
sound,1,242,"[14, 242, 244, 304, 578, 600, 635]",SCZZ.tsv
i think that,3,284,"[14, 284]",SCZZ.tsv
i think,2,135,"[14, 62, 135, 137, 166, 170, 176, 212, 284, 285, 302, 396, 506, 510, 523, 567, 635, 648, 681, 719]",SCZZ.tsv
good,1,81,"[14, 57, 73, 81, 119, 228, 265, 396, 606]",SCZZ.tsv
it could be,3,17,"[16, 17]",SCZZ.tsv
could,1,442,"[17, 442, 600]",SCZZ.tsv
i just,2,19,"[9, 19, 103, 132, 352, 392, 618, 640, 642, 664]",SCZZ.tsv
see,1,69,"[19, 69, 156, 318, 342, 346, 369, 442, 545, 635]",SCZZ.tsv
game,1,210,"[19, 49, 209, 210, 229, 237, 241, 244, 341, 354, 418, 480, 481]",SCZZ.tsv
things,1,240,"[19, 240, 640, 667]",SCZZ.tsv
this game,2,341,"[19, 341, 354, 418, 480]",SCZZ.tsv
tomorrow,1,582,"[24, 269, 461, 582]",SCZZ.tsv
yeah,1,29,"[1, 3, 29, 33, 36, 39, 43, 45, 58, 83, 88, 91, 99, 109, 114, 118, 119, 124, 130, 135, 137, 139, 143, 144, 151, 152, 155, 164, 177, 179, 184, 186, 243, 248, 255, 259, 260, 297, 301, 306, 332, 380, 407, 408, 410, 490, 493, 497, 519, 561, 586, 593, 602, 607, 616, 619, 623, 624, 638, 644, 645, 647, 660, 661, 665, 671, 674, 678, 689, 694, 700, 704, 708, 717]",SCZZ.tsv
something,1,37,"[29, 37, 137, 157, 178, 180, 239, 241, 399, 604, 611, 613, 635, 642, 648, 663]",SCZZ.tsv
like that,2,204,"[29, 48, 93, 204, 241, 244, 306, 350, 399, 619]",SCZZ.tsv
be like,2,34,"[31, 34, 137, 243, 259, 385, 592, 611, 653, 691, 698, 701]",SCZZ.tsv
that be,2,81,"[34, 36, 81, 107, 108, 136, 142, 180, 362, 529, 602, 606]",SCZZ.tsv
be not,2,419,"[34, 419, 437, 639]",SCZZ.tsv
one,1,38,"[8, 38, 58, 83, 113, 119, 124, 142, 186, 188, 215, 217, 246, 259, 306, 317, 396, 409, 469, 530, 535, 546, 598, 640, 651, 653, 655]",SCZZ.tsv
i'll,1,282,"[38, 282, 467, 469, 527, 635, 642, 648]",SCZZ.tsv
one of,2,186,"[38, 186, 306]",SCZZ.tsv
of my,2,691,"[38, 691, 701]",SCZZ.tsv
hair,1,257,"[40, 257, 695, 698]",SCZZ.tsv
