Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
what be,2,29,"[0, 29, 133, 165, 184, 239, 281, 400, 430, 464, 654, 677, 681, 817, 895, 1337, 1399, 1479, 1543, 1547, 1561, 1583, 1890, 1911, 2024]",SJHL.tsv
anyway,1,86,"[0, 86, 156, 421, 515, 569, 668, 751, 781, 1040, 1123, 1134, 1171, 1202, 1281, 1449, 1542, 1687, 1693, 2062]",SJHL.tsv
be we,2,1266,"[0, 895, 1266, 1399, 2020, 2173]",SJHL.tsv
there's,1,12,"[6, 12, 297, 356, 501, 502, 503, 530, 536, 845, 864, 868, 946, 1072, 1209, 1230, 1242, 1520, 1572, 1596, 1653, 1654, 1837, 1861, 1972, 1998, 2060, 2129, 2178]",SJHL.tsv
over there,2,490,"[6, 490]",SJHL.tsv
another,1,207,"[6, 207, 378, 573, 617, 976, 1026, 1529, 1704, 1717, 1972]",SJHL.tsv
get,1,11,"[4, 5, 11, 41, 161, 167, 222, 231, 233, 236, 237, 240, 243, 248, 251, 252, 253, 256, 259, 275, 278, 344, 345, 348, 349, 370, 378, 426, 444, 456, 500, 516, 576, 601, 644, 648, 682, 691, 734, 751, 755, 758, 771, 842, 871, 946, 949, 961, 988, 1001, 1009, 1038, 1039, 1040, 1047, 1052, 1074, 1075, 1079, 1149, 1165, 1198, 1222, 1234, 1236, 1241, 1247, 1272, 1274, 1295, 1329, 1342, 1345, 1372, 1388, 1404, 1420, 1421, 1441, 1449, 1451, 1570, 1575, 1578, 1580, 1591, 1607, 1613, 1647, 1648, 1650, 1651, 1658, 1666, 1706, 1707, 1708, 1709, 1713, 1726, 1745, 1762, 1764, 1766, 1774, 1775, 1792, 1805, 1833, 1835, 1848, 1872, 1892, 1898, 1912, 1932, 1934, 1935, 1959, 1968, 1969, 1970, 1972, 2002, 2005, 2069, 2079, 2110, 2112, 2124, 2143, 2154, 2174, 2185, 2186, 2205, 2206, 2235, 2264, 2275, 2276, 2280]",SJHL.tsv
we'll,1,382,"[11, 382, 386, 923, 2002, 2097]",SJHL.tsv
we'll get,2,2002,"[11, 2002]",SJHL.tsv
like,1,73,"[14, 17, 68, 73, 80, 84, 86, 89, 118, 119, 123, 134, 136, 145, 161, 164, 166, 168, 177, 213, 216, 219, 222, 229, 234, 293, 297, 299, 330, 335, 337, 406, 407, 421, 472, 479, 480, 520, 522, 523, 556, 564, 576, 591, 602, 603, 605, 606, 609, 620, 622, 648, 669, 684, 688, 714, 721, 723, 726, 727, 728, 734, 764, 779, 783, 793, 804, 811, 824, 836, 839, 848, 849, 850, 853, 902, 906, 908, 909, 930, 944, 951, 1007, 1021, 1026, 1040, 1047, 1049, 1063, 1064, 1094, 1095, 1096, 1107, 1122, 1150, 1173, 1205, 1247, 1250, 1251, 1255, 1279, 1284, 1293, 1318, 1336, 1347, 1367, 1368, 1373, 1416, 1464, 1465, 1467, 1469, 1476, 1501, 1509, 1511, 1515, 1517, 1532, 1541, 1570, 1572, 1577, 1579, 1602, 1622, 1647, 1649, 1650, 1651, 1653, 1654, 1657, 1683, 1713, 1717, 1718, 1723, 1724, 1725, 1732, 1746, 1762, 1771, 1772, 1780, 1781, 1799, 1802, 1806, 1810, 1817, 1818, 1821, 1824, 1832, 1834, 1835, 1836, 1840, 1842, 1845, 1846, 1847, 1848, 1861, 1867, 1875, 1878, 1879, 1881, 1883, 1898, 1935, 1938, 1968, 1969, 1970, 1987, 2010, 2018, 2030, 2032, 2037, 2044, 2046, 2050, 2067, 2069, 2075, 2077, 2079, 2084, 2092, 2094, 2132, 2136, 2140, 2141, 2143, 2144, 2148, 2152, 2163, 2171, 2173, 2175, 2189, 2204, 2205, 2217, 2229, 2240, 2250, 2251, 2265]",SJHL.tsv
