Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
cauliflower cheese,2,1,"[0, 1, 8, 12, 19, 44]",S2Y5.tsv
cauliflower,1,1,"[0, 1, 6, 7, 8, 12, 19, 32, 33, 44]",S2Y5.tsv
christmas,1,35,"[0, 35, 97, 137, 140, 169, 280, 292]",S2Y5.tsv
we have,2,9,"[0, 9, 45, 243]",S2Y5.tsv
day,1,235,"[0, 235, 243, 260, 280, 282, 286, 292, 316]",S2Y5.tsv
like,1,6,"[3, 6, 7, 8, 14, 23, 25, 30, 37, 38, 41, 42, 45, 49, 50, 53, 64, 67, 69, 71, 93, 104, 106, 107, 120, 122, 124, 164, 172, 175, 176, 177, 209, 210, 215, 218, 219, 243, 248, 254, 272, 296, 302, 308, 327, 328]",S2Y5.tsv
quite,1,172,"[6, 16, 101, 144, 172, 223]",S2Y5.tsv
like cauliflower,2,8,"[7, 8]",S2Y5.tsv
really like,2,104,"[8, 104, 175]",S2Y5.tsv
really,1,51,"[8, 51, 102, 104, 118, 143, 152, 175, 223, 252, 319, 320]",S2Y5.tsv
things,1,10,"[9, 10, 14, 93, 172]",S2Y5.tsv
what's,1,143,"[10, 143, 168, 221, 309]",S2Y5.tsv
though,1,33,"[16, 33, 147, 164, 192, 266]",S2Y5.tsv
i think,2,161,"[18, 28, 32, 161, 162, 209, 237, 261, 358]",S2Y5.tsv
it be,2,28,"[22, 28, 75, 130, 294, 311, 324]",S2Y5.tsv
cos,1,32,"[23, 32, 45, 48, 99, 206, 220, 268, 301, 302, 356]",S2Y5.tsv
ask,1,112,"[32, 48, 112, 301, 320]",S2Y5.tsv
cos i,2,356,"[32, 356]",S2Y5.tsv
be it,2,37,"[29, 37, 102, 128, 293, 294, 360]",S2Y5.tsv
carrots,1,45,"[37, 45, 47]",S2Y5.tsv
there be a,3,328,"[37, 328]",S2Y5.tsv
there be,2,139,"[37, 139, 328, 329]",S2Y5.tsv
us,1,337,"[37, 337, 349]",S2Y5.tsv
that's,1,48,"[12, 48, 70, 125, 140, 168, 182, 319, 320]",S2Y5.tsv
