Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
head,1,86,"[6, 86, 314, 497]",STBW.tsv
two,1,16,"[1, 16, 24, 26, 35, 158, 420, 426, 429, 451, 461, 524, 535, 536]",STBW.tsv
yeah,1,18,"[7, 11, 18, 19, 22, 32, 36, 38, 45, 47, 50, 53, 68, 69, 71, 78, 79, 84, 121, 160, 169, 190, 197, 202, 253, 255, 265, 271, 294, 317, 343, 360, 362, 372, 392, 424, 472, 474, 507, 528, 540, 541, 574, 584]",STBW.tsv
and i,2,27,"[21, 22, 27, 35, 181, 238, 258, 379, 392]",STBW.tsv
i be,2,55,"[21, 22, 55, 64, 93, 200, 336, 407, 435, 437, 470]",STBW.tsv
yeah and i,3,392,"[22, 392]",STBW.tsv
do it,2,41,"[21, 22, 24, 26, 41, 49, 70, 167, 359, 401, 459, 477, 508]",STBW.tsv
yeah and,2,574,"[22, 190, 574]",STBW.tsv
try,1,181,"[39, 42, 181, 183, 296, 321, 340]",STBW.tsv
i'm,1,51,"[39, 51, 77, 99, 139, 165, 177, 199, 206, 233, 235, 238, 240, 262, 308, 416, 421, 439, 446, 453, 458, 482, 521]",STBW.tsv
make,1,109,"[35, 42, 48, 63, 109, 111, 112, 116, 117, 203, 279, 314, 577]",STBW.tsv
do you know,3,48,"[23, 48, 482]",STBW.tsv
do that,2,48,"[37, 48, 124, 126, 184, 185, 186, 319, 342, 467]",STBW.tsv
you know,2,203,"[23, 48, 203, 359, 482]",STBW.tsv
know,1,23,"[21, 23, 35, 48, 51, 55, 203, 325, 329, 331, 359, 370, 482, 485, 517, 518, 524, 560]",STBW.tsv
then it's,2,502,"[50, 502]",STBW.tsv
well,1,63,"[17, 51, 55, 63, 78, 93, 121, 125, 131, 144, 159, 165, 167, 183, 199, 207, 220, 229, 233, 328, 330, 358, 380, 381, 419, 425, 428, 430, 445, 446, 485, 545]",STBW.tsv
say,1,63,"[37, 40, 63, 108, 110, 113, 219, 220, 221, 258, 389]",STBW.tsv
want,1,274,"[63, 274, 319, 351, 381, 387, 430, 453, 512, 558, 559]",STBW.tsv
want to,2,430,"[63, 319, 351, 430, 453, 512]",STBW.tsv
eight,1,65,"[3, 58, 60, 65, 67, 158]",STBW.tsv
countdown,1,65,"[55, 56, 58, 60, 61, 64, 65, 66, 67]",STBW.tsv
of ten cat,3,65,"[58, 60, 65, 67]",STBW.tsv
three,1,78,"[71, 73, 77, 78, 86, 108, 109, 420, 544]",STBW.tsv
thirty,1,77,"[1, 3, 51, 77, 78, 300]",STBW.tsv
time,1,77,"[33, 68, 77, 78, 298, 472, 545, 565]",STBW.tsv
that's,1,77,"[37, 58, 67, 76, 77, 108, 109, 155, 203, 224, 259, 276, 370, 401, 414, 420, 426, 429]",STBW.tsv
sure,1,128,"[77, 128, 139, 165, 262, 445, 446]",STBW.tsv
think,1,108,"[77, 108, 120, 165, 181, 185, 210, 274, 345, 425, 544, 545]",STBW.tsv
might,1,167,"[77, 167, 181, 258]",STBW.tsv
be twelve,2,377,"[77, 377, 378]",STBW.tsv
i think,2,210,"[77, 165, 210, 345, 425, 544]",STBW.tsv
and then,2,95,"[77, 95, 108, 109, 167, 190, 302, 306, 470]",STBW.tsv
no it's,2,108,"[92, 108, 587]",STBW.tsv
happen,1,122,"[108, 122, 160, 563]",STBW.tsv
a lot,2,200,"[130, 200]",STBW.tsv
i've,1,130,"[37, 51, 130, 234, 265, 268, 275, 379, 498, 501]",STBW.tsv
i've have,2,379,"[130, 379]",STBW.tsv
yes,1,130,"[31, 70, 118, 130, 209, 244, 355, 357, 359, 364, 402, 444, 449, 482, 488, 494, 496, 529, 550, 551, 552]",STBW.tsv
quite,1,133,"[1, 120, 133, 195, 359]",STBW.tsv
i don't,2,133,"[27, 35, 37, 40, 133, 139, 185, 444, 517, 518, 560]",STBW.tsv
a bite,2,133,"[62, 133, 250]",STBW.tsv
don't like,2,133,"[132, 133, 139]",STBW.tsv
like,1,132,"[68, 108, 132, 133, 136, 138, 139, 151, 167, 171, 191, 192, 203, 205, 221, 229, 232, 284, 286, 288, 291, 292, 293, 295, 310, 316, 320, 321, 340, 370, 389, 391, 393, 415, 438, 439, 444, 448, 449, 459, 461, 469, 485, 487, 503, 545, 548, 549, 569, 573]",STBW.tsv
i have,2,379,"[133, 154, 379]",STBW.tsv
rice,1,133,"[131, 133, 136, 138, 249, 347, 419, 422, 425, 427, 428, 452]",STBW.tsv
of rice,2,427,"[133, 427, 428]",STBW.tsv
a bite of,3,504,"[133, 504]",STBW.tsv
bite of,2,509,"[133, 509]",STBW.tsv
i do,2,398,"[136, 398, 402]",STBW.tsv
like the,2,316,"[136, 138, 316, 487, 548]",STBW.tsv
i will,2,141,"[108, 141, 181]",STBW.tsv
you be,2,145,"[37, 145, 162, 395, 425, 466, 468]",STBW.tsv
yum yum,2,351,"[154, 351, 352, 389, 402, 435, 437, 439, 441, 453, 462, 464, 465, 479, 487]",STBW.tsv
yum,1,361,"[154, 352, 361, 402, 428, 430, 435, 437, 439, 444, 445, 453, 462, 464, 465, 479, 487]",STBW.tsv
toffee yum,2,444,"[154, 437, 439, 441, 444, 445]",STBW.tsv
toffee,1,444,"[154, 437, 439, 441, 444, 445]",STBW.tsv
chicken,1,156,"[132, 134, 135, 137, 156, 347, 348, 452]",STBW.tsv
be that,2,156,"[91, 156, 533, 586]",STBW.tsv
one,1,158,"[121, 158, 173, 262, 379, 385, 402, 420, 421, 423, 427, 475, 476, 490, 493, 527]",STBW.tsv
someone,1,203,"[165, 203, 229]",STBW.tsv
well i'm,2,199,"[165, 199, 233, 446]",STBW.tsv
zombie,1,175,"[174, 175, 180, 181, 212]",STBW.tsv
go,1,177,"[7, 68, 86, 95, 99, 108, 126, 140, 159, 177, 200, 206, 208, 212, 225, 241, 285, 360, 395, 408, 416, 421, 431, 442, 443, 453, 456, 458, 476, 504, 507, 525, 534, 578, 579]",STBW.tsv
bed,1,181,"[177, 181, 577]",STBW.tsv
go to,2,177,"[99, 108, 177, 285, 360, 395, 421, 453, 458, 578, 579]",STBW.tsv
good,1,187,"[56, 64, 153, 187, 207, 223, 360]",STBW.tsv
cos,1,187,"[70, 107, 162, 181, 187, 202, 207, 229, 340, 359, 371, 524, 545]",STBW.tsv
throw you out the window,5,190,"[183, 190]",STBW.tsv
really,1,202,"[118, 142, 202, 221, 223, 229, 233, 243, 248, 252, 414, 444, 520, 542]",STBW.tsv
have just,2,393,"[202, 393, 402]",STBW.tsv
life,1,213,"[120, 206, 213]",STBW.tsv
it's the,2,476,"[213, 215, 476]",STBW.tsv
them or,2,387,"[245, 387]",STBW.tsv
hear,1,253,"[108, 109, 253, 265, 268, 387, 408, 470]",STBW.tsv
so rare,2,263,"[261, 263]",STBW.tsv
they're not,2,366,"[261, 366, 529]",STBW.tsv
they're,1,261,"[34, 224, 248, 261, 320, 359, 360, 363, 364, 365, 366, 367, 444, 445, 446, 529]",STBW.tsv
i've hear of them,4,268,"[265, 268]",STBW.tsv
of them,2,265,"[262, 265, 268, 392]",STBW.tsv
sound like,2,295,"[292, 293, 295, 438, 439]",STBW.tsv
game,1,295,"[279, 289, 292, 293, 295, 308]",STBW.tsv
get,1,37,"[1, 3, 37, 78, 142, 174, 212, 229, 234, 249, 250, 275, 285, 286, 296, 297, 299, 300, 314, 318, 320, 321, 342, 344, 370, 415, 417, 419, 497]",STBW.tsv
before i get it,4,299,"[297, 299]",STBW.tsv
i get,2,297,"[249, 297, 299, 314]",STBW.tsv
would,1,185,"[54, 124, 185, 193, 319, 389, 402, 448, 449, 569]",STBW.tsv
actually,1,319,"[25, 75, 319, 327, 379]",STBW.tsv
would you,2,389,"[319, 389, 448, 569]",STBW.tsv
i know,2,331,"[21, 55, 325, 329, 331, 485]",STBW.tsv
to be,2,360,"[274, 285, 323, 330, 360, 371, 379]",STBW.tsv
us,1,360,"[321, 360, 420, 426, 504, 559]",STBW.tsv
no they're not,3,366,"[363, 365, 366, 367, 529]",STBW.tsv
no they're not no,4,366,"[365, 366]",STBW.tsv
much,1,371,"[131, 296, 371, 373, 516]",STBW.tsv
to be fair,3,379,"[371, 379]",STBW.tsv
eat,1,371,"[155, 347, 370, 371, 372, 392, 394, 395, 401, 430, 435, 437, 452, 581]",STBW.tsv
you can't,2,523,"[371, 523]",STBW.tsv
the peas,2,406,"[403, 404, 406]",STBW.tsv
no no no,3,410,"[114, 366, 368, 396, 410, 530, 546, 547, 550, 552, 553]",STBW.tsv
no no,2,366,"[68, 114, 366, 368, 396, 410, 505, 530, 534, 538, 543, 546, 547, 550, 552, 553]",STBW.tsv
let me,2,586,"[410, 586]",STBW.tsv
in the,2,418,"[101, 103, 108, 181, 195, 229, 236, 380, 382, 384, 418, 430, 563]",STBW.tsv
the water,2,418,"[310, 338, 418, 442, 443]",STBW.tsv
water,1,418,"[310, 313, 338, 418, 442, 443, 448, 449, 451]",STBW.tsv
no not,2,566,"[418, 566]",STBW.tsv
yum yums,2,422,"[361, 422, 428, 430, 444, 445]",STBW.tsv
a grain of rice,4,427,"[422, 427, 428]",STBW.tsv
for me,2,429,"[10, 427, 429]",STBW.tsv
be just,2,435,"[28, 435, 437]",STBW.tsv
talk,1,439,"[55, 425, 438, 439]",STBW.tsv
it sound like,3,439,"[438, 439]",STBW.tsv
sugar,1,447,"[434, 444, 446, 447, 448]",STBW.tsv
escape,1,451,"[404, 451]",STBW.tsv
i want,2,453,"[274, 453, 558, 559]",STBW.tsv
