Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
be that,2,273,"[0, 273, 423, 525, 587, 744, 772, 833, 852, 935, 1063, 1380, 1421, 1608, 1660, 2066, 2254, 2611, 2722, 2727, 3092, 3188, 3252, 3660, 3967, 4156, 4233]",SMW8.tsv
that the,2,545,"[0, 545, 1055, 2697, 3831]",SMW8.tsv
you know,2,18,"[4, 18, 38, 189, 200, 241, 325, 452, 482, 571, 614, 623, 683, 705, 740, 819, 823, 882, 934, 936, 943, 946, 947, 954, 994, 1004, 1014, 1016, 1027, 1033, 1051, 1123, 1137, 1196, 1224, 1230, 1258, 1266, 1274, 1277, 1282, 1292, 1306, 1309, 1380, 1384, 1539, 1557, 1572, 1640, 1648, 1650, 1665, 1731, 1739, 1811, 1821, 1825, 1831, 1911, 1951, 1954, 2049, 2103, 2107, 2135, 2140, 2271, 2293, 2295, 2312, 2421, 2436, 2442, 2502, 2657, 2684, 2772, 2791, 2810, 2822, 2841, 2850, 3042, 3098, 3107, 3128, 3180, 3209, 3384, 3419, 3427, 3489, 3675, 3701, 3707, 3709, 3710, 3712, 3714, 3719, 3733, 3749, 3751, 3772, 3795, 3858, 3860, 3862, 3965, 3983, 4008, 4020, 4160, 4179]",SMW8.tsv
what they,2,18,"[4, 18, 594, 680, 1282, 1559, 1650, 1660, 1739, 2202, 3707]",SMW8.tsv
know,1,28,"[4, 18, 28, 29, 31, 38, 87, 122, 138, 150, 189, 200, 241, 288, 315, 323, 325, 355, 390, 452, 482, 490, 503, 517, 519, 525, 571, 573, 582, 587, 592, 606, 607, 609, 611, 614, 618, 621, 622, 623, 625, 683, 705, 740, 785, 787, 795, 797, 819, 823, 874, 882, 934, 936, 939, 943, 946, 947, 954, 994, 1004, 1012, 1014, 1016, 1027, 1033, 1051, 1056, 1066, 1081, 1105, 1123, 1137, 1145, 1149, 1168, 1196, 1203, 1224, 1230, 1232, 1258, 1266, 1274, 1277, 1282, 1292, 1306, 1309, 1355, 1380, 1382, 1384, 1445, 1492, 1539, 1557, 1572, 1624, 1627, 1631, 1633, 1635, 1638, 1640, 1646, 1648, 1650, 1665, 1731, 1739, 1768, 1772, 1811, 1821, 1825, 1831, 1833, 1911, 1951, 1954, 1960, 2009, 2023, 2037, 2049, 2051, 2080, 2103, 2107, 2135, 2140, 2163, 2202, 2249, 2271, 2293, 2295, 2303, 2312, 2325, 2330, 2372, 2417, 2421, 2431, 2436, 2438, 2442, 2470, 2474, 2476, 2495, 2500, 2502, 2503, 2525, 2581, 2657, 2684, 2690, 2697, 2699, 2772, 2791, 2810, 2822, 2841, 2850, 3006, 3014, 3042, 3098, 3107, 3116, 3125, 3128, 3165, 3179, 3180, 3209, 3215, 3220, 3264, 3279, 3307, 3324, 3351, 3378, 3381, 3384, 3419, 3427, 3489, 3503, 3524, 3526, 3579, 3580, 3593, 3675, 3701, 3707, 3709, 3710, 3712, 3714, 3719, 3733, 3749, 3751, 3772, 3792, 3795, 3831, 3842, 3858, 3860, 3862, 3882, 3915, 3928, 3939, 3965, 3983, 3992, 3997, 4008, 4020, 4073, 4106, 4115, 4160, 4179]",SMW8.tsv
they be,2,40,"[4, 17, 40, 120, 214, 222, 333, 499, 502, 632, 1104, 1145, 1333, 1559, 1590, 2133, 2142, 2271, 2305, 2310, 2636, 2640, 2675, 2713, 2900, 2944, 3628, 3710, 3716, 3930, 3940, 4038, 4039]",SMW8.tsv
do you,2,68,"[4, 68, 76, 151, 200, 379, 575, 594, 633, 678, 685, 744, 823, 882, 927, 936, 987, 1063, 1298, 1353, 1637, 1744, 1759, 1761, 1856, 1860, 1911, 1940, 1951, 1977, 2055, 2062, 2069, 2097, 2135, 2185, 2251, 2262, 2271, 2363, 2365, 2495, 2528, 2684, 2796, 2804, 2822, 2916, 3098, 3107, 3165, 3231, 3419, 3477, 3500, 3546, 3572, 3675, 3730, 3957, 4026, 4027, 4037, 4043, 4051, 4058, 4061, 4086]",SMW8.tsv
know what,2,138,"[4, 31, 122, 138, 517, 525, 607, 611, 740, 823, 882, 936, 1027, 1145, 1224, 1266, 1627, 1911, 2051, 2163, 2202, 2271, 2303, 2421, 2431, 2436, 2503, 2690, 2822, 3116, 3180, 3526, 3593, 3675, 3701, 3882, 3997]",SMW8.tsv
you know what,3,740,"[4, 740, 823, 882, 936, 1224, 1266, 1911, 2271, 2421, 2436, 2822, 3180, 3675, 3701]",SMW8.tsv
do you know,3,936,"[4, 823, 882, 936, 1911, 1951, 2135, 2271, 2684, 2822, 3107, 3675]",SMW8.tsv
