Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
interview,1,2,"[1, 2]",SM99.tsv
yeah,1,16,"[2, 3, 4, 5, 11, 16, 27, 42, 44, 53, 64, 66, 68, 72, 73, 84, 88, 90, 95, 102, 104, 110, 111, 113, 115, 117, 120, 125, 126, 127, 128, 154, 155, 181, 204, 209, 211, 214, 218, 223, 232, 248, 250, 251, 253, 254, 276, 281, 287, 292, 297, 312, 316, 319, 324, 342, 350, 351, 353, 356, 364, 365, 366, 368, 387, 388, 392, 396, 407, 409, 414, 415, 422, 424, 444, 446, 448, 452, 456, 460, 470, 471, 472, 474, 479, 484, 489, 496, 500, 501, 502, 508, 514, 516, 523, 528, 532, 555, 570, 577, 583, 591, 601, 608, 612, 640, 647, 657, 659, 666, 667, 693, 704, 740, 759, 768, 769, 773, 776, 783, 785, 786, 803, 810, 814, 815, 818, 821, 861, 867, 868, 876, 880, 887, 893, 897, 924, 925, 927, 931, 938, 944, 949, 985, 988, 1009, 1028, 1038, 1041, 1045, 1048, 1050, 1051, 1064, 1078, 1085, 1091, 1099, 1101, 1103, 1107, 1111, 1114, 1115, 1119, 1121, 1126, 1158, 1162, 1164, 1172, 1189, 1200, 1203, 1217, 1218, 1220, 1222, 1254, 1268, 1276, 1320, 1329, 1337, 1355, 1356, 1366, 1367, 1368, 1371, 1380, 1392, 1395, 1409, 1414, 1435, 1439, 1445, 1463, 1467, 1476, 1484, 1486, 1496]",SM99.tsv
as well,2,46,"[2, 35, 46, 61, 65, 108, 114, 987, 988, 1100, 1135, 1382]",SM99.tsv
oh yeah,2,64,"[2, 64, 312, 364, 479, 489, 640, 861, 949, 1392, 1414, 1435]",SM99.tsv
well,1,24,"[2, 24, 35, 46, 61, 65, 66, 81, 108, 114, 140, 220, 232, 307, 378, 423, 433, 454, 498, 536, 601, 609, 632, 668, 693, 792, 820, 987, 988, 990, 1023, 1041, 1055, 1100, 1135, 1186, 1250, 1307, 1314, 1345, 1362, 1382]",SM99.tsv
someone,1,318,"[2, 318, 551, 787, 797, 986, 1052]",SM99.tsv
i be,2,124,"[2, 3, 48, 124, 220, 240, 482, 781, 816, 817, 913, 1057, 1059, 1090, 1095, 1113, 1114, 1266, 1483]",SM99.tsv
that i,2,1054,"[2, 1054, 1131, 1270]",SM99.tsv
like,1,10,"[3, 5, 10, 34, 35, 44, 47, 48, 54, 63, 65, 81, 89, 94, 96, 101, 116, 123, 124, 125, 127, 133, 142, 151, 152, 155, 185, 187, 192, 208, 225, 261, 266, 273, 274, 305, 310, 312, 314, 327, 389, 393, 397, 441, 454, 455, 464, 476, 477, 482, 489, 518, 524, 525, 527, 554, 576, 579, 581, 601, 606, 642, 646, 647, 648, 677, 712, 717, 735, 768, 769, 775, 777, 779, 804, 814, 825, 845, 859, 861, 863, 864, 872, 876, 880, 912, 913, 923, 1056, 1057, 1088, 1089, 1090, 1111, 1114, 1142, 1143, 1195, 1231, 1261, 1262, 1263, 1264, 1267, 1269, 1270, 1272, 1313, 1330, 1344, 1345, 1358, 1359, 1362, 1364, 1367, 1369, 1379, 1382, 1413, 1418, 1425, 1428, 1451, 1453, 1454, 1462, 1465, 1478, 1479, 1482, 1487, 1493, 1494]",SM99.tsv
really,1,14,"[3, 14, 48, 65, 66, 67, 69, 81, 120, 121, 124, 126, 130, 144, 152, 156, 183, 185, 193, 207, 246, 268, 271, 272, 281, 283, 295, 304, 305, 310, 390, 395, 428, 518, 519, 528, 541, 542, 610, 632, 645, 647, 649, 677, 679, 769, 820, 839, 845, 874, 876, 971, 973, 983, 993, 1015, 1016, 1020, 1111, 1241, 1267, 1270, 1271, 1305, 1309, 1345, 1352, 1353, 1367, 1379, 1382, 1452, 1477]",SM99.tsv
