Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
yeah,1,6,"[0, 6, 11, 13, 15, 17, 20, 22, 26, 36, 37, 41, 44, 47, 49, 51, 69, 72, 76, 84, 88, 95, 102, 114, 115, 118, 120, 122, 131, 137, 139, 141, 162, 164, 167, 173, 177, 182, 186, 193, 199, 200, 216, 233, 238, 241, 246, 252, 263, 266, 281, 282, 290, 296, 305, 311, 319, 328, 330, 341, 347, 349, 350, 353, 372, 378, 382, 393, 394, 410, 420, 430, 431, 438, 443, 445, 449, 456, 462, 463, 465, 466, 469, 476, 494, 502, 505, 507, 509, 513, 514, 515]",SK8T.tsv
go,1,35,"[1, 4, 19, 30, 31, 35, 36, 54, 74, 112, 160, 179, 204, 206, 221, 235, 251, 252, 257, 266, 278, 297, 309, 326, 344, 361, 363, 364, 388, 441, 446, 471, 472, 480, 481, 488, 489, 490, 495, 496, 503]",SK8T.tsv
to go,2,35,"[4, 35, 36, 266, 344, 480, 481]",SK8T.tsv
place,1,156,"[35, 36, 156, 157, 160, 162, 329, 333, 340]",SK8T.tsv
like,1,37,"[3, 5, 17, 19, 21, 23, 25, 26, 27, 28, 29, 31, 33, 37, 38, 39, 46, 52, 57, 59, 63, 66, 70, 73, 74, 77, 78, 96, 97, 112, 124, 125, 127, 129, 135, 140, 141, 144, 146, 150, 156, 160, 161, 162, 165, 173, 175, 179, 181, 183, 188, 192, 194, 196, 198, 200, 202, 203, 204, 205, 208, 216, 219, 221, 222, 225, 230, 236, 242, 245, 248, 255, 266, 268, 269, 274, 278, 279, 280, 282, 283, 288, 291, 294, 298, 300, 305, 310, 315, 323, 329, 335, 336, 338, 340, 344, 345, 348, 352, 354, 356, 361, 362, 363, 372, 377, 381, 384, 388, 389, 390, 401, 408, 411, 412, 418, 420, 421, 422, 424, 425, 430, 432, 433, 434, 436, 437, 441, 444, 446, 448, 450, 452, 457, 462, 467, 468, 469, 471, 472, 475, 479, 480, 481, 483, 484, 486, 488, 491, 492, 495, 496, 500, 508, 509, 513]",SK8T.tsv
i like,2,46,"[37, 46, 124, 141, 200, 202, 203]",SK8T.tsv
i like that,3,141,"[37, 141]",SK8T.tsv
like that,2,156,"[37, 141, 156, 372, 389]",SK8T.tsv
yeah i,2,200,"[37, 199, 200, 246, 263, 372, 420, 430, 509]",SK8T.tsv
cos,1,71,"[5, 59, 71, 95, 96, 99, 129, 173, 194, 204, 213, 216, 221, 237, 266, 280, 297, 315, 322, 336, 344, 348, 352, 361, 368, 383, 388, 420, 422, 438, 452, 463, 467, 479, 488, 489, 495, 500, 509, 514]",SK8T.tsv
he's a,2,332,"[71, 332]",SK8T.tsv
he's,1,71,"[25, 26, 27, 71, 73, 74, 331, 332, 458, 461, 462, 465, 488]",SK8T.tsv
i'm,1,19,"[3, 14, 19, 52, 54, 57, 59, 61, 73, 95, 101, 135, 141, 204, 216, 219, 266, 280, 295, 303, 310, 321, 325, 329, 340, 344, 422, 467, 475, 488, 489, 490, 492, 496, 509, 515]",SK8T.tsv
and then,2,73,"[10, 12, 55, 73, 101, 103, 112, 178, 194, 266, 278, 344, 348, 457]",SK8T.tsv
