Expression,Expression_length,Expression_established_position,Expression_uttered_position,file
they be right by the till,6,1,"[0, 1]",SJG5.tsv
well,1,1,"[0, 1, 21, 40, 47, 61, 173, 184, 193, 213, 216, 223, 225, 227, 244, 290, 296, 312, 345, 371, 394, 408, 425, 460, 482, 508, 510, 529, 667, 711, 732, 733, 761, 789, 804, 808, 824, 828, 873, 874, 887, 896, 899]",SJG5.tsv
be,1,1,"[0, 1, 10, 14, 25, 26, 30, 34, 36, 38, 39, 40, 42, 43, 61, 62, 64, 67, 72, 80, 104, 106, 111, 113, 117, 119, 122, 124, 126, 128, 129, 130, 132, 134, 141, 142, 144, 147, 148, 156, 158, 164, 166, 170, 173, 175, 177, 181, 184, 185, 193, 200, 202, 204, 206, 208, 210, 223, 225, 227, 236, 247, 255, 257, 259, 266, 269, 270, 277, 278, 280, 281, 283, 284, 286, 287, 289, 290, 292, 296, 306, 311, 318, 320, 331, 336, 339, 341, 345, 348, 351, 353, 358, 360, 361, 362, 363, 367, 369, 371, 373, 376, 377, 381, 387, 390, 393, 394, 402, 406, 407, 408, 409, 411, 418, 420, 422, 427, 431, 432, 437, 442, 443, 446, 451, 453, 454, 455, 462, 464, 468, 471, 477, 483, 485, 486, 491, 498, 499, 500, 502, 504, 506, 508, 510, 519, 529, 531, 533, 537, 541, 543, 544, 545, 546, 551, 556, 561, 567, 571, 583, 587, 588, 601, 603, 609, 612, 615, 617, 619, 621, 628, 633, 635, 639, 641, 642, 648, 650, 654, 669, 674, 682, 688, 711, 714, 717, 724, 729, 730, 732, 737, 738, 740, 741, 752, 754, 757, 762, 771, 772, 781, 787, 793, 802, 811, 814, 815, 817, 824, 831, 832, 834, 851, 857, 860, 867, 870, 876, 879, 887, 889, 890, 891, 894, 898, 908, 916, 923, 926]",SJG5.tsv
right,1,1,"[0, 1, 26, 53, 102, 105, 108, 130, 148, 186, 187, 286, 306, 326, 329, 332, 368, 370, 371, 373, 431, 438, 467, 486, 494, 508, 537, 646, 648, 726, 754, 770, 772, 812, 917]",SJG5.tsv
the,1,15,"[0, 1, 7, 15, 29, 34, 57, 59, 69, 84, 92, 96, 100, 102, 109, 111, 119, 121, 122, 124, 126, 129, 130, 132, 146, 148, 156, 158, 169, 170, 187, 189, 193, 199, 210, 215, 223, 225, 227, 234, 236, 239, 240, 242, 247, 249, 252, 255, 259, 261, 265, 266, 275, 277, 283, 286, 287, 290, 296, 307, 312, 321, 322, 323, 325, 330, 331, 336, 337, 345, 349, 351, 356, 358, 360, 361, 362, 363, 367, 371, 372, 374, 376, 378, 381, 387, 399, 409, 411, 412, 420, 422, 423, 426, 427, 429, 431, 437, 438, 441, 442, 446, 453, 462, 464, 468, 469, 470, 472, 475, 483, 485, 489, 494, 495, 498, 499, 500, 502, 504, 506, 508, 510, 514, 517, 528, 529, 533, 536, 537, 543, 544, 545, 556, 567, 569, 579, 582, 587, 607, 609, 613, 615, 621, 626, 631, 633, 635, 639, 641, 648, 654, 659, 661, 665, 667, 669, 674, 679, 683, 685, 689, 716, 737, 738, 752, 754, 772, 792, 802, 824, 828, 831, 834, 835, 854, 857, 858, 863, 869, 887, 898, 903, 914]",SJG5.tsv
they,1,58,"[0, 1, 58, 59, 109, 313, 371, 446, 485, 500, 506, 508, 510, 514, 567, 725, 728, 762, 831, 832, 863, 926]",SJG5.tsv
as,1,64,"[0, 64, 189, 231, 257, 265, 290, 301, 345, 453, 464, 502, 504, 510, 543, 641, 667, 669, 674, 711, 808, 824]",SJG5.tsv
as well,2,290,"[0, 290, 510, 667, 808, 824]",SJG5.tsv
by the,2,247,"[0, 1, 247, 345, 494, 528]",SJG5.tsv
by,1,77,"[0, 1, 77, 247, 345, 464, 468, 494, 528, 567, 648, 894]",SJG5.tsv
