Expression,Expression_length,Expression_established_position,Expression_uttered_position,file
the,1,8,"[0, 8, 11, 19, 24, 34, 47, 48, 49, 61, 66, 72, 74, 78, 84, 89, 91, 97, 99, 101, 103, 107, 113, 115, 117, 119, 125, 133, 141, 145, 149, 151, 153, 156, 162, 175, 176, 178, 179, 182, 185, 187, 188, 191, 197, 199, 218, 222, 224, 226, 233, 244, 245, 246, 249, 256, 257, 262, 264, 270, 272, 274, 279, 285, 289, 291, 299, 314, 318, 324, 332, 334, 338, 340, 354, 356, 358, 364, 386, 400, 406, 408, 414, 421, 424, 427, 429, 431, 435, 437, 439, 440, 447, 452, 457, 458, 468, 485, 486, 488, 499, 501, 507, 517, 523, 529, 546, 552, 560, 565, 568, 574, 577, 583, 592, 599, 600, 615, 623, 625, 627, 635, 637, 643, 648, 656, 659, 661, 663, 665, 668, 670, 673, 675, 681, 683, 688, 690, 692, 695, 697, 701, 709, 715, 718, 722, 726, 728, 731, 734, 737, 738, 744, 753, 756, 759, 760, 763, 779, 790, 791, 797, 803, 806, 808, 813, 818, 822, 823, 825, 826, 833, 838, 839, 841, 847, 850, 855, 863, 877, 882, 885, 886, 895, 898, 900, 907, 914, 919, 935, 936, 937, 939]",SV97.tsv
on the,2,24,"[0, 24, 66, 78, 117, 133, 141, 145, 153, 156, 182, 256, 406, 421, 439, 440, 486, 565, 574, 623, 627, 656, 661, 665, 695, 825, 895, 937]",SV97.tsv
on,1,29,"[0, 15, 17, 24, 29, 31, 34, 38, 66, 82, 111, 117, 125, 133, 141, 145, 153, 155, 156, 166, 174, 175, 182, 218, 220, 238, 256, 264, 267, 287, 289, 318, 358, 406, 421, 435, 439, 440, 447, 454, 479, 486, 501, 504, 505, 511, 546, 565, 570, 574, 611, 623, 627, 635, 643, 654, 656, 661, 665, 695, 699, 791, 797, 810, 825, 865, 880, 895, 914, 922, 924, 937]",SV97.tsv
it,1,34,"[0, 34, 66, 67, 84, 89, 99, 109, 149, 151, 155, 182, 188, 197, 198, 201, 233, 246, 261, 262, 264, 266, 268, 270, 303, 307, 318, 322, 324, 346, 350, 358, 363, 369, 390, 398, 400, 429, 431, 440, 442, 447, 452, 458, 485, 517, 519, 521, 523, 525, 527, 531, 533, 546, 553, 557, 560, 568, 570, 590, 600, 643, 645, 654, 657, 658, 663, 670, 671, 673, 676, 677, 679, 681, 683, 684, 685, 686, 688, 689, 690, 692, 697, 701, 702, 711, 712, 713, 722, 737, 738, 739, 742, 745, 747, 749, 750, 753, 758, 759, 760, 767, 768, 769, 773, 777, 782, 783, 785, 786, 787, 789, 797, 802, 806, 807, 830, 850, 854, 868, 876, 877, 886, 892, 909, 912, 914, 919, 922, 926, 928, 931, 933, 937, 944, 945, 949]",SV97.tsv
just,1,72,"[0, 21, 72, 99, 160, 171, 189, 222, 224, 238, 249, 270, 283, 348, 354, 360, 470, 475, 549, 588, 641, 645, 656, 663, 709, 718, 729, 735, 769, 787, 790, 797, 841, 892, 898, 900]",SV97.tsv
leave,1,656,"[0, 656]",SV97.tsv
we'll,1,195,"[0, 168, 195, 364, 657, 750, 802]",SV97.tsv
half a,2,4,"[3, 4, 5, 43]",SV97.tsv
half,1,4,"[3, 4, 5, 7, 43, 117]",SV97.tsv
a,1,4,"[3, 4, 5, 7, 8, 22, 23, 26, 34, 38, 43, 44, 45, 65, 72, 78, 82, 89, 91, 97, 99, 101, 105, 127, 133, 143, 160, 171, 174, 181, 185, 195, 199, 206, 214, 216, 222, 226, 238, 245, 252, 256, 264, 270, 275, 277, 283, 287, 289, 303, 314, 318, 320, 324, 328, 332, 334, 336, 358, 360, 378, 404, 412, 439, 445, 447, 457, 462, 466, 479, 485, 486, 501, 509, 511, 513, 527, 546, 548, 559, 560, 564, 577, 597, 603, 611, 613, 618, 623, 625, 635, 641, 643, 648, 654, 656, 659, 671, 673, 675, 676, 678, 679, 681, 685, 686, 697, 704, 706, 709, 712, 713, 725, 726, 731, 737, 738, 741, 757, 759, 770, 783, 789, 790, 791, 799, 807, 810, 815, 822, 830, 848, 850, 863, 877, 886, 893, 895, 907, 909, 914, 922, 924, 931, 936, 937, 939]",SV97.tsv
erm er,2,8,"[3, 8, 72, 78, 125, 442, 895, 931]",SV97.tsv
erm,1,8,"[3, 8, 11, 15, 28, 45, 58, 60, 61, 63, 67, 72, 78, 84, 87, 91, 97, 99, 101, 103, 107, 111, 119, 123, 125, 151, 166, 189, 197, 206, 216, 218, 220, 222, 224, 262, 270, 274, 297, 316, 318, 324, 334, 364, 367, 378, 400, 440, 442, 446, 479, 483, 486, 488, 521, 523, 542, 557, 568, 586, 620, 639, 654, 685, 702, 704, 711, 720, 737, 789, 865, 877, 886, 895, 903, 907, 909, 919, 926, 931, 933, 937, 940, 942, 946]",SV97.tsv
or,1,8,"[3, 7, 8, 74, 78, 137, 185, 199, 264, 270, 342, 427, 464, 486, 507, 546, 570, 668, 720, 731, 758, 797, 865, 884, 922, 935]",SV97.tsv
