Expression,Expression_length,Expression_established_position,Expression_uttered_position,file
isn't,1,1,"[0, 1, 2, 3, 5, 24, 69, 73, 185, 201, 341, 361, 384, 386, 403, 407, 486, 490, 498, 585, 599, 609, 695, 897]",SYHW.tsv
happy,1,3,"[0, 2, 3, 17]",SYHW.tsv
and,1,18,"[0, 4, 11, 13, 17, 18, 29, 33, 34, 42, 45, 49, 50, 51, 53, 58, 61, 63, 66, 79, 84, 89, 91, 93, 107, 108, 113, 115, 117, 119, 123, 125, 127, 132, 134, 136, 138, 145, 151, 153, 155, 162, 171, 173, 181, 185, 187, 189, 198, 204, 206, 214, 220, 224, 240, 243, 249, 266, 281, 285, 290, 293, 295, 297, 302, 317, 322, 323, 339, 352, 354, 367, 369, 373, 381, 382, 385, 391, 397, 401, 403, 405, 414, 418, 431, 448, 450, 452, 453, 471, 472, 490, 500, 509, 512, 514, 515, 517, 520, 521, 523, 526, 528, 535, 537, 547, 551, 555, 570, 571, 572, 574, 576, 578, 580, 582, 587, 591, 593, 596, 598, 615, 619, 620, 624, 629, 633, 637, 639, 641, 643, 645, 646, 648, 650, 659, 665, 669, 670, 672, 675, 678, 688, 690, 694, 697, 718, 719, 721, 724, 726, 728, 730, 732, 734, 736, 738, 739, 741, 743, 763, 767, 769, 770, 777, 778, 779, 787, 802, 815, 824, 829, 844, 847, 849, 856, 858, 860, 862, 864, 866, 870, 876, 877, 899]",SYHW.tsv
er,1,258,"[0, 29, 123, 198, 258, 297, 322, 414, 431, 544, 574, 594, 629, 659, 665, 709, 739, 790, 824, 829, 858, 862]",SYHW.tsv
and er,2,414,"[0, 198, 414, 574, 629, 659, 665, 824, 829]",SYHW.tsv
no,1,60,"[2, 4, 21, 60, 61, 62, 69, 70, 116, 119, 144, 153, 194, 218, 219, 222, 229, 243, 255, 258, 305, 307, 331, 348, 389, 432, 490, 492, 498, 524, 525, 531, 543, 561, 570, 572, 637, 652, 654, 691, 739, 741, 776, 780, 781, 783, 789, 818, 821, 831, 834, 835, 836, 844, 849, 860, 862, 894, 905, 909, 914]",SYHW.tsv
she,1,4,"[1, 3, 4, 18, 20, 21, 28, 29, 35, 43, 45, 59, 63, 91, 92, 98, 99, 113, 123, 136, 140, 153, 155, 198, 222, 243, 250, 273, 281, 323, 335, 393, 394, 395, 396, 398, 401, 414, 415, 662, 669, 670, 671, 675, 683, 684, 752, 799, 854, 876, 877]",SYHW.tsv
or,1,4,"[3, 4, 28, 61, 119, 153, 177, 298, 332, 530, 534, 535, 572, 575, 864]",SYHW.tsv
well,1,16,"[4, 6, 13, 16, 24, 45, 60, 63, 91, 101, 119, 125, 127, 132, 140, 165, 166, 179, 198, 225, 237, 249, 302, 317, 326, 327, 328, 361, 362, 393, 419, 458, 485, 489, 510, 574, 576, 609, 612, 629, 648, 688, 699, 739, 770, 796, 816, 824, 846, 857, 864]",SYHW.tsv
to do,2,18,"[4, 18, 187, 204, 214, 312, 876]",SYHW.tsv
do,1,18,"[4, 9, 17, 18, 32, 34, 63, 72, 80, 85, 87, 92, 104, 119, 127, 132, 134, 179, 184, 187, 204, 212, 214, 224, 230, 247, 273, 304, 312, 318, 319, 325, 327, 337, 352, 367, 373, 380, 387, 394, 395, 401, 404, 409, 422, 423, 487, 565, 590, 624, 637, 642, 648, 650, 651, 653, 655, 716, 739, 772, 779, 781, 782, 790, 799, 844, 859, 876, 877, 891, 907, 910]",SYHW.tsv
i,1,28,"[4, 19, 28, 29, 42, 45, 49, 55, 61, 63, 108, 113, 115, 119, 123, 125, 127, 132, 134, 138, 145, 153, 173, 177, 179, 187, 204, 206, 212, 214, 225, 227, 228, 230, 237, 240, 245, 246, 248, 252, 270, 275, 293, 297, 302, 303, 314, 315, 317, 318, 322, 325, 327, 335, 347, 349, 373, 378, 381, 382, 444, 455, 479, 483, 487, 504, 523, 556, 570, 574, 582, 598, 600, 605, 612, 615, 629, 631, 633, 635, 637, 639, 643, 645, 646, 648, 651, 653, 676, 696, 699, 711, 722, 724, 738, 739, 747, 749, 756, 774, 779, 782, 783, 785, 800, 807, 812, 814, 815, 826, 830, 831, 843, 844, 849, 854, 857, 858, 860, 862, 864, 866, 872, 874, 877, 883, 894, 906, 910]",SYHW.tsv
don't,1,43,"[4, 19, 43, 92, 132, 134, 214, 335, 347, 387, 418, 419, 514, 598, 648, 653, 696, 717, 759, 779, 782, 783, 815, 831]",SYHW.tsv
not,1,50,"[4, 6, 17, 19, 21, 23, 27, 29, 50, 51, 68, 125, 132, 143, 149, 153, 222, 248, 321, 326, 332, 388, 451, 462, 497, 530, 620, 744, 819, 866, 893, 897, 902, 904, 908]",SYHW.tsv
she's,1,57,"[4, 9, 17, 19, 29, 34, 36, 40, 57, 95, 104, 123, 134, 198, 280, 286, 402, 543, 669, 681, 870, 872, 874, 884, 886]",SYHW.tsv
say,1,57,"[4, 29, 34, 45, 47, 57, 63, 66, 108, 119, 123, 125, 132, 140, 153, 155, 204, 224, 225, 227, 245, 273, 297, 335, 352, 381, 393, 427, 490, 517, 523, 675, 688, 826, 844, 849, 858, 860, 862, 864]",SYHW.tsv
in,1,71,"[4, 17, 45, 49, 53, 71, 89, 113, 117, 162, 192, 206, 218, 270, 323, 342, 345, 352, 369, 373, 381, 382, 450, 463, 465, 466, 467, 471, 472, 475, 478, 483, 491, 494, 497, 504, 530, 572, 582, 591, 594, 612, 613, 615, 629, 646, 648, 684, 688, 732, 739, 746, 770, 771, 777, 843, 844, 849, 862, 906]",SYHW.tsv
get to,2,166,"[4, 11, 162, 166, 204, 214, 308, 309, 310, 381, 547, 551, 578, 699, 746]",SYHW.tsv
very,1,176,"[4, 176, 185, 328, 332, 594]",SYHW.tsv
to,1,187,"[4, 11, 18, 29, 32, 34, 68, 86, 89, 93, 113, 115, 119, 123, 125, 127, 130, 132, 160, 162, 166, 169, 175, 187, 198, 204, 214, 250, 265, 266, 280, 281, 282, 297, 301, 302, 308, 309, 310, 312, 322, 327, 333, 343, 352, 369, 371, 375, 381, 385, 414, 418, 431, 439, 451, 452, 453, 461, 489, 509, 514, 523, 526, 547, 551, 570, 572, 578, 580, 588, 599, 602, 612, 613, 619, 620, 623, 624, 629, 637, 639, 641, 645, 648, 651, 658, 663, 666, 676, 683, 694, 699, 709, 713, 715, 724, 730, 734, 739, 746, 755, 779, 796, 810, 815, 842, 864, 876, 897, 898, 899, 902, 904]",SYHW.tsv
get to do,3,214,"[4, 214]",SYHW.tsv
i don't,2,214,"[4, 19, 134, 214, 335, 347, 648, 653, 696, 779, 782, 783, 815, 831]",SYHW.tsv
i've,1,214,"[4, 29, 119, 153, 162, 214, 242, 280, 295, 349]",SYHW.tsv
get,1,214,"[4, 11, 29, 45, 53, 63, 68, 89, 93, 104, 113, 119, 123, 132, 138, 155, 162, 166, 204, 214, 222, 228, 230, 243, 249, 280, 288, 295, 302, 308, 309, 310, 312, 316, 317, 322, 335, 360, 362, 371, 378, 381, 385, 414, 431, 451, 485, 497, 517, 523, 538, 547, 549, 551, 562, 570, 574, 575, 576, 578, 582, 598, 603, 611, 627, 629, 651, 672, 681, 684, 688, 699, 723, 739, 746, 781, 844, 849, 857, 910]",SYHW.tsv
really,1,247,"[4, 21, 115, 134, 212, 247, 263, 352, 394, 478, 582, 617, 624, 671, 685, 688, 699, 738, 741, 857, 866, 904, 912]",SYHW.tsv
have,1,265,"[4, 11, 29, 34, 40, 49, 61, 63, 89, 91, 93, 115, 119, 134, 136, 227, 240, 265, 266, 281, 302, 317, 318, 323, 325, 327, 333, 335, 343, 352, 360, 367, 375, 381, 385, 410, 419, 465, 467, 479, 487, 491, 497, 514, 523, 528, 534, 570, 572, 589, 594, 613, 619, 620, 623, 624, 631, 643, 646, 650, 651, 654, 656, 657, 658, 663, 669, 683, 688, 690, 692, 694, 699, 704, 709, 739, 741, 747, 754, 756, 814, 824, 858, 864, 877, 883, 910]",SYHW.tsv
she say,2,273,"[4, 29, 45, 123, 153, 155, 273, 335, 393]",SYHW.tsv
if,1,378,"[4, 153, 378, 385, 458, 497, 509, 510, 512, 517, 538, 560, 612, 743, 864]",SYHW.tsv
well in,2,688,"[4, 688]",SYHW.tsv
it,1,6,"[3, 5, 6, 7, 20, 24, 28, 42, 45, 47, 51, 57, 58, 69, 72, 73, 75, 77, 108, 162, 179, 185, 195, 201, 236, 237, 238, 244, 247, 248, 271, 297, 302, 308, 312, 315, 317, 323, 327, 332, 333, 337, 341, 343, 345, 346, 349, 352, 354, 361, 366, 367, 369, 373, 375, 380, 384, 385, 386, 403, 404, 409, 418, 431, 432, 439, 447, 452, 453, 458, 467, 483, 486, 487, 490, 497, 498, 500, 507, 510, 526, 538, 560, 570, 572, 574, 580, 585, 587, 588, 593, 599, 600, 609, 610, 612, 613, 619, 620, 623, 624, 629, 631, 637, 639, 646, 648, 650, 653, 678, 683, 684, 690, 694, 695, 696, 704, 705, 707, 709, 716, 717, 718, 719, 726, 738, 739, 741, 743, 744, 746, 763, 802, 820, 824, 829, 830, 831, 835, 844, 846, 847, 849, 852, 890, 891, 894, 895, 896, 897, 903, 904, 910]",SYHW.tsv
