Expression,Expression_length,Expression_established_position,Expression_uttered_position,file
i,1,3,"[0, 3, 5, 8, 9, 15, 19, 23, 24, 28, 38, 44, 45, 46, 70, 72, 104, 108, 112, 113, 141, 143, 155, 157, 172, 179, 190, 194, 197, 199, 231, 235, 242, 243, 246, 249, 250, 257, 271, 277, 283, 284, 286, 289, 293, 324, 326, 338, 340, 342, 345, 347, 357, 363, 365, 367, 403, 405, 408, 412, 413, 423, 428, 435, 438, 439, 442, 445, 450, 452, 460, 466, 468, 471, 481, 491, 494, 497, 501, 508, 510, 514, 516]",SVDM.tsv
be,1,5,"[0, 2, 5, 15, 19, 24, 25, 26, 28, 32, 36, 38, 39, 41, 42, 43, 44, 46, 49, 57, 60, 63, 66, 70, 72, 73, 75, 76, 77, 79, 87, 98, 102, 104, 108, 110, 111, 118, 120, 121, 122, 123, 124, 125, 126, 130, 131, 132, 133, 134, 136, 138, 140, 141, 142, 146, 147, 148, 149, 150, 151, 153, 154, 155, 157, 163, 167, 172, 173, 175, 178, 179, 185, 191, 196, 199, 207, 216, 217, 220, 221, 222, 223, 225, 227, 231, 233, 234, 236, 240, 242, 246, 247, 249, 250, 251, 253, 255, 257, 263, 265, 270, 273, 277, 279, 286, 287, 289, 294, 295, 297, 298, 299, 305, 307, 310, 313, 316, 317, 318, 321, 324, 326, 329, 333, 336, 338, 340, 357, 358, 360, 364, 367, 369, 372, 376, 386, 387, 393, 394, 395, 400, 406, 409, 410, 412, 413, 415, 417, 423, 425, 432, 438, 442, 450, 452, 454, 456, 458, 464, 470, 473, 479, 483, 491, 493, 494, 495, 496, 497, 504, 507, 508, 510]",SVDM.tsv
to,1,7,"[0, 7, 8, 9, 15, 16, 19, 23, 30, 34, 38, 39, 42, 46, 49, 55, 57, 63, 64, 70, 72, 73, 76, 77, 82, 85, 92, 98, 100, 102, 105, 108, 109, 115, 116, 120, 122, 132, 136, 138, 143, 154, 157, 163, 164, 172, 182, 195, 199, 207, 213, 225, 227, 231, 242, 245, 246, 247, 249, 250, 251, 255, 257, 261, 275, 277, 286, 291, 295, 312, 324, 326, 328, 331, 332, 336, 338, 340, 342, 366, 367, 369, 387, 390, 393, 395, 405, 406, 408, 409, 428, 435, 437, 438, 452, 456, 464, 473, 479, 481, 483, 491, 492, 497, 500, 504, 508, 510, 514, 516]",SVDM.tsv
so,1,29,"[0, 6, 9, 24, 28, 29, 34, 35, 37, 38, 46, 55, 57, 63, 68, 70, 73, 75, 81, 87, 89, 94, 98, 102, 104, 108, 113, 115, 116, 118, 120, 122, 135, 136, 139, 155, 157, 160, 163, 172, 173, 180, 182, 193, 194, 199, 206, 209, 210, 212, 214, 221, 231, 233, 240, 242, 246, 247, 248, 249, 250, 255, 261, 263, 267, 283, 286, 316, 317, 318, 324, 326, 327, 333, 336, 338, 340, 342, 357, 360, 363, 366, 367, 369, 386, 387, 390, 392, 397, 406, 409, 411, 413, 425, 430, 433, 437, 438, 440, 441, 442, 444, 445, 450, 452, 487, 497, 514, 518]",SVDM.tsv
what,1,35,"[0, 35, 53, 77, 82, 108, 138, 164, 168, 206, 220, 226, 246, 248, 257, 279, 286, 292, 325, 368, 387, 397, 458, 482, 497]",SVDM.tsv
it's,1,76,"[0, 13, 19, 24, 46, 55, 57, 61, 63, 66, 70, 72, 76, 83, 85, 105, 113, 115, 116, 130, 136, 155, 165, 172, 182, 195, 204, 218, 235, 244, 250, 255, 257, 259, 271, 273, 281, 283, 289, 316, 320, 324, 326, 338, 340, 342, 355, 357, 363, 369, 373, 387, 392, 403, 405, 408, 409, 411, 415, 421, 423, 433, 440, 441, 445, 450, 466, 487, 497]",SVDM.tsv
this,1,132,"[0, 34, 63, 70, 98, 132, 180, 246, 250, 317, 324, 326, 336, 395, 411, 413, 435, 438, 460, 474, 497]",SVDM.tsv
be i,2,508,"[0, 508]",SVDM.tsv
about,1,157,"[0, 21, 55, 57, 70, 98, 157, 170, 201, 246, 324, 336, 364, 438, 442, 481, 483, 497, 510]",SVDM.tsv
it,1,16,"[2, 15, 16, 19, 21, 24, 26, 28, 36, 39, 41, 42, 43, 44, 46, 52, 57, 66, 70, 73, 76, 79, 102, 104, 108, 115, 120, 121, 122, 123, 126, 148, 149, 153, 155, 157, 164, 165, 167, 172, 173, 175, 178, 179, 197, 199, 216, 217, 220, 221, 233, 236, 242, 246, 247, 250, 251, 253, 255, 257, 263, 265, 270, 279, 286, 294, 307, 314, 316, 318, 321, 326, 331, 333, 336, 363, 367, 369, 371, 372, 394, 395, 406, 409, 410, 413, 415, 438, 442, 450, 459, 460, 464, 474, 481, 483, 491, 494, 496, 497, 499, 500, 501, 502]",SVDM.tsv
