Expression,Expression_length,Expression_established_position,Expression_uttered_position,file
i,1,3,"[0, 3, 5, 10, 11, 13, 14, 17, 24, 25, 26, 39, 42, 45, 47, 48, 49, 50, 51, 63, 69, 77, 79, 83, 87, 97, 100, 102, 105, 110, 112, 118, 129, 146, 148, 152, 163, 172, 173, 181, 182, 186, 187, 189, 206, 209, 212, 213, 215, 222, 224, 227, 228, 235, 240, 244, 247, 249, 250, 251, 252, 254, 258, 259, 262]",SZFG.tsv
get,1,14,"[0, 14, 30, 74, 85, 86, 116, 175, 192, 207, 209, 213, 215, 254, 255, 258, 262]",SZFG.tsv
easter,1,16,"[0, 7, 9, 16, 23, 56, 119, 120, 124, 125, 127, 130, 132, 136, 138, 140, 167]",SZFG.tsv
like,1,7,"[0, 7, 13, 20, 45, 81, 83, 89, 92, 93, 107, 133, 141, 143, 152, 162, 171, 205, 212, 215, 219, 222, 223, 228, 235]",SZFG.tsv
you,1,5,"[0, 5, 13, 17, 22, 23, 35, 47, 49, 51, 53, 55, 57, 67, 69, 75, 76, 86, 93, 97, 99, 101, 106, 108, 111, 115, 118, 140, 144, 161, 162, 163, 164, 167, 179, 181, 186, 188, 190, 199, 208, 215, 219, 223, 227, 230, 234, 237, 247, 252, 254]",SZFG.tsv
really,1,34,"[0, 34, 87, 134, 199, 215, 238, 254]",SZFG.tsv
have,1,3,"[0, 3, 5, 17, 23, 33, 39, 42, 62, 69, 74, 79, 81, 83, 87, 101, 118, 119, 122, 140, 144, 163, 167, 171, 172, 173, 176, 182, 199, 214, 215, 218, 230]",SZFG.tsv
or,1,62,"[0, 62, 69, 140, 171, 177, 197]",SZFG.tsv
cos,1,13,"[0, 13, 65, 74, 77, 101, 107, 163, 167, 194, 195, 206, 213, 230]",SZFG.tsv
then,1,5,"[0, 5, 83, 128, 136, 168, 176, 186, 188, 206, 213, 243, 261]",SZFG.tsv
to,1,3,"[0, 3, 5, 7, 9, 13, 17, 23, 25, 33, 63, 67, 74, 81, 83, 84, 97, 106, 107, 108, 111, 112, 134, 138, 140, 152, 157, 162, 166, 167, 173, 176, 181, 183, 185, 190, 192, 193, 196, 200, 213, 215, 227, 234, 252, 254, 255, 258, 262]",SZFG.tsv
shape,1,133,"[0, 133]",SZFG.tsv
something,1,3,"[0, 3, 152, 171, 217, 247]",SZFG.tsv
when,1,73,"[0, 73, 81, 97, 99, 182, 199, 202, 227, 259, 262]",SZFG.tsv
no,1,33,"[18, 33, 40, 76, 100, 183, 202, 208, 216, 227, 239, 251]",SZFG.tsv
oh,1,43,"[5, 6, 21, 28, 41, 43, 67, 111, 117, 149, 152, 174, 194, 246, 258]",SZFG.tsv
a,1,47,"[4, 5, 17, 24, 33, 37, 39, 42, 47, 62, 69, 81, 83, 87, 95, 107, 116, 119, 122, 128, 136, 141, 167, 171, 182, 185, 194, 199, 214, 215, 218, 226, 228, 230, 238, 243, 245, 253, 258]",SZFG.tsv
can,1,47,"[24, 42, 47, 51, 53, 55, 57, 69, 140, 172, 188, 209, 229, 249, 250, 254, 262]",SZFG.tsv
you can make,3,55,"[47, 53, 55, 57]",SZFG.tsv
can make,2,57,"[47, 53, 57]",SZFG.tsv
one,1,47,"[17, 47, 178, 195, 213, 228, 235, 237, 238]",SZFG.tsv
could,1,49,"[11, 13, 16, 17, 21, 23, 39, 49, 75, 163, 214]",SZFG.tsv
you could,2,49,"[17, 49, 75, 163]",SZFG.tsv
you can,2,55,"[47, 51, 53, 55, 57, 140, 188, 254]",SZFG.tsv
and,1,53,"[5, 7, 9, 13, 14, 23, 35, 44, 53, 83, 85, 105, 108, 128, 131, 136, 138, 140, 147, 164, 168, 186, 188, 190, 195, 198, 206, 207, 215, 217, 222, 227, 230, 231, 234, 241, 243, 246]",SZFG.tsv
say,1,61,"[5, 16, 26, 61, 104, 154, 181, 189, 215, 227]",SZFG.tsv
spectacular,1,61,"[55, 57, 61]",SZFG.tsv
you're,1,61,"[5, 23, 59, 61, 119, 140, 188, 199]",SZFG.tsv
basically,1,61,"[59, 61, 89]",SZFG.tsv
birthday,1,79,"[63, 70, 79, 83]",SZFG.tsv
party,1,70,"[63, 69, 70, 74, 81, 83]",SZFG.tsv
mm,1,72,"[14, 15, 52, 72, 82, 88, 96, 98, 103, 107, 114, 137, 158, 178, 180, 183, 184, 221, 225]",SZFG.tsv
i've,1,72,"[14, 72, 164]",SZFG.tsv
my,1,69,"[24, 69, 72, 79, 83, 112, 117, 121, 164, 213, 227, 241, 246]",SZFG.tsv
of,1,72,"[5, 17, 25, 66, 72, 83, 97, 107, 108, 140, 162, 171, 182, 186, 194, 200, 201, 204, 207, 215, 218, 228, 230, 238, 255, 258, 260]",SZFG.tsv
my birthday,2,79,"[72, 79, 83]",SZFG.tsv
well,1,72,"[5, 17, 21, 25, 31, 33, 37, 54, 72, 78, 134, 144, 157, 169, 170, 181, 182, 189, 196, 200, 207, 232]",SZFG.tsv
too,1,74,"[4, 5, 74]",SZFG.tsv
people,1,74,"[9, 13, 20, 22, 74, 81, 138, 162, 192]",SZFG.tsv
it,1,74,"[3, 13, 19, 24, 25, 26, 33, 36, 41, 45, 48, 65, 74, 106, 107, 108, 133, 134, 140, 157, 162, 205, 206, 208, 209, 215, 216, 217, 254, 255, 256, 258]",SZFG.tsv
to have,2,74,"[3, 74, 81, 83, 140, 167]",SZFG.tsv
