Expression,Expression_length,Expression_established_position,Expression_uttered_position,file
go,1,1,"[0, 1, 3, 37, 52, 64, 76, 78, 117, 136, 174, 179, 182, 184, 185, 204, 208, 217]",SRGR.tsv
go on,2,64,"[0, 64, 182, 184]",SRGR.tsv
on,1,143,"[0, 64, 143, 182, 184, 196, 205]",SRGR.tsv
caff,1,4,"[2, 4]",SRGR.tsv
it,1,8,"[4, 8, 25, 56, 59, 63, 64, 65, 66, 67, 72, 80, 89, 106, 148, 150, 151, 153, 158, 159, 167, 169, 177, 181, 186, 190, 192, 196, 204, 212, 232]",SRGR.tsv
it's,1,8,"[7, 8, 37, 56, 64, 68, 106, 153, 217]",SRGR.tsv
a,1,8,"[7, 8, 9, 12, 20, 22, 26, 32, 67, 71, 97, 107, 114, 119, 124, 126, 129, 150, 158, 161, 179, 192, 194, 197, 198, 208, 216, 217, 229]",SRGR.tsv
like,1,37,"[8, 37, 89, 97, 101, 102, 105, 138, 140, 174, 205, 208]",SRGR.tsv
isn't it,2,56,"[8, 56, 63, 64, 106, 158, 177]",SRGR.tsv
big,1,18,"[10, 18, 29]",SRGR.tsv
quite,1,111,"[18, 111]",SRGR.tsv
they're,1,118,"[18, 118, 122, 205, 208]",SRGR.tsv
this,1,39,"[1, 39, 81, 213, 214]",SRGR.tsv
be,1,39,"[1, 4, 25, 28, 29, 31, 39, 45, 47, 48, 49, 53, 59, 63, 64, 66, 67, 69, 71, 77, 80, 84, 85, 98, 113, 117, 119, 127, 134, 138, 141, 143, 145, 148, 154, 166, 167, 169, 186, 188, 190, 192, 196, 197, 208, 212, 213, 217, 225, 231, 232]",SRGR.tsv
yeah,1,41,"[3, 6, 9, 11, 21, 26, 27, 29, 33, 36, 41, 43, 50, 51, 53, 54, 60, 67, 75, 77, 78, 79, 81, 89, 90, 91, 92, 94, 95, 96, 98, 104, 106, 119, 120, 123, 124, 125, 127, 128, 137, 142, 144, 154, 156, 157, 159, 162, 165, 168, 170, 172, 173, 175, 178, 180, 185, 188, 200, 203, 206, 208, 209, 210, 214, 215, 219, 224, 230, 231]",SRGR.tsv
to,1,46,"[1, 3, 9, 29, 42, 46, 48, 49, 56, 71, 72, 89, 90, 94, 98, 117, 132, 136, 164, 166, 183, 192, 194, 204, 205, 208, 210, 211, 216, 217, 218, 220]",SRGR.tsv
get,1,46,"[7, 10, 32, 37, 46, 72, 132, 161, 181, 183, 202, 204, 210, 211]",SRGR.tsv
but,1,46,"[7, 46, 55, 56, 78, 101, 143, 153, 158, 172, 185, 193, 195, 196, 197, 208]",SRGR.tsv
to get,2,72,"[46, 72]",SRGR.tsv
get to,2,183,"[46, 183, 210, 211]",SRGR.tsv
yeah yeah,2,79,"[60, 79, 81, 91, 200, 214]",SRGR.tsv
there,1,68,"[31, 37, 48, 68, 72, 77, 138, 179]",SRGR.tsv
i,1,71,"[7, 16, 17, 22, 28, 29, 37, 51, 71, 86, 89, 101, 114, 116, 122, 129, 131, 138, 139, 140, 141, 142, 143, 161, 175, 181, 189, 193, 200, 201, 208, 210, 213, 217, 228, 232]",SRGR.tsv
have,1,20,"[7, 9, 20, 22, 42, 49, 53, 71, 74, 89, 114, 116, 136, 138, 164, 174, 176, 188, 189, 190, 192, 196, 200, 220, 231]",SRGR.tsv
and,1,71,"[7, 12, 13, 22, 24, 25, 26, 31, 32, 48, 55, 65, 71, 74, 89, 90, 116, 131, 138, 167, 174, 190, 204, 210, 225, 227]",SRGR.tsv
to have a,3,71,"[9, 71]",SRGR.tsv
you,1,71,"[10, 15, 16, 19, 32, 35, 42, 48, 53, 71, 72, 74, 76, 78, 90, 102, 113, 117, 132, 134, 136, 138, 161, 192, 202, 204, 205, 208, 214]",SRGR.tsv
what,1,71,"[64, 71, 117, 161, 205, 211]",SRGR.tsv
all,1,71,"[3, 64, 71, 143, 216]",SRGR.tsv
