Expression,Expression_length,Expression_established_position,Expression_uttered_position,file
a,1,3,"[0, 3, 5, 27, 33, 34, 36, 48, 73, 77, 79, 83, 87, 132, 139, 141, 142, 144, 154, 155, 157, 159, 162, 163, 169, 174, 181, 197, 206, 213, 218, 219, 225, 229, 233, 234, 255, 261, 266, 274, 283, 286, 290, 292, 304, 306, 327, 331, 334, 337, 342, 345, 351, 352, 371]",SVLH.tsv
i think,2,5,"[0, 5, 15, 37, 132, 139, 141, 166, 181, 194, 200, 213, 224, 228, 259, 273, 274, 283, 311, 370]",SVLH.tsv
er,1,5,"[0, 5, 27, 73, 87, 101, 157, 168, 175, 181, 190, 215, 221, 254, 262, 274, 276, 280, 283, 317, 341, 347, 349]",SVLH.tsv
i,1,7,"[0, 4, 5, 7, 9, 12, 13, 15, 17, 27, 30, 31, 32, 37, 39, 41, 42, 44, 49, 56, 58, 59, 63, 65, 68, 69, 71, 73, 77, 78, 82, 87, 91, 96, 99, 100, 103, 109, 112, 118, 119, 121, 124, 125, 129, 131, 132, 133, 135, 136, 137, 138, 139, 140, 141, 145, 146, 161, 162, 164, 166, 170, 171, 181, 194, 200, 202, 207, 211, 212, 213, 215, 219, 221, 224, 228, 229, 239, 254, 259, 260, 267, 268, 269, 273, 274, 277, 283, 293, 307, 311, 312, 317, 323, 325, 326, 327, 331, 339, 341, 343, 345, 349, 350, 358, 363, 364, 366, 370, 371]",SVLH.tsv
to,1,13,"[0, 13, 17, 24, 27, 31, 36, 37, 42, 62, 63, 65, 66, 71, 73, 79, 91, 94, 100, 103, 114, 126, 127, 132, 133, 138, 141, 145, 146, 212, 213, 215, 221, 234, 238, 241, 249, 253, 260, 261, 264, 267, 271, 298, 299, 305, 339, 343, 347, 360, 361]",SVLH.tsv
be,1,13,"[0, 12, 13, 20, 21, 27, 30, 32, 60, 63, 68, 71, 73, 77, 79, 82, 84, 92, 101, 103, 109, 116, 118, 124, 125, 126, 127, 132, 136, 138, 139, 141, 142, 143, 144, 146, 147, 148, 149, 150, 153, 161, 162, 166, 168, 169, 173, 175, 177, 181, 190, 192, 200, 201, 203, 205, 206, 208, 211, 212, 215, 219, 221, 225, 228, 229, 233, 235, 237, 241, 249, 254, 255, 257, 260, 261, 266, 267, 268, 273, 274, 286, 287, 292, 298, 307, 312, 314, 321, 327, 328, 329, 330, 332, 333, 339, 343, 346, 354, 356, 359, 363, 371]",SVLH.tsv
say,1,13,"[0, 4, 10, 13, 27, 44, 68, 73, 82, 90, 91, 94, 110, 112, 132, 133, 135, 145, 146, 157, 160, 161, 162, 181, 200, 202, 241, 249, 254, 260, 264, 270, 272, 298, 317, 323, 325, 326, 327, 345, 364, 366, 370, 371]",SVLH.tsv
last,1,15,"[0, 15, 38, 255, 261, 285, 359, 363]",SVLH.tsv
it be,2,30,"[0, 12, 27, 30, 71, 73, 116, 139, 166, 173, 175, 211, 215, 229, 233, 255, 260, 261, 268, 298]",SVLH.tsv
it,1,11,"[0, 10, 11, 12, 27, 30, 31, 36, 46, 48, 62, 65, 66, 68, 71, 72, 73, 92, 100, 101, 103, 113, 114, 116, 132, 139, 141, 144, 147, 159, 161, 162, 166, 171, 173, 175, 208, 210, 211, 215, 221, 222, 228, 229, 233, 254, 255, 260, 261, 268, 271, 287, 288, 293, 298, 302, 304, 305, 327, 336, 340, 343, 354, 355, 356, 361, 371]",SVLH.tsv
for,1,36,"[0, 36, 56, 76, 79, 87, 91, 92, 96, 99, 104, 163, 215, 244, 262, 264, 339, 343, 346, 347, 349, 361, 367, 371]",SVLH.tsv
and,1,65,"[0, 37, 65, 68, 71, 72, 73, 77, 96, 100, 103, 108, 113, 130, 132, 146, 148, 149, 151, 157, 161, 162, 163, 164, 169, 178, 181, 182, 183, 197, 202, 218, 219, 221, 224, 229, 233, 235, 249, 253, 264, 283, 285, 298, 314, 323, 327, 336, 339, 341, 343, 345, 349]",SVLH.tsv
she,1,40,"[0, 40, 50, 51, 53, 65, 66, 67, 68, 79, 82, 91, 94, 103, 108, 109, 126, 127, 131, 132, 202, 241, 272, 274, 276, 278, 332, 333, 339, 341, 343, 346, 352, 355, 360, 362, 366, 367, 368, 370]",SVLH.tsv
she say,2,91,"[0, 91, 94, 132, 202, 241, 272, 370]",SVLH.tsv
think,1,42,"[0, 5, 15, 37, 39, 41, 42, 79, 92, 98, 105, 122, 124, 129, 131, 132, 139, 141, 166, 181, 194, 200, 202, 213, 221, 224, 228, 259, 260, 268, 273, 274, 283, 293, 311, 367, 368, 370]",SVLH.tsv
week,1,147,"[0, 147, 285, 359, 363]",SVLH.tsv
i think it,3,141,"[0, 139, 141, 166, 228]",SVLH.tsv
oh,1,4,"[1, 4, 7, 27, 32, 37, 56, 73, 79, 91, 103, 106, 110, 118, 122, 134, 145, 148, 161, 167, 172, 179, 189, 210, 215, 221, 225, 242, 254, 277, 282, 301, 316, 325, 327, 332, 333, 342, 348, 369]",SVLH.tsv
do,1,7,"[4, 7, 10, 24, 35, 40, 42, 50, 65, 66, 68, 73, 79, 83, 90, 92, 98, 103, 119, 121, 123, 124, 131, 141, 158, 160, 166, 181, 183, 189, 215, 218, 219, 221, 224, 229, 233, 246, 247, 260, 261, 269, 298, 312, 315, 316, 325, 331, 334, 337, 339, 340, 343, 345, 349, 362, 363, 366, 370]",SVLH.tsv
they,1,7,"[4, 7, 10, 12, 20, 21, 42, 45, 47, 79, 83, 84, 85, 87, 146, 148, 149, 150, 151, 153, 161, 212, 215, 242, 244, 246, 247, 260, 261, 264, 266, 298, 317, 323, 325, 347, 349]",SVLH.tsv
know,1,9,"[4, 9, 27, 30, 32, 56, 63, 68, 73, 78, 79, 103, 118, 125, 132, 135, 137, 138, 140, 161, 165, 166, 168, 181, 207, 213, 215, 219, 239, 241, 242, 254, 260, 274, 298, 307, 312, 317, 325, 339, 343, 363, 364, 366, 368]",SVLH.tsv
you,1,13,"[4, 10, 13, 38, 57, 61, 68, 73, 79, 87, 90, 92, 98, 101, 106, 108, 110, 118, 131, 132, 144, 146, 160, 161, 162, 165, 166, 168, 181, 187, 241, 242, 244, 260, 261, 262, 264, 293, 298, 314, 327, 331, 343, 351, 354, 356, 363]",SVLH.tsv
yeah,1,11,"[4, 11, 14, 18, 27, 29, 34, 37, 40, 44, 54, 55, 61, 67, 68, 83, 89, 93, 95, 97, 99, 102, 111, 117, 132, 142, 150, 156, 159, 163, 164, 175, 180, 181, 189, 190, 191, 194, 202, 220, 223, 228, 229, 231, 232, 245, 250, 278, 286, 287, 300, 301, 306, 310, 312, 313, 318, 320, 322, 324, 325, 339, 344, 354, 356, 357, 358, 362, 366, 373]",SVLH.tsv
i didn't know,3,32,"[4, 27, 32, 325]",SVLH.tsv
get,1,22,"[4, 10, 17, 22, 33, 37, 48, 73, 77, 84, 87, 103, 132, 146, 181, 218, 221, 225, 233, 244, 278, 283, 328, 339, 343, 359, 365]",SVLH.tsv
i i,2,63,"[4, 37, 63, 181]",SVLH.tsv
i didn't,2,68,"[4, 27, 32, 68, 118, 136, 325]",SVLH.tsv
what,1,68,"[4, 68, 90, 101, 103, 112, 125, 133, 160, 162, 187, 205, 211, 241, 254, 256, 257, 261, 269, 270, 274, 317, 343, 364, 366]",SVLH.tsv
i say,2,91,"[4, 91, 132, 133, 135, 145, 146, 181, 200, 202, 323, 325, 327]",SVLH.tsv
yeah i,2,194,"[4, 194, 228, 312, 358, 366]",SVLH.tsv
you do,2,261,"[4, 261]",SVLH.tsv
mm,1,16,"[6, 16, 64, 70, 78, 86, 117, 170, 226, 240, 243, 245, 248, 289, 291, 297, 335, 346, 353, 372, 374]",SVLH.tsv
well,1,13,"[8, 12, 13, 25, 27, 31, 42, 50, 56, 74, 99, 103, 112, 133, 144, 160, 161, 164, 169, 181, 186, 200, 201, 213, 238, 263, 269, 273, 274, 302, 305, 321, 323, 327, 334, 343, 355]",SVLH.tsv
i've,1,154,"[8, 17, 154, 155, 159, 181, 213, 225, 283, 327, 339]",SVLH.tsv
never,1,221,"[8, 39, 41, 103, 221, 247, 249]",SVLH.tsv
that,1,10,"[3, 10, 12, 15, 24, 27, 31, 32, 39, 41, 42, 62, 65, 94, 110, 125, 128, 130, 132, 135, 136, 142, 157, 161, 162, 165, 168, 181, 190, 212, 215, 221, 246, 247, 249, 254, 260, 266, 267, 272, 277, 283, 298, 323, 331, 339, 343, 354, 368]",SVLH.tsv
of,1,72,"[10, 22, 39, 41, 72, 84, 99, 132, 144, 154, 155, 157, 159, 161, 171, 181, 200, 219, 233, 259, 272, 327, 342, 343, 352, 355, 367, 371]",SVLH.tsv
if you,2,87,"[10, 87, 314]",SVLH.tsv
say that,2,94,"[10, 94, 135, 161, 249, 298, 323]",SVLH.tsv
your,1,96,"[10, 22, 96, 100, 165, 181, 351]",SVLH.tsv
if,1,73,"[10, 60, 73, 77, 87, 233, 244, 253, 261, 264, 314, 317]",SVLH.tsv
ring,1,13,"[12, 13]",SVLH.tsv
but i,2,44,"[12, 17, 44, 125, 132, 229]",SVLH.tsv
but,1,12,"[11, 12, 17, 44, 54, 55, 56, 62, 66, 73, 77, 110, 125, 132, 142, 163, 181, 200, 218, 221, 225, 229, 233, 253, 254, 260, 261, 264, 269, 293, 317, 343, 356, 358, 362, 366]",SVLH.tsv
i mean i,3,63,"[12, 63]",SVLH.tsv
number,1,155,"[12, 155]",SVLH.tsv
it be but,3,261,"[12, 261]",SVLH.tsv
i'm,1,17,"[5, 17, 56, 77, 138, 161, 181, 219, 221, 225, 227, 287, 339, 345]",SVLH.tsv
go,1,17,"[13, 17, 27, 31, 37, 71, 98, 106, 108, 138, 145, 161, 180, 181, 221, 244, 260, 272, 285, 299, 323, 339, 341, 345, 347, 360, 367]",SVLH.tsv
the,1,17,"[13, 17, 20, 26, 31, 60, 62, 65, 69, 72, 73, 79, 92, 125, 138, 142, 146, 147, 154, 159, 161, 166, 175, 177, 181, 200, 213, 215, 219, 221, 229, 235, 238, 253, 256, 258, 259, 261, 264, 280, 283, 294, 298, 319, 330, 339, 343, 359, 363]",SVLH.tsv
at,1,28,"[17, 28, 37, 38, 69, 77, 166, 175, 186, 188, 200, 215, 221, 264, 276, 278, 312, 339]",SVLH.tsv
i mean,2,63,"[12, 17, 63, 133, 307, 343]",SVLH.tsv
her,1,42,"[17, 42, 45, 47, 49, 53, 54, 68, 79, 99, 103, 109, 278, 342, 343, 347, 349, 350, 362, 371]",SVLH.tsv
today,1,87,"[17, 37, 87]",SVLH.tsv
with,1,132,"[17, 132, 165, 181, 221, 244, 249, 298, 337, 354]",SVLH.tsv
look,1,104,"[17, 104, 215, 217, 218]",SVLH.tsv
don't,1,19,"[7, 9, 13, 19, 30, 42, 49, 56, 78, 99, 122, 124, 125, 129, 131, 140, 162, 200, 202, 207, 213, 215, 268, 274, 298, 307, 312, 317, 339, 352]",SVLH.tsv
want,1,56,"[19, 56, 68, 91, 99, 164, 233, 360]",SVLH.tsv
no they be,3,21,"[20, 21]",SVLH.tsv
no,1,24,"[20, 21, 23, 24, 25, 43, 57, 61, 66, 68, 73, 77, 90, 91, 103, 104, 132, 152, 181, 204, 209, 210, 212, 215, 252, 260, 265, 268, 276, 293, 294, 308, 309, 327, 341, 355]",SVLH.tsv
they be,2,153,"[21, 148, 150, 153]",SVLH.tsv
we,1,25,"[5, 7, 24, 25, 31, 91, 104, 130, 147, 213, 215, 221, 285, 328, 339]",SVLH.tsv
no we,2,25,"[24, 25]",SVLH.tsv
haven't,1,326,"[25, 326]",SVLH.tsv
there,1,32,"[27, 32, 33, 68, 142, 143, 144, 163, 206, 219, 273, 274, 278, 283, 286, 295, 321, 328]",SVLH.tsv
take,1,38,"[27, 38, 39, 46, 48, 53, 354, 355]",SVLH.tsv
one,1,69,"[27, 31, 69, 72, 161, 186, 188, 200]",SVLH.tsv
isn't,1,82,"[27, 31, 82, 162, 163, 174, 193, 215, 222, 253, 288, 305, 329]",SVLH.tsv
christmas,1,87,"[27, 87, 221, 296, 328, 346, 347]",SVLH.tsv
he,1,73,"[27, 35, 73, 77, 169, 174, 181, 182, 186, 189, 192, 193, 200, 201, 215, 229, 233, 235, 237, 266, 285, 290, 293, 307, 312, 314, 315, 316, 317, 323, 324, 326, 328, 329, 330]",SVLH.tsv
it's,1,31,"[5, 31, 54, 63, 68, 73, 74, 77, 114, 161, 162, 164, 218, 230, 233, 258, 259, 260, 262, 264, 267, 274, 283, 288, 298, 305]",SVLH.tsv
go to,2,31,"[13, 31, 71, 138, 145, 260, 347]",SVLH.tsv
