Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
bite,1,56,"[0, 56, 189, 321, 525]",S57G.tsv
what be,2,129,"[0, 7, 14, 67, 86, 129, 380, 404, 441, 462]",S57G.tsv
so what,2,423,"[0, 423]",S57G.tsv
see the piglets,3,3,"[1, 3]",S57G.tsv
piglets,1,19,"[1, 3, 14, 19, 29, 39, 60]",S57G.tsv
like,1,11,"[3, 11, 27, 31, 38, 39, 42, 48, 53, 57, 98, 111, 118, 123, 133, 136, 183, 194, 219, 232, 303, 325, 328, 357, 360, 362, 365, 409, 411, 412, 414, 417, 418, 454, 455, 480, 486, 488, 489, 490, 519]",S57G.tsv
see,1,53,"[1, 3, 53, 235, 300, 342, 460, 477, 478, 482, 484, 536]",S57G.tsv
do you,2,423,"[3, 44, 46, 57, 101, 130, 195, 215, 292, 378, 380, 423, 476, 496, 498, 519]",S57G.tsv
pig,1,22,"[7, 22, 24]",S57G.tsv
remember,1,29,"[7, 29, 364, 378, 381, 462]",S57G.tsv
they keep the,3,76,"[7, 76]",S57G.tsv
can you,2,233,"[7, 233, 278, 364, 462]",S57G.tsv
funny,1,9,"[5, 6, 9, 516, 517]",S57G.tsv
think,1,129,"[9, 129, 167, 168, 180, 206, 210, 215, 216, 217, 251, 285, 289, 319, 323, 325, 342, 353, 377, 378, 429, 441, 468, 478, 501]",S57G.tsv
be a,2,25,"[9, 25, 77, 139, 189, 206, 376, 525]",S57G.tsv
that be,2,369,"[9, 279, 369, 376, 377, 382, 494]",S57G.tsv
the piglets,2,14,"[1, 14, 39]",S57G.tsv
talk,1,56,"[18, 56, 57, 105, 317]",S57G.tsv
have get,2,74,"[18, 74]",S57G.tsv
get,1,23,"[18, 23, 74, 98, 107, 146, 156, 164, 192, 230, 238, 246, 248, 278, 311, 336, 388, 398, 400, 413, 481, 489, 493]",S57G.tsv
well,1,82,"[18, 38, 44, 61, 82, 87, 103, 105, 111, 118, 129, 137, 145, 152, 156, 164, 189, 213, 222, 225, 232, 236, 240, 253, 261, 274, 281, 294, 295, 305, 309, 334, 345, 349, 366, 377, 410, 442, 446, 447, 463, 476, 525, 532]",S57G.tsv
cos,1,129,"[18, 65, 129, 175, 177, 182, 194, 198, 236, 240, 248, 311, 321, 323, 325, 342, 384, 391, 461, 478, 482, 504]",S57G.tsv
first,1,373,"[18, 344, 373]",S57G.tsv
and they be,3,26,"[4, 26, 32, 111]",S57G.tsv
they be,2,26,"[4, 17, 26, 27, 30, 31, 32, 33, 111, 145, 285, 391]",S57G.tsv
be very,2,127,"[26, 31, 63, 127, 129, 144, 157]",S57G.tsv
