Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
three,1,68,"[0, 68, 80, 119, 144, 285, 450, 465, 469, 607, 648, 651, 653, 834, 839, 854, 1023, 1313]",S66A.tsv
that's,1,47,"[0, 47, 92, 111, 127, 134, 145, 151, 198, 214, 235, 274, 275, 276, 293, 305, 306, 308, 310, 311, 312, 317, 321, 352, 360, 367, 370, 403, 404, 415, 427, 451, 460, 525, 535, 544, 567, 569, 584, 597, 599, 600, 658, 662, 681, 702, 712, 715, 724, 746, 807, 811, 812, 814, 863, 869, 900, 916, 940, 943, 988, 992, 1031, 1068, 1088, 1115, 1162, 1165, 1166, 1168, 1171, 1177, 1209, 1215, 1218, 1236, 1257, 1275, 1312, 1321, 1322, 1336]",S66A.tsv
one,1,10,"[0, 10, 31, 235, 304, 312, 378, 380, 384, 452, 458, 486, 506, 528, 586, 596, 614, 660, 681, 701, 706, 712, 743, 757, 759, 869, 900, 995, 1002, 1074, 1080, 1096, 1269, 1284, 1309, 1318, 1322]",S66A.tsv
two,1,252,"[0, 78, 216, 252, 255, 384, 390, 399, 400, 530, 532, 596, 612, 616, 617, 621, 793, 834, 1021, 1096, 1123, 1125, 1149, 1280, 1307, 1324]",S66A.tsv
okay,1,19,"[0, 19, 73, 100, 101, 105, 111, 113, 212, 213, 302, 306, 443, 447, 488, 638, 840, 891, 910, 1106, 1110, 1114, 1126, 1132, 1166, 1180, 1303]",S66A.tsv
em,1,13,"[2, 13, 74, 76, 78, 194, 304, 306, 422, 527, 565, 612, 706, 737, 916, 1215, 1269, 1321]",S66A.tsv
probably,1,15,"[2, 15, 16, 111, 255, 526, 573, 663, 692, 717, 718, 744, 813, 834, 856, 889, 986, 1029, 1082, 1089, 1090, 1183, 1206]",S66A.tsv
anyway,1,15,"[2, 15, 87, 111, 370, 384, 1115]",S66A.tsv
yes,1,25,"[2, 25, 48, 179, 186, 188, 202, 205, 314, 328, 411, 522, 540, 567, 650, 659, 756, 987, 1094, 1109, 1123, 1131, 1192, 1212, 1271, 1273]",S66A.tsv
else,1,258,"[2, 258, 405, 866, 868, 1044]",S66A.tsv
gonna,1,139,"[2, 139, 193, 376, 636, 717, 719, 740, 801, 952, 1176]",S66A.tsv
say,1,12,"[2, 12, 60, 109, 263, 280, 282, 341, 354, 382, 419, 438, 441, 492, 505, 506, 557, 561, 563, 565, 625, 636, 642, 699, 707, 712, 717, 737, 795, 800, 801, 810, 811, 861, 890, 919, 920, 921, 940, 949, 952, 967, 988, 1001, 1004, 1008, 1010, 1012, 1017, 1018, 1042, 1044, 1056, 1068, 1088, 1090, 1101, 1132, 1145, 1157, 1161, 1176, 1202, 1220, 1230, 1329]",S66A.tsv
anything,1,366,"[2, 366, 487, 792, 861, 904, 1017, 1042, 1070, 1202]",S66A.tsv
anyone,1,543,"[2, 317, 543, 553, 869, 1053, 1233]",S66A.tsv
say anything,2,861,"[2, 861, 1017, 1042]",S66A.tsv
i'll,1,88,"[4, 88, 261, 400, 490, 491, 562, 876, 1192, 1233]",S66A.tsv
