Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
pokémon,1,2,"[1, 2, 8]",SH6W.tsv
play,1,4,"[1, 4, 5, 7, 8, 11, 14, 22]",SH6W.tsv
use to play,3,5,"[4, 5]",SH6W.tsv
kind of game,3,5,"[4, 5]",SH6W.tsv
a different,2,5,"[4, 5]",SH6W.tsv
game,1,5,"[4, 5, 22]",SH6W.tsv
different,1,8,"[4, 8, 103, 129]",SH6W.tsv
kind of,2,22,"[4, 22, 59, 60, 98, 117, 143, 147, 153]",SH6W.tsv
be it,2,105,"[4, 105]",SH6W.tsv
yeah,1,12,"[9, 12, 18, 22, 24, 29, 36, 45, 46, 62, 64, 79, 112, 117, 125, 139, 143, 149, 157, 165, 181, 190, 192, 194, 196]",SH6W.tsv
play with,2,14,"[11, 14]",SH6W.tsv
people,1,16,"[11, 16, 18, 115]",SH6W.tsv
do you,2,58,"[11, 15, 58, 61, 67, 85, 87, 88, 95, 104, 107, 123, 144]",SH6W.tsv
okay,1,76,"[13, 19, 37, 44, 57, 76, 81, 138, 139, 140, 156, 169, 173, 176, 180, 197]",SH6W.tsv
know,1,15,"[5, 12, 15, 18, 24, 32, 42, 51, 58, 64, 94, 95, 96, 102, 107, 109, 130, 180, 190]",SH6W.tsv
don't know,2,15,"[12, 15, 24, 42, 180]",SH6W.tsv
skype,1,24,"[15, 24]",SH6W.tsv
you don't,2,60,"[15, 60, 71, 111, 152, 169]",SH6W.tsv
when you,2,95,"[15, 95, 101, 110, 152]",SH6W.tsv
good,1,25,"[8, 25, 36, 97, 99, 106, 152]",SH6W.tsv
go,1,26,"[22, 26, 27, 28, 30, 49, 70, 80, 101, 104, 106, 115, 136, 152]",SH6W.tsv
go out,2,27,"[26, 27, 152]",SH6W.tsv
maybe,1,35,"[26, 35, 77, 103]",SH6W.tsv
today,1,47,"[26, 47, 52, 77, 83]",SH6W.tsv
could,1,99,"[26, 99]",SH6W.tsv
we be,2,28,"[22, 28]",SH6W.tsv
gonna go,2,70,"[28, 70]",SH6W.tsv
think we,2,103,"[28, 103, 104]",SH6W.tsv
gonna,1,114,"[28, 114, 123, 157, 158]",SH6W.tsv
be gonna,2,158,"[28, 158]",SH6W.tsv
i think,2,165,"[28, 165, 168]",SH6W.tsv
that i know,3,32,"[18, 32]",SH6W.tsv
