Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
i'm,1,1,"[0, 1, 12, 19, 40, 46, 89, 98, 122, 134, 140, 150, 167, 238, 244, 318, 326, 344, 355, 421, 444, 452, 469, 545, 549, 596, 737, 740, 780, 790, 803, 805, 816, 921, 922, 925, 936, 942, 944, 951, 980, 1013, 1025, 1027, 1051, 1069, 1161, 1193, 1213, 1231, 1264, 1266, 1288, 1292, 1299, 1305, 1311, 1313, 1334, 1341, 1343, 1380, 1389, 1479, 1481]",SQP2.tsv
ready,1,1,"[0, 1, 1203]",SQP2.tsv
right,1,161,"[0, 2, 46, 137, 161, 234, 288, 302, 307, 354, 360, 362, 392, 410, 419, 441, 445, 504, 547, 550, 552, 668, 742, 743, 815, 828, 830, 841, 871, 898, 927, 957, 1062, 1078, 1084, 1089, 1166, 1388, 1452, 1454, 1467]",SQP2.tsv
be you,2,76,"[0, 76, 265, 310, 628, 822, 921, 951, 1320, 1326]",SQP2.tsv
such a,2,193,"[0, 192, 193, 435, 546, 664, 890]",SQP2.tsv
for the,2,1187,"[0, 1035, 1056, 1187, 1340]",SQP2.tsv
be a,2,219,"[2, 27, 60, 160, 167, 219, 279, 417, 419, 448, 452, 478, 480, 684, 867, 1130, 1190, 1302, 1438, 1442, 1457, 1538]",SQP2.tsv
this be,2,267,"[2, 8, 22, 27, 246, 267, 269, 504, 591, 632, 992, 1438]",SQP2.tsv
nice,1,545,"[2, 29, 217, 238, 293, 545, 721, 987, 1343, 1414]",SQP2.tsv
right so,2,1467,"[2, 830, 1467]",SQP2.tsv
nineteen twenties,2,15,"[4, 15]",SQP2.tsv
think,1,61,"[4, 6, 36, 45, 61, 69, 105, 115, 131, 135, 159, 167, 169, 211, 222, 267, 273, 318, 351, 353, 355, 384, 426, 428, 472, 475, 476, 478, 482, 484, 490, 493, 495, 549, 585, 589, 653, 658, 671, 675, 679, 740, 743, 786, 789, 791, 800, 810, 906, 917, 935, 956, 1000, 1013, 1015, 1022, 1047, 1056, 1060, 1068, 1102, 1127, 1129, 1130, 1131, 1154, 1175, 1179, 1185, 1201, 1245, 1247, 1249, 1268, 1270, 1283, 1288, 1292, 1302, 1305, 1315, 1323, 1328, 1334, 1335, 1354, 1380, 1405, 1412, 1417, 1419, 1423, 1442, 1470, 1479, 1481, 1493, 1498, 1499, 1530]",SQP2.tsv
i be,2,107,"[4, 99, 107, 109, 115, 167, 229, 234, 345, 367, 466, 508, 549, 591, 596, 641, 720, 728, 801, 850, 853, 856, 883, 919, 951, 980, 1019, 1063, 1073, 1086, 1096, 1100, 1268, 1321, 1325, 1326, 1382]",SQP2.tsv
i be think,3,115,"[4, 115, 1268]",SQP2.tsv
quite,1,89,"[4, 25, 36, 40, 89, 198, 234, 238, 246, 248, 250, 251, 296, 417, 469, 476, 538, 549, 646, 677, 837, 850, 868, 870, 985, 1203, 1249, 1447, 1522]",SQP2.tsv
think about,2,351,"[4, 351]",SQP2.tsv
wear,1,1346,"[4, 6, 12, 41, 1341, 1343, 1346, 1382, 1405, 1412, 1423, 1426, 1469]",SQP2.tsv
like,1,26,"[6, 26, 29, 33, 46, 99, 109, 111, 119, 155, 159, 167, 198, 205, 207, 234, 244, 246, 250, 251, 261, 265, 269, 271, 280, 288, 365, 367, 391, 404, 406, 411, 417, 429, 435, 448, 458, 476, 491, 497, 500, 502, 522, 545, 549, 556, 568, 591, 594, 596, 600, 626, 634, 647, 666, 695, 715, 720, 728, 737, 739, 743, 783, 821, 837, 850, 863, 872, 874, 878, 884, 897, 900, 904, 906, 908, 912, 914, 917, 921, 922, 926, 944, 948, 951, 958, 983, 1003, 1028, 1031, 1063, 1069, 1086, 1094, 1096, 1100, 1101, 1113, 1143, 1155, 1174, 1192, 1216, 1221, 1227, 1235, 1239, 1243, 1249, 1256, 1259, 1283, 1299, 1326, 1328, 1334, 1345, 1354, 1356, 1358, 1360, 1412, 1479, 1483, 1516, 1522, 1541]",SQP2.tsv
night,1,140,"[6, 85, 140, 229, 1030]",SQP2.tsv
person's,1,667,"[6, 667]",SQP2.tsv
tomorrow,1,762,"[6, 762, 769, 992, 993, 1013, 1320]",SQP2.tsv
on friday,2,780,"[6, 780, 800, 801, 1343]",SQP2.tsv
friday,1,790,"[6, 790, 792, 799, 800, 801, 804, 1003, 1343, 1476]",SQP2.tsv
wed,1,890,"[6, 22, 890, 1340, 1341, 1405, 1434, 1436, 1438]",SQP2.tsv
think of,2,917,"[6, 917]",SQP2.tsv
nine,1,134,"[8, 27, 125, 134, 196, 251, 589, 643, 790, 792, 797, 799, 804, 808, 812, 1074, 1075, 1076, 1200, 1203, 1216]",SQP2.tsv
six,1,279,"[8, 141, 279, 290, 456, 589, 784, 1078, 1188, 1189, 1457]",SQP2.tsv
twenty,1,585,"[8, 585, 609, 1196, 1213, 1239]",SQP2.tsv
down to,2,1010,"[8, 1010]",SQP2.tsv
eighty,1,1061,"[8, 40, 1061, 1086, 1088, 1278]",SQP2.tsv
bargain,1,10,"[9, 10, 11]",SQP2.tsv
with it,2,19,"[12, 19, 1426]",SQP2.tsv
dunno,1,187,"[12, 187, 306, 613, 889, 1125, 1137, 1253]",SQP2.tsv
i'm gonna,2,344,"[12, 344, 452, 545, 740, 780, 951, 980, 1013, 1193, 1264, 1292, 1313, 1343, 1380, 1479]",SQP2.tsv
gonna,1,355,"[12, 60, 68, 123, 167, 209, 355, 400, 452, 456, 464, 466, 545, 582, 596, 737, 740, 749, 772, 780, 951, 963, 980, 987, 992, 994, 1001, 1003, 1013, 1019, 1051, 1073, 1112, 1161, 1193, 1251, 1264, 1292, 1305, 1313, 1326, 1340, 1343, 1368, 1379, 1380, 1442, 1479]",SQP2.tsv
that's,1,107,"[14, 64, 105, 107, 135, 136, 141, 150, 152, 229, 280, 306, 323, 371, 410, 429, 431, 435, 438, 452, 464, 470, 541, 546, 574, 586, 614, 653, 684, 688, 699, 702, 705, 746, 800, 809, 812, 825, 834, 835, 846, 856, 858, 868, 874, 881, 904, 908, 910, 961, 999, 1005, 1015, 1039, 1047, 1056, 1058, 1068, 1094, 1143, 1157, 1181, 1190, 1216, 1257, 1271, 1307, 1328, 1334, 1335, 1341, 1371, 1390, 1396, 1414, 1416, 1434, 1437, 1455, 1460, 1462, 1493, 1498, 1499]",SQP2.tsv
that's the,2,470,"[14, 470, 1157, 1190, 1307]",SQP2.tsv
issue,1,478,"[14, 478, 1113]",SQP2.tsv
the only,2,1530,"[14, 1509, 1530]",SQP2.tsv
in an ideal world,4,21,"[18, 21]",SQP2.tsv
world,1,395,"[18, 395, 760]",SQP2.tsv
yeah,1,20,"[19, 20, 22, 38, 40, 66, 70, 80, 102, 104, 106, 120, 126, 146, 149, 158, 160, 170, 185, 187, 199, 209, 210, 212, 216, 219, 220, 225, 236, 237, 239, 242, 244, 247, 248, 264, 265, 287, 289, 315, 317, 320, 325, 327, 329, 332, 333, 342, 345, 347, 379, 390, 394, 396, 402, 407, 412, 414, 419, 420, 427, 430, 434, 436, 443, 459, 492, 494, 496, 518, 522, 523, 525, 530, 532, 537, 539, 547, 549, 559, 567, 571, 573, 575, 577, 579, 581, 583, 589, 596, 607, 611, 617, 619, 627, 629, 631, 632, 637, 642, 644, 651, 676, 679, 681, 704, 706, 708, 710, 714, 716, 726, 728, 729, 732, 734, 747, 752, 754, 757, 772, 786, 804, 807, 812, 842, 851, 868, 873, 881, 891, 893, 895, 907, 911, 915, 918, 924, 927, 931, 933, 936, 937, 942, 947, 952, 978, 983, 986, 995, 1040, 1048, 1055, 1056, 1066, 1079, 1081, 1086, 1091, 1093, 1097, 1100, 1102, 1113, 1119, 1156, 1162, 1169, 1179, 1181, 1192, 1202, 1205, 1229, 1232, 1252, 1261, 1268, 1273, 1275, 1289, 1295, 1300, 1307, 1313, 1316, 1321, 1326, 1327, 1329, 1331, 1333, 1345, 1347, 1359, 1377, 1380, 1381, 1391, 1410, 1411, 1412, 1413, 1420, 1421, 1426, 1430, 1439, 1443, 1445, 1448, 1456, 1463, 1527, 1532, 1537, 1540]",SQP2.tsv
well,1,47,"[22, 27, 47, 60, 61, 72, 89, 111, 117, 141, 144, 152, 154, 179, 187, 192, 205, 215, 240, 246, 271, 336, 340, 498, 510, 520, 538, 540, 576, 589, 593, 604, 620, 679, 681, 715, 772, 834, 882, 917, 937, 939, 961, 963, 981, 986, 1006, 1011, 1019, 1046, 1052, 1058, 1061, 1068, 1070, 1073, 1086, 1102, 1114, 1137, 1196, 1216, 1232, 1257, 1264, 1267, 1278, 1315, 1327, 1358, 1390, 1396, 1406, 1437, 1470, 1496, 1535]",SQP2.tsv
well i,2,61,"[22, 61, 72, 144, 187, 834, 937, 1019, 1061, 1102, 1315, 1470]",SQP2.tsv
one,1,74,"[22, 27, 29, 31, 33, 40, 41, 74, 84, 111, 179, 217, 234, 277, 279, 334, 375, 406, 417, 422, 426, 428, 431, 437, 488, 514, 553, 648, 684, 686, 731, 899, 906, 951, 1012, 1074, 1077, 1078, 1086, 1088, 1137, 1188, 1190, 1283, 1341, 1347, 1362, 1412, 1494, 1522]",SQP2.tsv
have a,2,74,"[22, 74, 81, 93, 127, 190, 204, 232, 234, 251, 331, 367, 379, 401, 482, 510, 641, 684, 688, 692, 745, 753, 906, 1019, 1081, 1118, 1150, 1183, 1185, 1292, 1294, 1315]",SQP2.tsv
around,1,111,"[22, 111, 906, 944]",SQP2.tsv
and then,2,117,"[22, 29, 97, 105, 117, 127, 202, 204, 271, 280, 305, 316, 334, 355, 379, 510, 653, 679, 747, 956, 1037, 1068, 1078, 1120, 1187, 1191, 1192, 1197, 1198, 1208, 1259, 1315, 1335, 1341, 1345, 1436]",SQP2.tsv
i do,2,367,"[22, 141, 236, 244, 246, 250, 367, 786, 1006, 1068, 1171, 1235, 1495]",SQP2.tsv
be one,2,426,"[22, 426, 428, 906]",SQP2.tsv
a little,2,446,"[22, 81, 446, 914, 927, 973, 974, 1081, 1328]",SQP2.tsv
little,1,545,"[22, 81, 545, 914, 927, 972, 973, 974, 1081, 1105, 1328]",SQP2.tsv
yeah well,2,986,"[22, 187, 937, 986, 1102, 1232]",SQP2.tsv
have a little,3,1081,"[22, 81, 1081]",SQP2.tsv
yeah well i,3,187,"[22, 187, 937, 1102]",SQP2.tsv
dress,1,1344,"[22, 1341, 1344, 1346, 1380, 1390, 1392, 1406, 1408, 1412]",SQP2.tsv
really,1,39,"[25, 29, 39, 43, 69, 92, 97, 125, 165, 167, 179, 183, 217, 232, 234, 244, 250, 251, 258, 265, 267, 271, 294, 367, 371, 393, 431, 440, 463, 465, 474, 476, 480, 549, 584, 586, 636, 641, 653, 669, 686, 699, 725, 739, 781, 816, 817, 837, 854, 868, 884, 904, 917, 922, 934, 944, 980, 985, 992, 1016, 1096, 1111, 1139, 1200, 1259, 1261, 1375, 1393, 1415, 1422, 1438, 1462, 1483]",SQP2.tsv
um,1,111,"[25, 29, 55, 111, 167, 229, 234, 259, 271, 279, 351, 353, 404, 410, 444, 448, 510, 538, 593, 639, 660, 681, 692, 753, 835, 874, 878, 882, 1040, 1046, 1086, 1092, 1118, 1137, 1139, 1154, 1254, 1286, 1328, 1412, 1423, 1429, 1440, 1479, 1499, 1533]",SQP2.tsv
see,1,86,"[25, 86, 161, 250, 251, 279, 365, 367, 417, 444, 462, 589, 599, 646, 658, 664, 667, 679, 791, 874, 919, 1128, 1152, 1235, 1237, 1245, 1305, 1344, 1369, 1370, 1380, 1412, 1540]",SQP2.tsv
it's quite,2,296,"[25, 198, 248, 250, 296, 538]",SQP2.tsv
me in,2,367,"[25, 367, 1104]",SQP2.tsv
can you,2,214,"[25, 214, 246, 379, 404, 681, 787, 1293, 1295, 1384, 1406, 1408]",SQP2.tsv
in it,2,531,"[25, 531, 1154]",SQP2.tsv
isn't it,2,243,"[25, 79, 153, 217, 243, 538, 700, 736, 846, 887, 1158, 1257, 1260, 1390, 1462, 1492]",SQP2.tsv
see me,2,1235,"[25, 1235, 1370]",SQP2.tsv
bright,1,1243,"[25, 36, 1243]",SQP2.tsv
hundred,1,47,"[27, 47, 48, 648, 696, 697, 698, 988, 989, 1061, 1090, 1335]",SQP2.tsv
pound,1,47,"[27, 40, 47]",SQP2.tsv
cos,1,111,"[27, 79, 111, 123, 135, 141, 200, 211, 218, 238, 251, 259, 306, 340, 344, 359, 406, 419, 444, 446, 448, 486, 500, 502, 549, 600, 653, 658, 664, 692, 701, 707, 720, 790, 803, 820, 841, 845, 850, 867, 917, 919, 926, 952, 969, 987, 994, 999, 1046, 1052, 1090, 1202, 1213, 1216, 1239, 1266, 1272, 1322, 1325, 1330, 1343, 1387, 1389, 1412, 1434, 1457, 1462, 1505, 1537]",SQP2.tsv
well it's,2,152,"[27, 152, 215, 336, 540, 939, 1073]",SQP2.tsv
to me,2,261,"[27, 261, 367, 502, 591, 715, 843, 917]",SQP2.tsv
and be,2,265,"[27, 83, 234, 265, 452, 684, 686, 926, 1326]",SQP2.tsv
to the,2,273,"[27, 273, 419, 504, 573, 762, 766, 768, 774, 992, 993, 1006, 1008, 1012, 1221, 1334, 1405, 1434, 1436, 1522]",SQP2.tsv
four,1,275,"[27, 275, 417, 522, 751, 988, 989]",SQP2.tsv
different,1,408,"[27, 123, 408, 852, 1241, 1393, 1394]",SQP2.tsv
the other,2,658,"[27, 29, 658, 1150]",SQP2.tsv
a hundred,2,696,"[27, 696, 697, 698, 1061, 1335]",SQP2.tsv
a hundred and,3,698,"[27, 697, 698, 1061]",SQP2.tsv
one i,2,951,"[27, 951, 1190]",SQP2.tsv
try,1,1013,"[27, 29, 401, 1013, 1149, 1344]",SQP2.tsv
forty,1,1189,"[27, 1188, 1189, 1200, 1202, 1209, 1212]",SQP2.tsv
out and,2,29,"[19, 29, 604]",SQP2.tsv
be like,2,109,"[29, 109, 111, 167, 265, 448, 500, 502, 591, 594, 596, 647, 720, 728, 912, 926, 951, 1063, 1086, 1094, 1096, 1100, 1283, 1326, 1328, 1516]",SQP2.tsv
and it be,3,111,"[29, 111]",SQP2.tsv
and it,2,111,"[29, 111, 234, 299, 480, 604, 1360, 1516]",SQP2.tsv
all the,2,117,"[29, 46, 117, 275, 417, 491, 906, 919, 996, 1033, 1221, 1225, 1227, 1297]",SQP2.tsv
it be,2,157,"[29, 33, 157, 160, 238, 277, 279, 353, 417, 463, 549, 573, 602, 789, 850, 906, 985, 1010, 1059, 1088, 1096, 1102, 1139, 1152, 1154, 1260, 1384]",SQP2.tsv
on the,2,161,"[29, 46, 161, 234, 349, 703, 745, 790, 906, 1368, 1412, 1497]",SQP2.tsv
and it's,2,259,"[29, 259, 261, 890, 1235, 1239, 1354]",SQP2.tsv
it's all,2,259,"[29, 224, 241, 259, 962]",SQP2.tsv
like a,2,261,"[29, 261, 406, 900, 906, 1249, 1479, 1516]",SQP2.tsv
here and,2,261,"[29, 261]",SQP2.tsv
and you,2,271,"[29, 251, 271, 367, 604, 658, 662, 902, 934, 1237, 1259]",SQP2.tsv
like the,2,280,"[29, 250, 280, 435, 626, 904, 1101, 1259, 1283]",SQP2.tsv
that i,2,367,"[29, 244, 246, 367, 555, 836, 874, 980, 1010, 1127, 1442, 1498]",SQP2.tsv
be really,2,367,"[29, 367, 393, 463, 641, 653, 686, 868]",SQP2.tsv
come,1,404,"[29, 196, 198, 246, 404, 556, 572, 596, 634, 720, 722, 917, 919, 946, 964, 966, 967, 999, 1056, 1073, 1136, 1223, 1235, 1245, 1311, 1442]",SQP2.tsv
lovely,1,410,"[29, 410, 1011, 1054, 1056, 1355, 1415]",SQP2.tsv
stuff like,2,874,"[29, 874, 884, 908]",SQP2.tsv
stuff,1,874,"[29, 224, 874, 884, 908, 1019, 1215]",SQP2.tsv
and stuff,2,1019,"[29, 1019, 1215]",SQP2.tsv
fit,1,1055,"[29, 1055, 1344, 1387, 1390, 1392, 1419]",SQP2.tsv
it be really,3,1096,"[29, 463, 1096]",SQP2.tsv
you can,2,1124,"[29, 103, 1124, 1237, 1358, 1470]",SQP2.tsv
and you can,3,1237,"[29, 1237]",SQP2.tsv
be like a,3,1516,"[29, 1516]",SQP2.tsv
look,1,39,"[31, 33, 39, 246, 259, 406, 440, 452, 491, 493, 653, 951, 997, 1019, 1113, 1169, 1183, 1185, 1234, 1235, 1243, 1315, 1325, 1326, 1395, 1421, 1506]",SQP2.tsv
and they,2,132,"[31, 132, 138, 309, 349, 419, 653, 658, 675, 717, 1192]",SQP2.tsv
big,1,279,"[31, 141, 279, 306, 664, 695, 1382, 1400, 1401, 1457]",SQP2.tsv
a bite,2,280,"[31, 45, 160, 280, 344, 346, 478, 641, 753, 963, 992, 1015, 1040, 1046, 1130, 1158, 1204, 1237, 1259, 1292, 1302, 1305, 1326, 1328, 1334, 1438, 1442, 1457, 1479]",SQP2.tsv
be too,2,353,"[31, 353]",SQP2.tsv
leave,1,381,"[31, 381, 384, 437, 440, 442, 464, 466, 486, 573, 626, 1061, 1215]",SQP2.tsv
