Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
you don't,2,133,"[0, 133, 166, 243, 328]",S6UQ.tsv
have to,2,222,"[0, 52, 67, 165, 222, 334, 405, 433, 491]",S6UQ.tsv
eat,1,493,"[0, 483, 491, 493, 496, 498, 499, 503, 504]",S6UQ.tsv
well,1,20,"[3, 20, 58, 67, 73, 74, 96, 101, 104, 159, 161, 191, 202, 283, 309, 347, 370, 393, 401, 420, 476, 482, 502, 513, 522, 525, 530]",S6UQ.tsv
want,1,101,"[3, 95, 101, 243, 253, 294, 303, 372, 403, 504]",S6UQ.tsv
chicken kiev,2,142,"[3, 142]",S6UQ.tsv
yeah,1,34,"[5, 11, 21, 23, 34, 40, 41, 55, 124, 131, 134, 138, 143, 169, 179, 192, 199, 206, 228, 234, 252, 257, 290, 300, 308, 341, 349, 356, 381, 395, 401, 402, 410, 413, 418, 427, 435, 451, 466, 480, 502, 513, 547]",S6UQ.tsv
know,1,20,"[7, 20, 44, 56, 73, 77, 89, 95, 159, 163, 179, 197, 248, 256, 270, 301, 309, 311, 315, 325, 355, 376, 379, 392, 440, 489, 494, 495, 513, 522, 530]",S6UQ.tsv
i know,2,56,"[7, 44, 56, 95, 163, 179, 355, 489, 494, 522]",S6UQ.tsv
be it,2,66,"[9, 66, 152, 155, 380, 382, 463]",S6UQ.tsv
wasn't that,2,142,"[9, 142]",S6UQ.tsv
but they be,3,13,"[10, 13]",S6UQ.tsv
they be,2,13,"[10, 12, 13, 253, 393, 504]",S6UQ.tsv
but they,2,18,"[13, 18, 26]",S6UQ.tsv
say,1,42,"[13, 42, 62, 90, 140, 145, 159, 160, 166, 167, 243, 244, 346, 348, 410, 411, 491, 513, 522, 526]",S6UQ.tsv
you say,2,346,"[13, 346, 410]",S6UQ.tsv
the mayonnaise,2,40,"[15, 40]",S6UQ.tsv
mayonnaise,1,42,"[15, 42]",S6UQ.tsv
could,1,196,"[15, 59, 99, 196, 269, 536]",S6UQ.tsv
in the day,3,19,"[18, 19]",S6UQ.tsv
early,1,19,"[18, 19]",S6UQ.tsv
in the,2,76,"[18, 19, 76, 303, 316, 524]",S6UQ.tsv
okay,1,63,"[21, 63, 384, 452]",S6UQ.tsv
see,1,25,"[6, 25, 57, 73, 119, 126, 148, 175, 254, 325, 368, 371, 390, 444, 467, 493, 510, 529, 531, 533]",S6UQ.tsv
i see,2,119,"[25, 119, 368, 371, 390, 467, 510, 529, 531, 533]",S6UQ.tsv
vegetables,1,34,"[31, 33, 34]",S6UQ.tsv
should be,2,36,"[31, 36]",S6UQ.tsv
good,1,92,"[31, 69, 92, 142, 204, 297, 351, 352, 528]",S6UQ.tsv
be a,2,186,"[31, 186, 204, 273, 282, 294, 329, 504]",S6UQ.tsv
have a,2,33,"[4, 33, 220, 251, 330, 442, 513]",S6UQ.tsv
like,1,33,"[12, 18, 20, 22, 26, 33, 36, 41, 42, 59, 67, 101, 129, 139, 144, 145, 146, 171, 186, 198, 202, 236, 237, 242, 243, 244, 248, 253, 256, 258, 270, 274, 276, 286, 292, 312, 314, 346, 357, 370, 377, 404, 408, 410, 411, 434, 439, 440, 443, 448, 449, 458, 472, 478, 488, 492, 500, 504, 507, 509, 522, 528, 530, 532, 538, 539, 540]",S6UQ.tsv
us,1,106,"[33, 106, 107, 281, 441]",S6UQ.tsv
week,1,410,"[33, 410]",S6UQ.tsv
a couple of,3,35,"[12, 35]",S6UQ.tsv
get,1,35,"[12, 14, 16, 35, 95, 123, 161, 183, 258, 280, 295, 307, 332, 340, 342, 344, 348, 358, 382, 504, 522]",S6UQ.tsv
gonna,1,52,"[35, 47, 52, 60, 378, 391, 472, 478]",S6UQ.tsv
to be,2,101,"[35, 67, 101, 139, 334, 346, 423]",S6UQ.tsv
in a,2,198,"[35, 39, 198, 240]",S6UQ.tsv
never,1,227,"[35, 159, 227, 246, 309, 375, 414]",S6UQ.tsv
be use,2,321,"[35, 321, 322]",S6UQ.tsv
use,1,47,"[35, 37, 47, 321, 322, 346, 358, 365, 367, 373, 382]",S6UQ.tsv
we're,1,431,"[35, 431]",S6UQ.tsv
though,1,43,"[37, 43, 91, 248, 294, 358, 534]",S6UQ.tsv
cook,1,39,"[36, 39, 151, 202]",S6UQ.tsv
wok,1,39,"[36, 39]",S6UQ.tsv
sauce,1,41,"[4, 41, 142]",S6UQ.tsv
really,1,60,"[41, 60, 73, 95, 96, 133, 137, 224, 399, 403, 409, 410, 473, 495, 504]",S6UQ.tsv
i don't,2,238,"[41, 73, 89, 197, 238, 294, 297, 309, 367, 379, 399, 403, 419, 421, 530, 538, 540, 542]",S6UQ.tsv
yeah i,2,138,"[41, 138, 179, 427, 547]",S6UQ.tsv
properly,1,45,"[44, 45, 400]",S6UQ.tsv
