Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
tell,1,84,"[0, 84, 89]",SEL5.tsv
okay,1,207,"[0, 33, 73, 77, 134, 191, 207, 280]",SEL5.tsv
beat,1,9,"[6, 9, 12, 18]",SEL5.tsv
change that,2,11,"[10, 11]",SEL5.tsv
to the,2,15,"[6, 14, 15, 81, 195, 207, 227, 244]",SEL5.tsv
year ones,2,15,"[14, 15, 17]",SEL5.tsv
well,1,70,"[23, 46, 70, 82, 90, 105, 108, 132, 155, 197, 226, 229, 246, 254, 288]",SEL5.tsv
rhyme,1,78,"[23, 25, 39, 78, 87, 89, 108, 132, 137, 141, 189, 197, 198, 248, 253, 257, 268, 270, 271, 281, 284, 286, 288]",SEL5.tsv
with a,2,32,"[25, 32, 260]",SEL5.tsv
eat,1,29,"[27, 28, 29, 127, 132, 183]",SEL5.tsv
dough,1,28,"[27, 28, 29, 31, 32]",SEL5.tsv
be a,2,62,"[39, 62, 191, 197, 201]",SEL5.tsv
think,1,91,"[39, 91, 108, 132, 141, 218, 221, 225, 229, 243, 284]",SEL5.tsv
do that,2,43,"[2, 12, 43, 93, 137, 246, 268]",SEL5.tsv
might,1,43,"[26, 43, 57]",SEL5.tsv
well i,2,254,"[46, 132, 254]",SEL5.tsv
and they,2,48,"[20, 48, 50, 51, 243]",SEL5.tsv
squeak and,2,57,"[52, 57]",SEL5.tsv
squeak,1,57,"[52, 57]",SEL5.tsv
and run,2,57,"[54, 57]",SEL5.tsv
give,1,59,"[40, 57, 59, 186]",SEL5.tsv
at him,2,76,"[69, 76]",SEL5.tsv
throw,1,76,"[71, 76, 77, 166, 184, 185, 260]",SEL5.tsv
call,1,75,"[2, 64, 68, 75]",SEL5.tsv
yeah,1,75,"[10, 18, 30, 36, 42, 75, 80, 81, 88, 95, 109, 116, 118, 122, 123, 126, 142, 143, 151, 153, 154, 158, 159, 172, 177, 182, 215, 219, 220, 238, 249, 271]",SEL5.tsv
name,1,68,"[27, 28, 68, 75, 78]",SEL5.tsv
call him name,3,78,"[75, 78]",SEL5.tsv
mud at,2,77,"[68, 77]",SEL5.tsv
and throw mud at him,5,77,"[76, 77]",SEL5.tsv
a happy,2,162,"[79, 162]",SEL5.tsv
in a,2,170,"[79, 170, 171, 224, 244]",SEL5.tsv
bully,1,81,"[64, 81]",SEL5.tsv
song,1,87,"[28, 87, 90, 112, 162]",SEL5.tsv
what about,2,188,"[87, 188]",SEL5.tsv
one,1,90,"[47, 55, 57, 64, 89, 90, 115, 120, 121, 131, 143, 164, 169, 175, 179, 188, 191, 197, 201, 206, 239, 245, 251, 268, 273]",SEL5.tsv
remember,1,90,"[66, 78, 90, 141, 155, 253, 255, 257]",SEL5.tsv
one of,2,131,"[90, 131, 197, 201]",SEL5.tsv
of your,2,260,"[90, 260]",SEL5.tsv
boy,1,92,"[64, 92]",SEL5.tsv
what about the,3,188,"[92, 166, 188]",SEL5.tsv
some of,2,94,"[72, 94]",SEL5.tsv
of it,2,95,"[94, 95]",SEL5.tsv
