Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
want to,2,70,"[0, 61, 70, 219, 346, 348, 360, 402, 404]",S2JV.tsv
want,1,100,"[0, 61, 70, 81, 84, 100, 219, 342, 346, 348, 360, 361, 402, 404]",S2JV.tsv
a love song,3,2,"[1, 2]",S2JV.tsv
be sing,2,2,"[1, 2]",S2JV.tsv
be sing a love song,5,3,"[2, 3]",S2JV.tsv
wed ring,2,6,"[3, 5, 6]",S2JV.tsv
wed,1,6,"[5, 6]",S2JV.tsv
cos,1,10,"[1, 10, 48, 73, 118, 178, 207, 211, 241, 258, 285, 295, 308, 328, 355, 361, 363]",S2JV.tsv
this be,2,72,"[14, 72, 87, 164, 165, 167, 219, 305]",S2JV.tsv
make a,2,20,"[19, 20, 40, 42, 43]",S2JV.tsv
corn monkey,2,20,"[19, 20, 24]",S2JV.tsv
corn,1,20,"[19, 20, 23, 24, 25, 32, 40, 42, 44, 48]",S2JV.tsv
they make,2,23,"[20, 23]",S2JV.tsv
monkey,1,23,"[20, 23, 24, 27, 32, 37, 39, 40, 46, 48]",S2JV.tsv
make,1,40,"[20, 40, 42, 43, 48, 74, 280, 363]",S2JV.tsv
ten,1,24,"[23, 24, 40, 64]",S2JV.tsv
six,1,24,"[23, 24, 40, 377]",S2JV.tsv
they pretend,2,33,"[32, 33, 34]",S2JV.tsv
three,1,37,"[36, 37, 40, 48, 62, 63, 66, 185, 287]",S2JV.tsv
yes,1,41,"[13, 41, 99, 164]",S2JV.tsv
weird,1,43,"[1, 43, 52, 104, 122, 238]",S2JV.tsv
he make a,3,43,"[40, 42, 43]",S2JV.tsv
he make,2,43,"[40, 43]",S2JV.tsv
he make a ladybird,4,43,"[42, 43]",S2JV.tsv
ladybird,1,46,"[43, 46]",S2JV.tsv
though,1,97,"[54, 97, 199, 239, 332]",S2JV.tsv
dream,1,56,"[1, 53, 56, 98, 132, 167, 213, 241, 242, 247, 318]",S2JV.tsv
the dream,2,247,"[56, 213, 247]",S2JV.tsv
well,1,61,"[1, 34, 42, 57, 61, 72, 97, 100, 124, 194, 205, 206, 217, 302, 348, 356, 358, 362, 392, 400]",S2JV.tsv
would,1,61,"[40, 61, 100, 151, 331, 397, 399, 401]",S2JV.tsv
to do,2,316,"[61, 316, 318, 361]",S2JV.tsv
hundred and,2,63,"[48, 63]",S2JV.tsv
hundred and three pound,4,63,"[62, 63]",S2JV.tsv
one of the,3,74,"[13, 74]",S2JV.tsv
one,1,74,"[13, 27, 40, 42, 48, 74, 81, 84, 118, 131, 163, 235, 272, 284, 287, 346, 403]",S2JV.tsv
of the,2,74,"[13, 42, 74, 141, 191, 216, 225, 233, 402, 404]",S2JV.tsv
way,1,74,"[70, 74, 227]",S2JV.tsv
be you,2,278,"[74, 278, 355]",S2JV.tsv
yeah,1,76,"[71, 73, 75, 76, 95, 115, 120, 122, 129, 133, 136, 138, 139, 141, 157, 170, 175, 177, 179, 182, 187, 237, 243, 257, 260, 274, 277, 294, 303, 309, 317, 336, 360, 370, 374, 382, 391, 393, 407]",S2JV.tsv
two,1,81,"[23, 81, 82, 84, 86, 117, 124, 132, 225, 233, 235, 287, 374, 385]",S2JV.tsv
know,1,91,"[16, 57, 91, 92, 131, 147, 161, 180, 183, 216, 230, 240, 294, 296, 297, 326]",S2JV.tsv
ice,1,97,"[91, 97]",S2JV.tsv
even,1,332,"[91, 230, 332, 340]",S2JV.tsv
they're,1,93,"[8, 93, 131, 205, 209, 221, 295, 364, 367, 397]",S2JV.tsv
on their own,3,368,"[93, 368]",S2JV.tsv
go,1,109,"[32, 36, 48, 100, 102, 109, 114, 123, 126, 158, 185, 219, 242, 247, 368, 397, 399, 409]",S2JV.tsv
's,1,109,"[62, 70, 109, 358, 361, 404, 406]",S2JV.tsv
go into,2,114,"[109, 114]",S2JV.tsv
eat,1,111,"[70, 111, 250, 256]",S2JV.tsv
one of,2,118,"[13, 74, 118, 173]",S2JV.tsv
fancy,1,18,"[13, 15, 18, 117, 118, 126, 127, 132, 191]",S2JV.tsv
i think,2,143,"[118, 131, 143, 159, 180, 266]",S2JV.tsv
think,1,128,"[118, 126, 128, 131, 143, 159, 180, 256, 266, 273, 291, 295, 361, 374, 390, 391]",S2JV.tsv
get,1,120,"[23, 32, 36, 48, 62, 64, 70, 104, 120, 122, 139, 143, 145, 174, 219, 220, 225, 233, 235, 305, 314, 320, 322, 325, 340, 349, 354, 358, 390, 391, 399, 403]",S2JV.tsv
yeah i,2,243,"[120, 243]",S2JV.tsv
like,1,122,"[1, 27, 32, 40, 48, 57, 59, 70, 100, 104, 115, 117, 122, 123, 126, 129, 130, 131, 140, 143, 171, 173, 183, 185, 191, 199, 206, 209, 219, 220, 242, 243, 247, 276, 284, 287, 295, 301, 305, 313, 314, 338, 342, 346, 348, 361, 363, 364, 370, 374, 375, 377, 387, 397]",S2JV.tsv
the girls,2,122,"[48, 122, 209, 220]",S2JV.tsv
that be,2,122,"[50, 122, 123]",S2JV.tsv
be the,2,122,"[72, 122, 163, 164, 165, 267, 374]",S2JV.tsv
