Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
cost,1,1,"[0, 1, 2, 3, 8, 41, 42]",SDQ8.tsv
go to,2,14,"[0, 10, 14, 43, 45, 48, 57, 147, 151, 178, 182, 283, 317, 319, 321, 429, 479, 487, 531, 550, 551]",SDQ8.tsv
much,1,33,"[0, 33, 41, 128, 203, 222, 298, 429, 472, 554]",SDQ8.tsv
spain,1,33,"[0, 33, 43, 226]",SDQ8.tsv
how much,2,41,"[0, 41]",SDQ8.tsv
go,1,15,"[0, 10, 14, 15, 21, 25, 34, 43, 45, 48, 54, 57, 122, 124, 128, 147, 151, 178, 180, 182, 189, 190, 192, 199, 218, 222, 237, 283, 310, 316, 317, 319, 321, 327, 429, 438, 479, 487, 499, 500, 513, 526, 527, 529, 531, 543, 547, 550, 551, 599, 602]",SDQ8.tsv
say,1,27,"[0, 10, 27, 43, 86, 162, 170, 171, 230, 347, 361, 514, 520, 522, 557, 568, 634]",SDQ8.tsv
okay,1,59,"[0, 59, 142, 147, 172, 188, 194, 269, 302, 361, 398, 454, 519, 607, 611]",SDQ8.tsv
you be,2,552,"[0, 10, 28, 43, 60, 279, 361, 395, 442, 531, 532, 552, 557, 564]",SDQ8.tsv
cost not,2,3,"[2, 3]",SDQ8.tsv
a word,2,4,"[3, 4]",SDQ8.tsv
yeah,1,9,"[6, 9, 15, 24, 26, 29, 44, 47, 54, 65, 66, 70, 89, 91, 102, 105, 108, 109, 114, 117, 128, 129, 131, 132, 147, 169, 175, 177, 179, 191, 195, 198, 202, 212, 213, 215, 216, 219, 223, 239, 243, 249, 254, 260, 265, 270, 286, 288, 290, 297, 329, 356, 375, 413, 414, 431, 438, 439, 459, 462, 465, 478, 491, 492, 495, 500, 501, 518, 519, 532, 534, 553, 566, 572, 590, 595]",SDQ8.tsv
cost a thousand pound,4,8,"[1, 8]",SDQ8.tsv
it cost,2,41,"[8, 41, 42]",SDQ8.tsv
do it,2,41,"[8, 41, 186, 241, 437, 468, 477, 523, 524]",SDQ8.tsv
holiday,1,124,"[8, 10, 34, 124, 222, 224, 241, 484]",SDQ8.tsv
for the,2,547,"[8, 34, 42, 265, 531, 547]",SDQ8.tsv
