Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
cup of tea,3,1,"[0, 1]",SVRQ.tsv
would,1,129,"[0, 129, 152, 157, 161, 585, 666, 690, 692, 693, 733, 833, 954, 988, 1014, 1028, 1030, 1216, 1217]",SVRQ.tsv
like,1,24,"[0, 17, 24, 108, 142, 175, 203, 212, 214, 221, 318, 348, 368, 396, 400, 454, 481, 483, 492, 502, 520, 643, 650, 676, 679, 695, 705, 710, 724, 734, 736, 751, 764, 766, 767, 800, 824, 833, 835, 847, 895, 966, 982, 988, 1030, 1131, 1150, 1160, 1161, 1163, 1222, 1281, 1339]",SVRQ.tsv
tea,1,377,"[0, 377]",SVRQ.tsv
like a,2,24,"[0, 24, 142, 676, 695]",SVRQ.tsv
you like,2,502,"[0, 502, 1281]",SVRQ.tsv
i'm,1,25,"[3, 25, 262, 442, 497, 571, 690, 722, 813, 966, 1051]",SVRQ.tsv
and then,2,104,"[5, 104, 110, 170, 172, 240, 249, 310, 392, 400, 451, 471, 474, 478, 492, 502, 516, 522, 526, 575, 600, 626, 642, 695, 696, 707, 715, 722, 745, 796, 800, 833, 879, 893, 952, 968, 1030, 1073, 1125, 1131, 1267, 1281, 1338]",SVRQ.tsv
but it's,2,122,"[5, 122, 267, 282, 297, 1117]",SVRQ.tsv
want to,2,371,"[5, 371, 502, 558, 650, 826, 830, 927, 929, 980, 982, 997, 1016, 1018, 1356]",SVRQ.tsv
want,1,44,"[5, 44, 97, 371, 394, 481, 502, 518, 558, 650, 788, 801, 826, 830, 833, 839, 885, 927, 929, 980, 982, 997, 1016, 1018, 1231, 1245, 1356]",SVRQ.tsv
i want to,3,650,"[5, 558, 650, 826]",SVRQ.tsv
first,1,402,"[5, 402, 650, 705, 1310, 1312]",SVRQ.tsv
it's a,2,300,"[5, 300, 302, 398, 408, 429, 454, 509, 681, 684, 833, 845, 901, 940, 943, 1084, 1125, 1157, 1314, 1386, 1388]",SVRQ.tsv
decide,1,330,"[5, 330, 861, 863]",SVRQ.tsv
