Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
erm so,2,54,"[0, 47, 54, 84, 90, 281]",S2QU.tsv
all the,2,214,"[0, 214, 257, 301, 360, 363, 425, 462, 480]",S2QU.tsv
in the,2,36,"[5, 6, 36, 38, 52, 92, 149, 174, 196, 198, 230, 266, 269, 270, 287, 304, 343, 367, 411, 424, 506, 518, 540, 669, 670]",S2QU.tsv
you know,2,12,"[6, 12, 29, 47, 56, 61, 67, 87, 90, 98, 99, 101, 141, 166, 168, 174, 218, 219, 221, 225, 255, 268, 269, 283, 363, 373, 393, 397, 423, 425, 430, 434, 438, 446, 450, 480, 530, 545, 599, 613]",S2QU.tsv
be in,2,6,"[3, 6, 70, 230, 265, 343, 351, 367]",S2QU.tsv
right,1,72,"[6, 13, 65, 72, 88, 171, 185, 232, 275, 393, 401, 436, 437, 473, 501, 602, 605, 616, 640]",S2QU.tsv
know,1,93,"[6, 10, 29, 47, 56, 67, 87, 90, 93, 99, 101, 137, 141, 156, 165, 166, 168, 174, 218, 219, 221, 225, 255, 258, 268, 269, 271, 277, 283, 296, 315, 325, 363, 373, 377, 387, 388, 393, 397, 414, 418, 423, 425, 430, 431, 432, 434, 436, 438, 446, 450, 454, 468, 476, 480, 498, 530, 534, 545, 599, 613]",S2QU.tsv
he be,2,139,"[6, 139, 143, 149, 151, 174, 192, 321, 323, 327, 332, 365, 367, 393, 472, 524]",S2QU.tsv
the end,2,174,"[5, 6, 174, 436, 466, 516]",S2QU.tsv
be in the,3,230,"[6, 230, 343, 367]",S2QU.tsv
he be in the,4,367,"[6, 367]",S2QU.tsv
end,1,219,"[6, 174, 219, 436, 466, 469, 471, 516]",S2QU.tsv
if it's,2,64,"[8, 64, 140, 261, 266]",S2QU.tsv
yeah,1,14,"[10, 13, 14, 26, 27, 32, 34, 44, 45, 50, 62, 67, 76, 80, 83, 85, 91, 93, 95, 97, 109, 111, 115, 121, 124, 128, 130, 131, 141, 143, 156, 157, 158, 160, 166, 174, 179, 181, 182, 195, 197, 201, 202, 213, 216, 218, 219, 223, 224, 226, 233, 254, 257, 261, 267, 275, 278, 301, 314, 322, 331, 341, 347, 353, 364, 365, 369, 384, 389, 390, 392, 394, 400, 401, 402, 407, 409, 410, 411, 412, 420, 421, 423, 424, 426, 429, 433, 436, 437, 438, 440, 443, 445, 452, 455, 463, 473, 476, 479, 481, 482, 483, 484, 487, 490, 491, 517, 519, 521, 525, 529, 534, 535, 538, 541, 542, 544, 546, 549, 550, 562, 573, 576, 583, 585, 587, 593, 601, 602, 604, 612, 621, 628, 632, 639, 645, 647, 649]",S2QU.tsv
what's,1,40,"[10, 40, 236, 287, 359, 396, 439, 452, 503, 520, 530, 535]",S2QU.tsv
look,1,56,"[10, 56, 72, 84, 110, 111, 113, 160, 234, 255, 266, 326, 332, 410, 528, 578, 623, 630, 641, 648, 649, 650]",S2QU.tsv
house,1,24,"[10, 24, 31, 56, 63, 70, 72, 84, 670]",S2QU.tsv
they're,1,60,"[10, 49, 60, 69, 72, 156, 217, 219, 252, 254, 255, 274, 336, 361, 373, 393, 452, 483, 516, 518, 538, 667]",S2QU.tsv
house and,2,72,"[10, 72]",S2QU.tsv
well,1,10,"[7, 10, 12, 15, 22, 47, 51, 72, 118, 139, 141, 152, 158, 173, 232, 243, 257, 259, 260, 266, 270, 276, 283, 314, 320, 337, 360, 362, 367, 384, 435, 436, 439, 457, 465, 466, 469, 472, 478, 501, 502, 516, 534, 535, 632, 657, 665]",S2QU.tsv
one,1,10,"[9, 10, 47, 67, 83, 141, 211, 219, 265, 372, 410, 419, 427, 436, 438, 518, 535, 594, 640]",S2QU.tsv
with it,2,147,"[10, 147, 151, 168, 475]",S2QU.tsv
but he,2,149,"[10, 149, 283, 566]",S2QU.tsv
say,1,12,"[10, 12, 17, 47, 63, 67, 98, 118, 127, 151, 155, 156, 160, 163, 170, 172, 189, 206, 221, 337, 371, 387, 401, 420, 430, 432, 472, 486, 498, 564, 566, 569, 570, 657]",S2QU.tsv
thirty,1,261,"[10, 261, 265]",S2QU.tsv
be from,2,423,"[10, 45, 49, 423]",S2QU.tsv
very well,2,465,"[10, 465]",S2QU.tsv
as you,2,531,"[10, 531]",S2QU.tsv
that's,1,18,"[13, 18, 56, 61, 62, 65, 67, 80, 87, 88, 138, 140, 171, 172, 179, 184, 235, 269, 270, 272, 281, 307, 336, 344, 345, 349, 378, 413, 419, 434, 436, 439, 453, 454, 470, 472, 473, 482, 488, 498, 508, 530, 551, 569, 570, 575, 605, 607, 611, 651]",S2QU.tsv
yeah that's right,3,473,"[13, 473]",S2QU.tsv
get,1,14,"[11, 14, 15, 17, 38, 51, 56, 57, 76, 123, 145, 147, 148, 150, 154, 156, 157, 163, 168, 174, 176, 178, 183, 214, 219, 255, 257, 270, 274, 279, 315, 320, 321, 367, 438, 443, 446, 460, 464, 466, 475, 502, 504, 508, 518, 561, 586, 600, 607, 609, 631, 655]",S2QU.tsv
people,1,15,"[7, 15, 24, 31, 38, 58, 79, 156, 276, 363, 387, 659]",S2QU.tsv
and i,2,72,"[15, 72, 154, 160, 174, 219, 221, 251, 304, 365, 373, 391, 480, 542, 566]",S2QU.tsv
good,1,15,"[5, 15, 61, 87, 143, 184, 201, 235, 255, 344, 382, 384, 403, 407, 409, 410, 419, 424, 460, 470, 621, 628, 651]",S2QU.tsv
get a,2,15,"[14, 15, 38, 148, 168, 219, 279, 367, 443]",S2QU.tsv
make,1,229,"[15, 229, 257, 530, 663]",S2QU.tsv
we get,2,475,"[15, 475]",S2QU.tsv
go,1,17,"[3, 9, 17, 49, 56, 70, 75, 104, 118, 124, 149, 163, 172, 173, 174, 176, 183, 205, 209, 215, 219, 221, 222, 223, 243, 281, 286, 301, 314, 315, 320, 321, 340, 344, 345, 356, 365, 384, 399, 430, 466, 475, 518, 520, 530, 532, 572, 577, 607, 611, 625, 645, 663, 666, 668]",S2QU.tsv
we just,2,70,"[17, 67, 70]",S2QU.tsv
and the,2,17,"[14, 17, 49, 72, 113, 255, 269, 275, 283, 351, 516]",S2QU.tsv
three,1,72,"[17, 72, 156, 261, 503, 516]",S2QU.tsv
thousand,1,17,"[7, 12, 17, 72]",S2QU.tsv
four,1,17,"[7, 17, 72, 261]",S2QU.tsv
hundred,1,72,"[17, 72]",S2QU.tsv
last,1,139,"[17, 139, 527, 641, 668]",S2QU.tsv
just go,2,149,"[17, 149, 163, 466]",S2QU.tsv
and a half,3,159,"[17, 159]",S2QU.tsv
be the,2,160,"[17, 160, 173, 174, 219, 363, 406, 410, 435, 458, 516, 537]",S2QU.tsv
but it's,2,63,"[17, 63, 79, 160, 429, 548, 621]",S2QU.tsv
we do,2,237,"[17, 43, 237, 360, 648]",S2QU.tsv
and a,2,345,"[17, 96, 125, 345]",S2QU.tsv
and erm,2,347,"[17, 47, 96, 347, 423, 460, 496, 535]",S2QU.tsv
i think,2,56,"[19, 25, 56, 72, 80, 163, 219, 266, 273, 342, 363, 367, 410, 513, 532, 549, 550, 568, 570, 595, 619, 621, 628, 630, 650]",S2QU.tsv
and they,2,56,"[19, 51, 56, 72, 84, 218, 219, 270, 416, 518]",S2QU.tsv
five,1,72,"[19, 72, 401, 468]",S2QU.tsv
think,1,19,"[3, 19, 21, 25, 28, 35, 56, 67, 72, 74, 80, 99, 157, 160, 163, 174, 219, 266, 269, 273, 342, 363, 367, 372, 410, 428, 441, 446, 460, 471, 513, 532, 545, 549, 550, 568, 570, 595, 619, 621, 628, 630, 650]",S2QU.tsv
put,1,24,"[19, 24, 31, 173, 174, 183, 288, 337, 389, 401, 410, 568, 589, 590, 593, 625, 627, 631, 632, 641, 645, 648, 653, 656, 657, 665]",S2QU.tsv
i think he,3,363,"[19, 363, 367, 550]",S2QU.tsv
be do,2,174,"[21, 174, 292, 551]",S2QU.tsv
then i,2,390,"[21, 390]",S2QU.tsv
we could,2,243,"[23, 37, 117, 243]",S2QU.tsv
probably,1,26,"[25, 26, 56, 61, 63, 548, 566, 599]",S2QU.tsv
do you,2,42,"[29, 42, 90, 189, 340, 344, 352, 441, 446, 448, 516, 530, 603, 619, 625, 646]",S2QU.tsv
so erm,2,45,"[40, 45]",S2QU.tsv
store,1,45,"[42, 45]",S2QU.tsv
somewhere,1,45,"[36, 42, 45]",S2QU.tsv
place,1,52,"[45, 52, 56, 61, 63, 100, 269, 351]",S2QU.tsv
to the,2,45,"[12, 45, 72, 173, 232, 345, 435, 466, 636]",S2QU.tsv
yeah so,2,45,"[14, 45, 166, 389]",S2QU.tsv
new,1,294,"[45, 294, 518, 648]",S2QU.tsv
it to,2,45,"[18, 45, 232, 548]",S2QU.tsv
us,1,194,"[45, 51, 94, 194, 232, 640, 648, 667]",S2QU.tsv
dad,1,47,"[11, 47, 540, 564, 565, 672]",S2QU.tsv
we've,1,54,"[47, 54, 84, 176, 234, 391]",S2QU.tsv
tell them,2,56,"[47, 56]",S2QU.tsv
he's,1,47,"[5, 14, 47, 56, 118, 139, 141, 145, 147, 149, 156, 157, 158, 159, 160, 164, 176, 178, 225, 229, 279, 281, 282, 283, 294, 295, 301, 337, 363, 365, 371, 438, 458, 460, 472, 490, 500, 523, 528, 530]",S2QU.tsv
it all,2,47,"[12, 47, 170, 301, 349, 472, 542, 636]",S2QU.tsv
do it,2,167,"[47, 167, 174, 176, 291, 292, 311, 391, 482, 551]",S2QU.tsv
give,1,155,"[47, 155, 184, 293, 317, 566, 621]",S2QU.tsv
tell,1,116,"[47, 56, 90, 116, 133, 231, 232, 292, 365, 430, 467, 468, 526, 540, 599, 641]",S2QU.tsv
be erm,2,365,"[47, 365, 411, 621]",S2QU.tsv
the one,2,535,"[47, 535, 594]",S2QU.tsv
to store,2,49,"[42, 49]",S2QU.tsv
erm and,2,56,"[49, 51, 56, 90, 315]",S2QU.tsv
agent,1,56,"[49, 56]",S2QU.tsv
and they're,2,60,"[49, 60, 252, 483]",S2QU.tsv
go to,2,49,"[3, 49, 104, 118, 163, 173, 174, 183, 205, 219, 281, 320, 344, 345, 365, 384, 518, 520, 530, 532, 572, 607, 625, 663, 666]",S2QU.tsv
it'll be,2,160,"[49, 160]",S2QU.tsv
anything,1,174,"[49, 174, 242, 406, 468, 486, 526, 558, 633]",S2QU.tsv
it in,2,49,"[16, 49, 176, 229, 291, 424, 458]",S2QU.tsv
to you,2,49,"[3, 49, 363]",S2QU.tsv
mean,1,49,"[12, 36, 49, 61, 79, 98, 130, 167, 221, 223, 261, 272, 397, 401, 413, 431, 454, 472, 549, 621, 640, 646]",S2QU.tsv
an agent,2,56,"[51, 56]",S2QU.tsv
as well,2,276,"[51, 173, 276, 320, 337, 360, 362, 367, 435, 469, 501, 502, 534]",S2QU.tsv
rightmove,1,57,"[56, 57, 61, 84]",S2QU.tsv
get to,2,150,"[57, 150, 466, 609]",S2QU.tsv
that's right,2,436,"[13, 65, 88, 171, 436, 473, 605]",S2QU.tsv
nice,1,67,"[52, 56, 67, 83, 84, 123, 252, 255, 266, 313, 400, 462, 488, 505, 588, 623, 631, 640, 641, 648, 649]",S2QU.tsv
you know that,3,67,"[56, 67, 99, 141, 221]",S2QU.tsv
