Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
yes,1,5,"[0, 2, 4, 5, 20, 24, 25, 33, 34, 35, 36, 37, 43, 44, 46, 50, 66, 67, 70, 74, 76, 93, 104, 106, 108, 111, 114, 115, 116, 118, 121, 122, 124, 131, 132, 134, 136, 137, 147, 148, 153, 156, 169, 176, 189, 194, 196, 201, 203, 216, 229, 230, 234, 239, 241, 247, 249, 251, 259, 261, 262, 265, 276, 278, 282, 284, 285, 290, 296, 298, 299, 302, 303, 305, 306, 314, 318, 323, 328, 332, 339, 355, 358, 359, 361, 363, 365, 369, 381, 383, 385, 387, 389, 391, 393, 394, 408, 409, 410, 411, 415, 418, 424, 431, 432, 433, 435, 437, 440, 442, 448, 449, 451]",S9D7.tsv
it be,2,103,"[0, 103, 187, 197, 238, 265, 286, 312, 332, 333, 354, 355, 365, 370, 372, 374, 384, 409]",S9D7.tsv
yes it,2,389,"[0, 24, 67, 265, 355, 389, 408, 409]",S9D7.tsv
nice,1,66,"[2, 40, 44, 66, 67, 115, 266, 280, 296, 352, 354, 355, 383, 384, 447, 449]",S9D7.tsv
be nice,2,384,"[2, 67, 115, 384]",S9D7.tsv
late,1,4,"[3, 4, 9, 52]",S9D7.tsv
for me,2,143,"[4, 143]",S9D7.tsv
seven,1,11,"[7, 8, 11]",S9D7.tsv
it's not,2,10,"[9, 10, 56, 387, 396]",S9D7.tsv
yeah,1,55,"[12, 16, 22, 29, 31, 55, 62, 69, 73, 75, 84, 85, 86, 94, 95, 121, 139, 144, 146, 152, 180, 186, 188, 191, 192, 198, 202, 209, 211, 219, 220, 224, 227, 231, 242, 243, 244, 245, 246, 250, 253, 254, 260, 287, 291, 292, 294, 295, 305, 307, 309, 311, 317, 319, 327, 331, 332, 333, 341, 343, 346, 348, 350, 355, 370, 371, 373, 375, 401, 406, 408, 409, 421, 427, 429, 439, 441]",S9D7.tsv
in the,2,16,"[1, 3, 16, 18, 19, 21, 33, 65, 79, 181, 244, 313, 320, 322, 357, 413]",S9D7.tsv
be a,2,21,"[16, 21, 66, 133, 197, 273, 283, 430, 434]",S9D7.tsv
to be,2,26,"[16, 26, 306, 430, 434]",S9D7.tsv
go to,2,45,"[16, 45, 200, 207, 220, 316, 388, 436, 438]",S9D7.tsv
cos,1,66,"[16, 56, 66, 83, 119, 149, 173, 226, 248, 324, 354, 423, 445]",S9D7.tsv
ten,1,171,"[16, 19, 65, 171]",S9D7.tsv
go,1,155,"[16, 45, 155, 173, 174, 199, 200, 207, 220, 253, 263, 316, 324, 342, 355, 388, 403, 436, 438]",S9D7.tsv
a bite,2,57,"[16, 57, 210, 218, 226, 289, 382]",S9D7.tsv
work,1,226,"[16, 58, 217, 226, 302, 304, 310]",S9D7.tsv
i'm,1,228,"[16, 50, 58, 114, 228]",S9D7.tsv
better,1,417,"[16, 320, 328, 410, 417]",S9D7.tsv
quite,1,197,"[18, 22, 56, 188, 190, 197, 208, 306, 354, 382, 388, 390, 395]",S9D7.tsv
quite a,2,382,"[18, 22, 56, 188, 382, 390, 395]",S9D7.tsv
way,1,203,"[20, 70, 203, 231, 378, 390, 430]",S9D7.tsv
the other,2,391,"[20, 222, 284, 391]",S9D7.tsv
there be,2,22,"[21, 22, 133, 248, 273, 275, 430, 432, 438]",S9D7.tsv
a lot,2,22,"[21, 22, 188, 277, 296, 333, 435]",S9D7.tsv
lot,1,197,"[21, 22, 188, 197, 275, 435]",S9D7.tsv
be quite,2,354,"[22, 354]",S9D7.tsv
ah right,2,27,"[17, 27, 48, 82, 184, 213, 274, 361, 392]",S9D7.tsv
right,1,163,"[17, 27, 48, 72, 82, 133, 163, 184, 213, 269, 274, 285, 332, 361, 392]",S9D7.tsv
oh right,2,163,"[32, 132, 163, 280, 285, 334, 341, 351, 381, 416]",S9D7.tsv
flat,1,330,"[33, 56, 330]",S9D7.tsv
be you,2,40,"[3, 40]",S9D7.tsv
year,1,45,"[40, 45, 46, 436]",S9D7.tsv
for christmas,2,49,"[40, 49]",S9D7.tsv
christmas,1,66,"[40, 66, 330]",S9D7.tsv
yes i,2,201,"[43, 201, 203, 261, 284, 355, 359, 361, 431]",S9D7.tsv
that's,1,79,"[44, 58, 72, 79, 83, 96, 132, 170, 186, 187, 188, 217, 255, 259, 269, 278, 280, 288, 296, 306, 324, 332, 341, 381, 392, 393, 447]",S9D7.tsv
yes that's,2,393,"[44, 132, 259, 278, 296, 306, 332, 393]",S9D7.tsv
yes but,2,66,"[46, 66, 121, 249, 369, 418]",S9D7.tsv
sure,1,228,"[50, 52, 114, 228]",S9D7.tsv
