Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
okay,1,1,"[0, 1, 22, 30, 195, 405, 509, 513, 515, 520, 528, 534, 536, 538, 658, 678, 694, 878]",ST7J.tsv
gonna,1,82,"[0, 29, 82, 303, 310, 360, 365, 419, 430, 432, 466, 495, 560, 562, 808, 844, 857, 879]",ST7J.tsv
be in,2,113,"[0, 113, 124, 249, 335, 550, 557, 559, 647, 713, 753]",ST7J.tsv
gonna be,2,303,"[0, 303, 562]",ST7J.tsv
in here,2,102,"[0, 102, 339, 340, 361, 753, 766, 874]",ST7J.tsv
you're gonna,2,466,"[0, 466, 562]",ST7J.tsv
be in here,3,753,"[0, 753]",ST7J.tsv
really,1,15,"[2, 15, 68, 129, 208, 209, 236, 252, 380, 409, 428, 429, 456, 482, 484, 498, 565, 578, 591, 611, 620, 623, 631, 633, 654, 671, 713, 723, 729, 797, 803, 805, 811, 877, 899, 924, 928]",ST7J.tsv
really come on,3,68,"[2, 68]",ST7J.tsv
get,1,21,"[2, 6, 10, 21, 27, 29, 87, 99, 115, 140, 190, 254, 262, 316, 321, 342, 358, 359, 361, 376, 381, 396, 425, 427, 428, 430, 448, 449, 454, 464, 467, 476, 481, 495, 497, 536, 541, 545, 553, 554, 555, 557, 590, 600, 606, 630, 649, 654, 661, 663, 684, 688, 689, 690, 715, 734, 736, 755, 759, 765, 771, 784, 798, 799, 814, 829, 835, 843, 847, 853, 858, 862, 867, 872, 879, 881, 886, 899, 907, 926, 933]",ST7J.tsv
the only,2,109,"[2, 109, 132, 885]",ST7J.tsv
come on,2,111,"[2, 68, 111, 134, 757, 825]",ST7J.tsv
well,1,35,"[2, 29, 35, 140, 198, 219, 239, 259, 296, 297, 316, 317, 326, 337, 395, 412, 415, 423, 425, 449, 462, 466, 489, 492, 498, 545, 560, 577, 588, 591, 601, 615, 632, 636, 644, 659, 661, 666, 713, 726, 734, 740, 751, 765, 783, 785, 840, 844, 847, 851, 855, 857, 880, 898, 910, 917, 923, 924]",ST7J.tsv
on a,2,227,"[2, 227, 715, 757, 759]",ST7J.tsv
come,1,55,"[2, 29, 55, 63, 68, 86, 111, 134, 237, 279, 303, 324, 339, 437, 565, 577, 657, 676, 697, 738, 757, 759, 771, 774, 776, 781, 790, 825, 888, 917, 939]",ST7J.tsv
your dad,2,241,"[2, 241, 293, 779, 806]",ST7J.tsv
obviously,1,234,"[2, 234, 245, 373, 423, 428, 510, 593, 726, 736, 924]",ST7J.tsv
dad,1,249,"[2, 249, 293, 476, 549, 629, 722, 725, 753, 779, 780, 806]",ST7J.tsv
's,1,310,"[2, 29, 310, 331, 337, 410, 413, 422, 438, 448, 495, 500, 502, 508, 511, 527, 529, 533, 537, 541, 550, 646, 827, 907]",ST7J.tsv
i don't,2,45,"[2, 8, 12, 45, 57, 162, 176, 238, 240, 335, 353, 422, 435, 462, 579, 616, 620, 632, 635, 661, 726, 753, 755, 797, 814, 835]",ST7J.tsv
change,1,342,"[2, 342, 366, 427, 451, 557, 706, 713]",ST7J.tsv
about the,2,476,"[2, 476, 917]",ST7J.tsv
but i,2,176,"[2, 10, 176, 254, 314, 467, 491, 726, 926]",ST7J.tsv
always,1,230,"[2, 230, 471, 766]",ST7J.tsv
that really,2,803,"[2, 803]",ST7J.tsv
last,1,48,"[4, 48, 568, 630, 659, 713, 813, 915]",ST7J.tsv
look,1,66,"[4, 66, 72, 74, 76, 80, 82, 84, 110, 113, 117, 157, 158, 236, 259, 305, 324, 361, 363, 366, 380, 393, 419, 449, 456, 457, 460, 461, 464, 466, 467, 478, 480, 482, 484, 490, 607, 653, 663, 677, 726, 744, 836, 847, 851, 853, 883, 886, 924, 928]",ST7J.tsv
look at,2,84,"[4, 84, 110, 393, 449, 478, 847, 851, 853, 886]",ST7J.tsv
so they,2,257,"[4, 257, 510]",ST7J.tsv
it for,2,325,"[4, 325, 593, 656, 896, 901, 914]",ST7J.tsv
leave,1,443,"[4, 29, 443, 862, 872]",ST7J.tsv
and i,2,456,"[4, 456, 478, 487, 567, 606, 636, 795, 853, 914, 926]",ST7J.tsv
in it,2,464,"[4, 464]",ST7J.tsv
i haven't,2,323,"[6, 10, 323, 530, 765]",ST7J.tsv
so i,2,162,"[6, 162, 214, 258, 454, 899, 933]",ST7J.tsv
no i,2,102,"[8, 102, 127, 254, 323, 344, 462, 471, 736, 797, 919]",ST7J.tsv
mind,1,254,"[8, 254, 419, 796, 797]",ST7J.tsv
no i don't,3,462,"[8, 462]",ST7J.tsv
do it,2,40,"[10, 40, 188, 576, 722, 734, 759, 779, 890]",ST7J.tsv
cos,1,153,"[10, 12, 16, 134, 153, 166, 430, 432, 464, 481, 488, 498, 636, 677, 707, 771, 773, 775, 794, 814, 873, 883, 886, 890, 894, 930, 931]",ST7J.tsv
think,1,45,"[10, 35, 45, 90, 140, 159, 198, 211, 227, 260, 262, 292, 298, 335, 387, 395, 422, 425, 427, 435, 439, 456, 460, 466, 467, 478, 495, 498, 531, 555, 559, 567, 622, 635, 652, 726, 736, 753, 755, 769, 843, 850, 869, 871, 873, 881, 890, 893, 903, 914, 924]",ST7J.tsv
give,1,167,"[10, 140, 147, 167, 351, 413, 606, 646, 917]",ST7J.tsv
i think,2,35,"[10, 35, 90, 140, 211, 227, 260, 262, 292, 298, 387, 395, 439, 456, 466, 467, 478, 495, 498, 531, 555, 559, 567, 622, 652, 726, 736, 873, 881, 893, 903, 914]",ST7J.tsv
i think i,3,227,"[10, 227, 555, 893, 903]",ST7J.tsv
i can't,2,308,"[10, 308, 398, 877, 899]",ST7J.tsv
put,1,266,"[10, 266, 360, 365, 369, 428, 429, 430, 454, 464, 467, 606, 618, 646, 759, 781, 783, 788]",ST7J.tsv
i can,2,318,"[10, 318, 454]",ST7J.tsv
think i,2,478,"[10, 478]",ST7J.tsv
even,1,140,"[10, 140, 190, 486, 630, 635, 722]",ST7J.tsv
to you,2,498,"[10, 498, 555]",ST7J.tsv
it but,2,559,"[10, 559, 914]",ST7J.tsv
can't,1,234,"[10, 234, 308, 398, 677, 877, 899, 923]",ST7J.tsv
them to,2,731,"[10, 731]",ST7J.tsv
and do,2,186,"[10, 186, 784]",ST7J.tsv
cos i,2,134,"[10, 16, 134, 873]",ST7J.tsv
like,1,72,"[12, 72, 74, 76, 113, 138, 151, 155, 168, 177, 178, 183, 197, 204, 208, 236, 241, 259, 277, 281, 307, 329, 344, 419, 422, 425, 427, 456, 457, 466, 471, 482, 487, 491, 576, 577, 590, 609, 635, 643, 646, 653, 659, 677, 679, 696, 711, 713, 715, 728, 733, 735, 744, 755, 759, 790, 793, 798, 804, 856, 877, 885, 893, 897, 899, 924]",ST7J.tsv
in the,2,155,"[12, 155, 166, 184, 245, 249, 255, 333, 657, 704, 759, 765, 771, 917]",ST7J.tsv
room,1,197,"[12, 197, 331, 335, 751, 753, 794, 798, 799]",ST7J.tsv
it's a,2,380,"[12, 380, 583, 753, 817, 897]",ST7J.tsv
don't like,2,425,"[12, 425, 790]",ST7J.tsv
cos they,2,677,"[12, 677]",ST7J.tsv
sort of,2,87,"[16, 87, 113, 422, 427, 432, 451, 606, 699, 720, 722]",ST7J.tsv
they be,2,134,"[16, 134, 273, 274, 276, 419, 612, 923]",ST7J.tsv
use,1,138,"[16, 138, 140, 147, 176, 204, 325, 422, 484, 554, 593, 771, 821, 825, 835, 899, 914]",ST7J.tsv
i didn't,2,254,"[16, 254, 491, 498, 644, 677, 700]",ST7J.tsv
sort,1,871,"[16, 422, 427, 432, 451, 606, 699, 720, 722, 871, 901]",ST7J.tsv
start,1,46,"[27, 46, 229, 288, 478, 480, 603, 756]",ST7J.tsv
go,1,53,"[27, 53, 62, 71, 127, 204, 218, 228, 229, 264, 292, 322, 340, 362, 387, 394, 428, 430, 432, 553, 577, 579, 601, 602, 636, 646, 696, 713, 715, 726, 785, 833, 853, 856, 857, 872, 873, 885, 886, 890, 899, 919]",ST7J.tsv
go to,2,127,"[27, 127, 322, 387, 428, 553, 579, 602, 713, 715, 833, 872, 899]",ST7J.tsv
time,1,157,"[27, 157, 204, 214, 254, 295, 296, 321, 427, 451, 742, 765, 785, 810, 811, 813, 885, 900, 915]",ST7J.tsv
to do,2,181,"[27, 181, 183, 557, 564, 579, 604, 636, 654, 707, 713, 715, 736, 743, 759, 763, 765]",ST7J.tsv
do your,2,241,"[27, 241, 293]",ST7J.tsv
you've get,2,316,"[27, 316, 359, 449, 467, 600, 736, 759, 814, 853, 886, 933]",ST7J.tsv
sorry,1,49,"[27, 49, 423, 446, 454, 700, 841]",ST7J.tsv
to get,2,27,"[21, 27, 140, 448, 454, 553, 715, 784, 881, 933]",ST7J.tsv
have to,2,29,"[20, 29, 183, 185, 186, 190, 241, 454, 478, 553, 579, 598, 624, 646, 656, 742, 759, 763, 764, 795, 859, 888]",ST7J.tsv
a bite,2,62,"[29, 62, 72, 171, 218, 375, 505, 630, 726, 733, 797, 813, 836, 914]",ST7J.tsv
later,1,78,"[29, 78, 254, 321]",ST7J.tsv
bite,1,109,"[29, 62, 72, 109, 171, 304, 375, 505, 630, 726, 733, 797, 813, 836, 888, 914]",ST7J.tsv
he's,1,71,"[29, 71, 166, 169, 170, 388, 389, 393, 396, 437, 755, 847]",ST7J.tsv
work,1,134,"[29, 134, 273, 550, 579, 650, 693, 695, 699, 726, 783]",ST7J.tsv
i'm,1,75,"[29, 75, 83, 134, 214, 310, 314, 315, 345, 360, 365, 377, 379, 387, 423, 428, 430, 432, 446, 456, 460, 498, 505, 515, 536, 554, 593, 634, 726, 739, 740, 788, 789, 825, 844, 879, 899, 910, 917, 924, 933]",ST7J.tsv
we've get,2,321,"[29, 321]",ST7J.tsv
maybe,1,321,"[29, 321, 753]",ST7J.tsv
we've,1,435,"[29, 435, 736, 924]",ST7J.tsv
to and,2,476,"[29, 449, 476]",ST7J.tsv
's gonna,2,495,"[29, 495]",ST7J.tsv
well i'm,2,423,"[29, 423, 498, 844]",ST7J.tsv
get to,2,316,"[29, 316, 376, 427, 449, 759, 926, 933]",ST7J.tsv
your new,2,33,"[18, 33]",ST7J.tsv
play,1,313,"[33, 313]",ST7J.tsv
aren't you,2,415,"[33, 415]",ST7J.tsv
new,1,478,"[33, 478, 881]",ST7J.tsv
