Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
job,1,1,"[0, 1, 160, 164, 168, 170, 241, 272, 276, 289, 294, 296, 433, 445, 453, 454, 467, 1118]",SKCY.tsv
work,1,13,"[0, 13, 152, 160, 170, 215, 239, 241, 252, 254, 274, 278, 283, 286, 291, 303, 404, 430, 437, 443, 452, 456, 544, 569, 685, 687, 721, 737, 740, 743, 744, 773, 782, 1157, 1165, 1179, 1182]",SKCY.tsv
london,1,13,"[0, 6, 10, 13, 21, 22, 166, 249, 255, 307, 454, 456, 534, 1057, 1061]",SKCY.tsv
find,1,105,"[0, 105, 121, 160, 211, 233, 706, 1057]",SKCY.tsv
so you,2,200,"[0, 200, 527]",SKCY.tsv
work in,2,274,"[0, 241, 274]",SKCY.tsv
and he,2,289,"[0, 173, 289, 682, 1019, 1021, 1031, 1063]",SKCY.tsv
in london,2,307,"[0, 6, 307, 456, 534, 1057, 1061]",SKCY.tsv
you can,2,406,"[0, 152, 406, 413, 512, 992, 1017]",SKCY.tsv
a job,2,433,"[0, 160, 433]",SKCY.tsv
he can,2,589,"[0, 589, 590, 1069]",SKCY.tsv
we do,2,1102,"[2, 811, 827, 1102]",SKCY.tsv
it's a,2,200,"[4, 200, 276, 465, 493, 546, 605, 617, 1106]",SKCY.tsv
isn't it,2,200,"[4, 28, 200, 490, 691, 838, 1018, 1187]",SKCY.tsv
difficult,1,226,"[4, 226, 895]",SKCY.tsv
though,1,256,"[4, 50, 256, 272, 285, 296, 525, 585, 599, 609, 628, 778, 797, 844, 968, 993, 1046, 1118, 1179]",SKCY.tsv
one,1,365,"[4, 146, 148, 168, 175, 177, 308, 310, 364, 365, 372, 396, 406, 669, 672, 674, 746, 757, 817, 944, 947, 970, 1021, 1126, 1134]",SKCY.tsv
i think,2,6,"[1, 6, 9, 17, 19, 25, 38, 160, 166, 170, 179, 183, 239, 243, 330, 332, 336, 400, 406, 408, 430, 443, 445, 453, 529, 534, 552, 558, 569, 590, 594, 605, 615, 617, 669, 679, 761, 827, 838, 858, 860, 878, 882, 912, 944, 952, 997, 1074, 1082, 1136, 1182]",SKCY.tsv
of life,2,6,"[5, 6]",SKCY.tsv
i think it's,3,19,"[6, 19, 408, 529, 590, 594, 615, 617, 838]",SKCY.tsv
think,1,49,"[1, 6, 9, 17, 19, 25, 38, 49, 55, 124, 130, 155, 160, 166, 170, 179, 181, 183, 198, 200, 221, 239, 243, 254, 303, 305, 314, 321, 330, 332, 336, 400, 406, 408, 415, 422, 423, 430, 433, 435, 443, 445, 453, 457, 521, 529, 530, 534, 552, 558, 569, 577, 590, 594, 601, 605, 615, 617, 619, 625, 641, 669, 679, 761, 827, 838, 858, 860, 878, 882, 889, 904, 912, 919, 937, 944, 952, 961, 997, 1022, 1033, 1038, 1051, 1074, 1082, 1136, 1137, 1148, 1182]",SKCY.tsv
i think it's the,4,408,"[6, 408]",SKCY.tsv
but not,2,467,"[6, 467, 526, 560, 704, 997]",SKCY.tsv
it's the,2,615,"[6, 154, 615]",SKCY.tsv
think it's,2,937,"[6, 590, 594, 937]",SKCY.tsv
life,1,1188,"[6, 1188]",SKCY.tsv
i mean i,3,8,"[1, 8, 453]",SKCY.tsv
i mean,2,345,"[1, 8, 10, 130, 158, 203, 345, 453, 463, 708, 902, 1014, 1022]",SKCY.tsv
really,1,10,"[1, 5, 9, 10, 24, 33, 46, 55, 57, 69, 85, 116, 145, 150, 154, 158, 166, 205, 227, 233, 239, 251, 254, 269, 274, 291, 304, 318, 329, 370, 389, 394, 402, 406, 409, 415, 433, 467, 474, 485, 497, 504, 508, 525, 544, 599, 600, 605, 607, 608, 623, 706, 820, 826, 862, 866, 868, 877, 881, 885, 905, 937, 947, 960, 976, 980, 990, 1058, 1098, 1163, 1166, 1175, 1188]",SKCY.tsv
live,1,13,"[10, 13, 15, 18, 61, 251, 252, 276, 432, 512, 735, 788, 889, 961, 964, 991, 993, 1000, 1006, 1113, 1117, 1118, 1139]",SKCY.tsv
it's not,2,19,"[10, 19, 71, 152, 158, 252, 265, 432, 463, 937, 993, 1054]",SKCY.tsv
far,1,19,"[10, 19, 20, 26, 252, 451]",SKCY.tsv
actually,1,57,"[10, 18, 56, 57, 87, 128, 138, 152, 217, 270, 289, 303, 381, 384, 404, 406, 467, 515, 517, 548, 587, 596, 605, 614, 637, 754, 922, 947, 978, 991, 1130, 1154, 1166]",SKCY.tsv
can you,2,234,"[10, 234, 452, 920, 1184]",SKCY.tsv
not actually,2,467,"[10, 467]",SKCY.tsv
out of,2,748,"[10, 294, 748, 965, 1034]",SKCY.tsv
how i,2,1168,"[10, 1168]",SKCY.tsv
yeah,1,12,"[1, 3, 7, 9, 12, 42, 51, 59, 67, 71, 74, 81, 85, 95, 96, 111, 113, 117, 118, 129, 131, 141, 149, 151, 157, 159, 161, 172, 178, 180, 190, 201, 203, 206, 208, 210, 216, 218, 220, 222, 224, 233, 234, 238, 240, 244, 250, 253, 256, 259, 262, 266, 268, 275, 285, 287, 293, 294, 299, 303, 305, 311, 313, 315, 319, 320, 326, 336, 339, 341, 349, 358, 364, 365, 366, 374, 384, 391, 396, 402, 406, 427, 430, 433, 441, 443, 451, 455, 461, 463, 470, 491, 507, 508, 514, 519, 521, 525, 527, 529, 543, 555, 565, 574, 578, 590, 591, 593, 595, 610, 615, 619, 621, 625, 628, 629, 632, 644, 646, 647, 668, 681, 691, 703, 708, 709, 711, 725, 738, 740, 744, 752, 756, 758, 763, 767, 774, 782, 789, 799, 808, 814, 815, 819, 824, 845, 846, 852, 858, 861, 864, 865, 876, 894, 899, 906, 910, 917, 926, 928, 937, 944, 945, 952, 977, 979, 980, 981, 986, 988, 1009, 1011, 1013, 1015, 1019, 1023, 1029, 1032, 1036, 1039, 1045, 1050, 1051, 1061, 1063, 1071, 1088, 1091, 1094, 1095, 1098, 1100, 1102, 1105, 1112, 1114, 1116, 1122, 1127, 1131, 1136, 1148, 1155, 1157, 1166, 1178, 1180, 1182]",SKCY.tsv
oh yeah,2,129,"[12, 129, 384, 470, 555, 590, 703, 819, 824, 1071]",SKCY.tsv
right,1,49,"[14, 49, 71, 341, 361, 382, 401, 598, 616, 736, 789, 1027, 1077, 1135, 1143, 1144, 1171, 1184]",SKCY.tsv
oh right,2,1027,"[14, 382, 401, 598, 616, 736, 1027, 1077, 1135, 1171]",SKCY.tsv
like,1,18,"[1, 5, 9, 11, 18, 30, 49, 51, 59, 69, 71, 85, 87, 89, 91, 113, 120, 124, 132, 148, 162, 173, 179, 247, 251, 252, 256, 265, 274, 276, 303, 307, 317, 319, 336, 345, 358, 361, 384, 387, 404, 409, 433, 435, 457, 471, 473, 475, 476, 480, 484, 485, 507, 509, 512, 517, 521, 523, 524, 527, 536, 562, 585, 590, 603, 617, 623, 643, 652, 661, 689, 694, 706, 708, 746, 773, 796, 820, 852, 860, 885, 891, 901, 905, 914, 926, 931, 944, 965, 968, 969, 992, 993, 997, 1009, 1017, 1021, 1026, 1031, 1033, 1050, 1064, 1086, 1090, 1092, 1099, 1102, 1106, 1118, 1120, 1127, 1128, 1135, 1138, 1139, 1165, 1166, 1174, 1184, 1188]",SKCY.tsv
would,1,18,"[9, 17, 18, 125, 211, 221, 234, 256, 299, 303, 305, 399, 409, 468, 605, 625, 652, 689, 878, 955, 1009, 1012, 1041, 1092, 1151, 1181]",SKCY.tsv
you miss,2,107,"[18, 107, 634]",SKCY.tsv
do you,2,107,"[18, 30, 107, 121, 155, 184, 186, 269, 386, 397, 421, 426, 536, 550, 596, 637, 649, 693, 699, 743, 753, 769, 818, 833, 931, 961, 991, 1110, 1152]",SKCY.tsv
would you,2,234,"[18, 234, 468, 652, 689]",SKCY.tsv
miss,1,771,"[18, 634, 771]",SKCY.tsv
live here,2,964,"[18, 964, 991, 993, 1117]",SKCY.tsv
like live,2,1139,"[18, 1139]",SKCY.tsv
hereford,1,597,"[20, 597, 603, 605, 630]",SKCY.tsv
be it,2,248,"[26, 56, 248, 372, 479, 502, 602, 673, 937, 939, 1016, 1107, 1108]",SKCY.tsv
