Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
okay,1,87,"[0, 87, 184, 211, 226, 228, 241]",S7WR.tsv
legend,1,55,"[2, 55, 87, 89, 117, 122, 136, 137, 141, 150, 153, 156, 158, 160]",S7WR.tsv
be go to,3,164,"[2, 164]",S7WR.tsv
be go,2,164,"[2, 80, 164]",S7WR.tsv
go,1,46,"[2, 46, 80, 93, 157, 164, 167, 175, 179, 192, 194, 205, 217]",S7WR.tsv
you be,2,93,"[2, 80, 93, 198]",S7WR.tsv
go to,2,217,"[2, 217]",S7WR.tsv
right,1,93,"[8, 35, 93, 218, 229, 237]",S7WR.tsv
make,1,12,"[5, 10, 12, 17, 55, 58, 93, 105, 116, 117, 134, 147, 179]",S7WR.tsv
steel,1,10,"[3, 5, 7, 9, 10, 93, 101]",S7WR.tsv
know,1,10,"[7, 9, 10, 22, 23, 26, 40, 43, 56, 91, 93, 100, 144, 149, 150, 193, 194, 197, 203, 212]",S7WR.tsv
i do,2,148,"[10, 148, 154, 156, 199]",S7WR.tsv
i don't know,3,203,"[10, 100, 203, 212]",S7WR.tsv
that's,1,10,"[3, 10, 35, 47, 82, 127, 134, 168, 191, 206, 209, 229, 232, 238, 241]",S7WR.tsv
of a,2,79,"[15, 39, 79, 198, 238]",S7WR.tsv
do you,2,194,"[22, 26, 40, 194, 206, 221]",S7WR.tsv
come,1,36,"[26, 36, 91, 124, 128, 150]",S7WR.tsv
lot of,2,137,"[26, 70, 137, 141]",S7WR.tsv
lot,1,164,"[26, 70, 164]",S7WR.tsv
different,1,164,"[26, 164, 198]",S7WR.tsv
things,1,93,"[26, 93, 164]",S7WR.tsv
that's right,2,229,"[35, 229]",S7WR.tsv
it's not,2,39,"[11, 39, 94, 103, 220, 226]",S7WR.tsv
blood,1,39,"[36, 39]",S7WR.tsv
no it's not,3,94,"[39, 94, 226]",S7WR.tsv
i know,2,43,"[7, 9, 43, 144, 149, 197]",S7WR.tsv
well,1,45,"[3, 45, 48, 58, 67, 86, 90, 97, 155, 206, 218, 238, 239]",S7WR.tsv
you can find,3,101,"[45, 101, 103]",S7WR.tsv
find,1,46,"[45, 46, 101, 103, 179]",S7WR.tsv
find a,2,179,"[45, 179]",S7WR.tsv
in mindcraft,2,47,"[46, 47, 48]",S7WR.tsv
like,1,47,"[9, 46, 47, 81, 91, 96, 146, 166, 167, 171, 196, 200]",S7WR.tsv
i like that,3,146,"[47, 146, 196]",S7WR.tsv
rarer than emerald,3,53,"[52, 53]",S7WR.tsv
silk,1,56,"[12, 56, 58, 60, 70, 80, 81, 85, 86, 93, 103]",S7WR.tsv
make of,2,58,"[17, 58]",S7WR.tsv
they're,1,115,"[58, 115, 138, 179]",S7WR.tsv
also,1,138,"[12, 58, 69, 82, 138, 162]",S7WR.tsv
light,1,166,"[60, 86, 166, 167, 170]",S7WR.tsv
strong,1,63,"[62, 63]",S7WR.tsv
squish,1,70,"[36, 70, 79, 80]",S7WR.tsv
you can,2,46,"[45, 46, 70, 101, 102, 103]",S7WR.tsv
a lot of,3,137,"[70, 137]",S7WR.tsv
be a,2,162,"[70, 114, 116, 162]",S7WR.tsv
get,1,91,"[70, 91, 153, 164, 199, 231]",S7WR.tsv
small,1,179,"[70, 179]",S7WR.tsv
could,1,79,"[74, 79, 150, 164]",S7WR.tsv
yeah,1,76,"[12, 44, 46, 57, 75, 76, 81, 97, 113, 132, 144, 151, 171, 172, 175, 178, 179, 182, 199, 201, 228, 244]",S7WR.tsv
it be,2,78,"[36, 78, 93, 95, 105]",S7WR.tsv
be the,2,80,"[36, 79, 80, 105]",S7WR.tsv
really,1,80,"[62, 77, 80]",S7WR.tsv
cos,1,80,"[66, 80, 115, 164, 170, 199, 209, 230, 238]",S7WR.tsv
want,1,164,"[80, 155, 164, 176, 192, 194, 206]",S7WR.tsv
would,1,179,"[80, 114, 179, 205]",S7WR.tsv
you want,2,194,"[80, 194]",S7WR.tsv
would be,2,205,"[80, 205]",S7WR.tsv
which be,2,82,"[52, 82, 89]",S7WR.tsv
think,1,91,"[86, 91, 93, 101, 102, 103, 114, 154, 155, 217]",S7WR.tsv
i've,1,154,"[86, 154]",S7WR.tsv
that be,2,93,"[86, 93, 155, 164]",S7WR.tsv
see,1,164,"[86, 164]",S7WR.tsv
i don't,2,93,"[10, 86, 93, 100, 102, 203, 210, 212]",S7WR.tsv
hear,1,176,"[90, 176]",S7WR.tsv
then so,2,179,"[90, 179]",S7WR.tsv
might,1,96,"[38, 52, 96, 103, 219]",S7WR.tsv
it might,2,96,"[52, 96]",S7WR.tsv
eventually,1,112,"[110, 112, 194]",S7WR.tsv
