Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
cavtat,1,1,"[0, 1, 9, 46, 250, 366, 368, 369, 370, 372, 374]",SFRW.tsv
yeah,1,2,"[1, 2, 8, 12, 17, 18, 22, 30, 32, 35, 41, 67, 70, 73, 75, 77, 81, 90, 117, 122, 126, 127, 130, 131, 133, 136, 140, 148, 155, 156, 158, 159, 161, 168, 169, 170, 171, 173, 175, 180, 184, 189, 192, 194, 198, 199, 200, 212, 222, 229, 246, 252, 254, 259, 261, 265, 269, 273, 274, 277, 278, 279, 281, 282, 291, 294, 295, 296, 299, 300, 302, 305, 306, 310, 311, 314, 319, 327, 335, 336, 338, 339, 340, 341, 343, 348, 354, 362, 371, 373, 379, 389, 390, 391, 411, 412, 414, 418, 428, 430, 434, 437, 440, 443, 446, 447, 450, 451, 454, 459, 463, 467, 469, 470, 477, 487, 489, 496, 498, 500, 503, 514, 517, 519, 520, 522, 527, 531, 532, 533, 539, 540, 544, 545]",SFRW.tsv
look at,2,3,"[2, 3, 5, 9, 61, 163, 267, 333]",SFRW.tsv
look,1,17,"[2, 9, 17, 27, 29, 47, 57, 61, 172, 242, 243, 267, 274, 333, 383, 389, 473, 474]",SFRW.tsv
look at the,3,61,"[2, 61]",SFRW.tsv
be you,2,114,"[2, 89, 114]",SFRW.tsv
at the,2,125,"[2, 61, 125, 151, 402, 404, 519]",SFRW.tsv
book,1,217,"[2, 186, 217, 218, 225, 289, 290]",SFRW.tsv
yeah be,2,469,"[2, 469]",SFRW.tsv
get,1,53,"[4, 18, 53, 61, 73, 77, 82, 104, 105, 126, 128, 133, 134, 142, 150, 157, 185, 188, 199, 217, 225, 233, 235, 241, 245, 250, 253, 260, 263, 268, 279, 283, 287, 290, 292, 294, 305, 310, 312, 343, 345, 347, 356, 402, 469, 476, 500, 516, 536, 537]",SFRW.tsv
oh right,2,15,"[10, 15, 28]",SFRW.tsv
right,1,19,"[10, 15, 19, 28, 72, 164, 187, 188, 191, 278, 290, 387, 403, 406, 457, 500, 523]",SFRW.tsv
artist,1,12,"[11, 12]",SFRW.tsv
a bite,2,31,"[12, 31, 33, 63, 155, 159, 172, 203, 279, 290, 331, 341, 376, 474]",SFRW.tsv
be a,2,31,"[12, 14, 31, 63, 67, 139, 265, 375, 376, 430, 448, 452]",SFRW.tsv
really,1,47,"[12, 47, 61, 66, 150, 290, 316, 328, 353, 485, 513]",SFRW.tsv
well,1,42,"[12, 34, 42, 54, 57, 60, 69, 78, 79, 98, 102, 105, 121, 126, 159, 160, 163, 166, 167, 171, 177, 191, 197, 225, 254, 275, 279, 305, 343, 377, 383, 389, 399, 425, 457, 482, 485, 500]",SFRW.tsv
read,1,126,"[12, 126, 225]",SFRW.tsv
suppose,1,128,"[12, 128, 350]",SFRW.tsv
well yeah,2,159,"[12, 159, 254]",SFRW.tsv
good,1,238,"[12, 89, 104, 115, 238, 243, 244, 275, 290, 329, 355, 376, 502, 513]",SFRW.tsv
to be,2,242,"[12, 102, 136, 218, 241, 242, 283, 292, 343, 350, 377, 430, 436, 452, 462]",SFRW.tsv
he's,1,496,"[12, 496, 513, 516]",SFRW.tsv
yes,1,505,"[12, 505]",SFRW.tsv
have a,2,14,"[9, 14, 17, 104, 132, 161, 195, 203, 226, 288, 333, 440]",SFRW.tsv
sort of,2,14,"[11, 14, 131, 136, 193, 279, 331, 535]",SFRW.tsv
church,1,14,"[11, 14, 31]",SFRW.tsv
say,1,96,"[14, 69, 73, 77, 88, 89, 91, 96, 98, 104, 107, 126, 134, 150, 177, 313, 373, 396, 402, 404, 415, 421, 442, 446, 473, 543]",SFRW.tsv
they have,2,132,"[14, 132]",SFRW.tsv
i think,2,174,"[14, 18, 150, 174, 241, 254, 289, 290, 440, 485]",SFRW.tsv
on a,2,44,"[14, 44, 260]",SFRW.tsv
think,1,123,"[14, 18, 30, 93, 102, 123, 150, 174, 233, 241, 254, 289, 290, 292, 304, 323, 354, 364, 428, 440, 482, 485]",SFRW.tsv
might be,2,347,"[14, 16, 347, 375, 378, 528]",SFRW.tsv
croatian,1,415,"[14, 415, 429]",SFRW.tsv
sunday,1,470,"[14, 470, 505]",SFRW.tsv
interest,1,337,"[16, 337]",SFRW.tsv
an old,2,18,"[17, 18]",SFRW.tsv
quite,1,76,"[18, 76, 242, 263, 274, 331, 390, 409, 444, 496, 498, 501]",SFRW.tsv
there's,1,123,"[18, 20, 89, 115, 123, 126, 134, 136, 150, 267, 292, 350, 383, 402, 429]",SFRW.tsv
yeah yeah,2,171,"[18, 22, 32, 148, 171, 327, 514]",SFRW.tsv
i think it's,3,174,"[18, 174, 241]",SFRW.tsv
old,1,309,"[18, 69, 177, 309, 535]",SFRW.tsv
