Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
go,1,10,"[4, 10, 12, 33, 62, 64, 68, 81, 99, 136, 142]",SYFN.tsv
yeah,1,9,"[7, 9, 12, 24, 26, 32, 35, 45, 55, 56, 57, 59, 76, 90, 123, 137, 142, 152]",SYFN.tsv
oh yeah,2,59,"[7, 59, 123, 152]",SYFN.tsv
photo take,2,16,"[14, 16]",SYFN.tsv
photo,1,20,"[14, 20]",SYFN.tsv
get,1,22,"[14, 22, 27, 40, 55, 70, 75, 84, 111, 154]",SYFN.tsv
take,1,47,"[14, 16, 47, 103, 104, 127]",SYFN.tsv
be it,2,130,"[14, 130, 142]",SYFN.tsv
up and,2,22,"[19, 22]",SYFN.tsv
leave,1,23,"[11, 23]",SYFN.tsv
leave the,2,34,"[23, 34, 36]",SYFN.tsv
it be,2,40,"[23, 40]",SYFN.tsv
dumb,1,30,"[29, 30]",SYFN.tsv
bite,1,77,"[29, 77, 81]",SYFN.tsv
do you,2,58,"[20, 34, 36, 58, 78, 83, 91]",SYFN.tsv
do you want,3,58,"[34, 36, 58, 78]",SYFN.tsv
want to,2,93,"[58, 93, 94, 99, 131, 132]",SYFN.tsv
want,1,34,"[5, 34, 36, 58, 78, 93, 94, 99, 101, 131, 132]",SYFN.tsv
come,1,116,"[58, 63, 116]",SYFN.tsv
work,1,60,"[55, 60, 75, 140, 142, 146]",SYFN.tsv
cos,1,118,"[60, 118, 138, 140, 142]",SYFN.tsv
like,1,63,"[55, 63, 73, 81, 88, 90, 92, 105, 115, 123]",SYFN.tsv
love,1,79,"[6, 79, 82, 96]",SYFN.tsv
it's like,2,88,"[81, 88, 90]",SYFN.tsv
little,1,88,"[81, 88]",SYFN.tsv
see,1,99,"[81, 92, 99]",SYFN.tsv
a little,2,148,"[81, 148]",SYFN.tsv
just a,2,150,"[81, 150]",SYFN.tsv
i've,1,81,"[55, 81, 89, 154]",SYFN.tsv
watch,1,84,"[83, 84, 93, 94, 138]",SYFN.tsv
horrible,1,123,"[83, 123]",SYFN.tsv
today,1,138,"[83, 135, 138]",SYFN.tsv
of those,2,89,"[88, 89]",SYFN.tsv
new,1,90,"[89, 90]",SYFN.tsv
call,1,92,"[34, 84, 92]",SYFN.tsv
thing,1,92,"[49, 50, 51, 90, 92]",SYFN.tsv
use to,2,92,"[75, 92]",SYFN.tsv
a bite of,3,92,"[77, 92]",SYFN.tsv
and then,2,92,"[55, 84, 92, 138]",SYFN.tsv
of a,2,92,"[86, 92]",SYFN.tsv
there's a,2,92,"[88, 92]",SYFN.tsv
there's,1,92,"[88, 92]",SYFN.tsv
sister,1,95,"[92, 95]",SYFN.tsv
use,1,142,"[92, 142, 144]",SYFN.tsv
really want to watch,4,94,"[93, 94]",SYFN.tsv
really want to,3,99,"[94, 99]",SYFN.tsv
really,1,107,"[94, 107]",SYFN.tsv
i love that,3,96,"[6, 96]",SYFN.tsv
i think,2,96,"[22, 32, 86, 90, 96, 101]",SYFN.tsv
that's,1,96,"[25, 32, 42, 96, 98, 148]",SYFN.tsv
two,1,96,"[51, 52, 53, 96, 97]",SYFN.tsv
think,1,96,"[71, 96, 140]",SYFN.tsv
i love,2,96,"[82, 96]",SYFN.tsv
one,1,82,"[53, 82, 88, 96, 113, 116, 118, 119]",SYFN.tsv
one of,2,96,"[88, 96]",SYFN.tsv
sister act,2,96,"[95, 96]",SYFN.tsv
as good as the,4,97,"[96, 97]",SYFN.tsv
two be,2,97,"[96, 97]",SYFN.tsv
good,1,124,"[96, 97, 124, 125, 148]",SYFN.tsv
i'll,1,106,"[56, 106, 107, 147]",SYFN.tsv
smack you,2,107,"[106, 107]",SYFN.tsv
have to,2,138,"[106, 138]",SYFN.tsv
salt,1,115,"[111, 113, 115, 116, 121]",SYFN.tsv
like this,2,123,"[115, 123]",SYFN.tsv
i want to just eat,5,132,"[131, 132]",SYFN.tsv
dinner,1,134,"[131, 134]",SYFN.tsv
say,1,135,"[42, 133, 134, 135, 138]",SYFN.tsv
boyfriend,1,135,"[44, 135]",SYFN.tsv
