Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
yeah,1,1,"[0, 1, 3, 4, 10, 22, 40, 47, 48, 54, 97, 98, 109, 120, 128, 129, 131, 140, 141, 150, 154, 169, 170, 183, 187, 203, 220, 226, 229, 230, 249, 251, 255, 263, 265, 267, 271, 276, 277, 283, 284, 293, 296, 298, 299, 300, 301, 306, 308, 319, 320, 321, 332, 339, 340, 345, 351, 393, 410, 412, 415, 424, 428, 430, 432, 436, 448, 455, 475, 476, 491, 515, 521, 546, 569, 570, 579, 588, 597, 600, 615]",SCG9.tsv
sweet shop,2,27,"[0, 27, 50, 64, 80, 190, 192, 200]",SCG9.tsv
of the,2,64,"[0, 6, 30, 50, 52, 61, 64, 81, 131, 200, 264, 412, 425, 481, 482, 586, 606]",SCG9.tsv
the man,2,64,"[0, 64, 81, 123, 189, 194]",SCG9.tsv
man,1,64,"[0, 50, 64, 81, 105, 116, 123, 189, 194]",SCG9.tsv
use,1,82,"[0, 48, 81, 82, 84, 94, 127, 234]",SCG9.tsv
be the,2,132,"[0, 81, 132, 261, 533, 586, 590]",SCG9.tsv
poo,1,138,"[0, 10, 50, 81, 138, 162]",SCG9.tsv
that's,1,189,"[0, 10, 30, 81, 96, 131, 176, 189, 240, 276, 297, 299, 300, 326, 420, 454, 530, 543, 608]",SCG9.tsv
shop,1,99,"[0, 27, 50, 64, 96, 99, 102, 103, 116, 123, 189, 190, 192, 200]",SCG9.tsv
tell you,2,233,"[0, 233]",SCG9.tsv
story,1,233,"[0, 81, 96, 123, 139, 149, 164, 182, 190, 219, 224, 233, 240, 241, 242]",SCG9.tsv
write,1,233,"[0, 18, 20, 233, 234, 250, 264, 269, 271]",SCG9.tsv
i've,1,321,"[0, 10, 30, 223, 242, 276, 299, 321, 379, 570, 586, 599, 616]",SCG9.tsv
for the,2,426,"[0, 18, 290, 299, 426, 434, 586, 595]",SCG9.tsv
tell,1,42,"[0, 42, 44, 80, 81, 233, 354, 380, 478]",SCG9.tsv
actually,1,15,"[2, 15, 18, 27, 36, 52, 81, 106, 121, 233, 276, 538]",SCG9.tsv
try,1,21,"[2, 6, 10, 21, 66, 131, 162, 545, 615]",SCG9.tsv
try to,2,66,"[2, 10, 66]",SCG9.tsv
say,1,7,"[2, 7, 9, 14, 18, 41, 81, 82, 116, 123, 134, 138, 161, 258, 274, 276, 396, 412, 545]",SCG9.tsv
and it's,2,100,"[2, 35, 100, 234, 276, 299]",SCG9.tsv
in the,2,36,"[2, 18, 36, 48, 59, 132, 161, 276, 332, 366, 376, 377, 438, 440, 606, 621]",SCG9.tsv
make,1,7,"[2, 7, 121, 141, 150, 154, 194, 242, 276, 286, 524, 599]",SCG9.tsv
something,1,171,"[2, 50, 81, 96, 171, 336, 414, 421, 446, 448, 484, 612]",SCG9.tsv
everybody,1,112,"[2, 81, 112, 116, 177]",SCG9.tsv
people,1,181,"[2, 35, 121, 181, 185, 276, 280, 299, 398, 533]",SCG9.tsv
be your,2,241,"[2, 215, 241, 252, 276]",SCG9.tsv
question,1,245,"[2, 10, 245, 247, 252, 258, 259, 261, 266, 274]",SCG9.tsv
what be,2,261,"[2, 50, 79, 215, 252, 261, 458, 512, 602]",SCG9.tsv
but he's,2,336,"[2, 336]",SCG9.tsv
the circus,2,36,"[2, 36, 39, 48, 52, 59, 81, 434, 454]",SCG9.tsv
what you,2,603,"[2, 254, 603]",SCG9.tsv
have something,2,612,"[2, 612]",SCG9.tsv
try and,2,162,"[6, 162]",SCG9.tsv
they'll,1,355,"[6, 290, 355, 356, 606]",SCG9.tsv
might,1,76,"[8, 67, 76, 129, 337, 406, 610, 615]",SCG9.tsv
they might,2,406,"[8, 406]",SCG9.tsv
get,1,10,"[9, 10, 11, 18, 30, 33, 43, 59, 66, 69, 75, 81, 94, 116, 119, 131, 138, 162, 186, 189, 197, 200, 205, 206, 207, 223, 253, 258, 259, 274, 276, 288, 299, 302, 310, 315, 316, 318, 336, 342, 354, 368, 414, 416, 421, 425, 426, 428, 429, 431, 432, 440, 443, 444, 446, 448, 459, 462, 465, 475, 484, 526, 529, 530, 532, 554, 586, 599, 605, 606, 608, 610, 615, 620]",SCG9.tsv
else,1,25,"[10, 25, 96, 195]",SCG9.tsv
so he,2,138,"[10, 81, 138]",SCG9.tsv
have a,2,154,"[10, 14, 48, 81, 154, 326, 348, 409, 411, 488, 502, 505, 512, 533, 563]",SCG9.tsv
put the,2,156,"[10, 156, 567]",SCG9.tsv
keep,1,161,"[10, 48, 161, 359, 369, 396, 425]",SCG9.tsv
think,1,36,"[10, 18, 20, 36, 42, 48, 50, 71, 79, 80, 81, 131, 177, 242, 276, 280, 297, 299, 321, 379, 380, 382, 385, 386, 390, 396, 508, 554, 555, 570, 571, 586, 599]",SCG9.tsv
kid,1,291,"[10, 81, 131, 291, 292]",SCG9.tsv
he's,1,336,"[2, 10, 79, 81, 123, 336, 354, 481, 584]",SCG9.tsv
it in,2,10,"[7, 10, 81, 366, 368, 376]",SCG9.tsv
put,1,366,"[10, 366, 567]",SCG9.tsv
pig,1,465,"[10, 465]",SCG9.tsv
of it,2,508,"[10, 508]",SCG9.tsv
it have,2,563,"[10, 563]",SCG9.tsv
the book,2,14,"[11, 14, 52, 215, 219, 264]",SCG9.tsv
publish,1,14,"[11, 14, 18, 253, 274]",SCG9.tsv
illustrate,1,14,"[13, 14]",SCG9.tsv
to illustrate,2,15,"[14, 15]",SCG9.tsv
anyway,1,21,"[14, 21]",SCG9.tsv
i don't,2,70,"[14, 20, 70, 79, 81, 280, 321, 441, 508, 513]",SCG9.tsv
know,1,70,"[14, 16, 20, 30, 46, 48, 50, 56, 70, 81, 104, 108, 121, 123, 131, 143, 154, 166, 232, 233, 242, 276, 280, 285, 297, 299, 338, 368, 441, 444, 459, 462, 507, 513, 570, 603]",SCG9.tsv
book,1,132,"[11, 14, 52, 132, 173, 215, 219, 222, 223, 233, 234, 253, 264, 269, 271, 276, 290, 299, 369, 412, 414, 437]",SCG9.tsv
and they,2,112,"[14, 16, 112, 114, 131, 136, 367, 426, 432, 444]",SCG9.tsv
i know,2,56,"[14, 56, 104, 143, 154, 459, 462, 603]",SCG9.tsv
go,1,56,"[14, 20, 33, 48, 52, 56, 81, 127, 161, 162, 166, 168, 179, 189, 190, 192, 194, 197, 200, 205, 209, 234, 276, 472, 474, 475, 531, 570, 584, 605, 612]",SCG9.tsv
house,1,162,"[14, 48, 162, 209, 210]",SCG9.tsv
