Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
live in,2,3,"[0, 3, 6, 8, 80, 405]",S3GS.tsv
world,1,3,"[0, 3, 8]",S3GS.tsv
like,1,37,"[0, 6, 8, 14, 21, 32, 37, 38, 42, 46, 52, 60, 65, 70, 71, 72, 83, 85, 91, 93, 109, 114, 123, 125, 128, 131, 140, 154, 157, 162, 165, 168, 170, 177, 182, 186, 188, 196, 197, 200, 203, 205, 223, 226, 240, 251, 256, 270, 271, 274, 278, 293, 295, 296, 299, 303, 307, 309, 310, 312, 316, 318, 319, 327, 336, 337, 338, 341, 344, 353, 355, 357, 361, 369, 371, 375, 377, 380, 382, 385, 388, 389, 391, 393, 397, 408, 414, 427, 429, 432, 436, 437, 439, 450, 452, 453, 454, 456, 465, 469, 470, 476, 477, 483, 492, 495]",S3GS.tsv
i'm,1,60,"[0, 60, 63, 65, 111, 140, 197, 199, 219, 240, 299, 303, 307, 324, 327, 337, 341, 355, 412, 430, 435, 436, 437, 438, 439, 441, 443, 456, 465, 471]",S3GS.tsv
like well,2,128,"[0, 128, 205]",S3GS.tsv
well,1,146,"[0, 128, 129, 141, 143, 146, 205, 227, 241, 272, 312, 336, 365, 411, 427]",S3GS.tsv
live,1,20,"[0, 3, 6, 8, 20, 31, 54, 80, 281, 405]",S3GS.tsv
yeah,1,37,"[4, 26, 37, 64, 65, 68, 71, 73, 81, 92, 98, 107, 119, 124, 127, 128, 130, 134, 139, 142, 147, 149, 153, 175, 178, 180, 183, 184, 188, 193, 215, 217, 241, 243, 247, 249, 257, 259, 261, 269, 284, 291, 293, 296, 298, 301, 303, 310, 315, 319, 326, 332, 333, 339, 342, 343, 348, 349, 350, 363, 379, 381, 383, 385, 386, 389, 392, 396, 406, 409, 410, 411, 413, 415, 422, 425, 426, 428, 430, 437, 444, 451, 453, 466, 468, 472, 480, 482, 487]",S3GS.tsv
for all,2,6,"[3, 6]",S3GS.tsv
science,1,6,"[3, 6]",S3GS.tsv
make,1,6,"[3, 6, 17, 19, 21, 54, 62, 100, 112, 141, 160, 177, 181, 192, 227, 283, 285, 327, 369, 445, 446, 471]",S3GS.tsv
there's,1,13,"[6, 13, 45, 134, 240, 263, 280, 283, 291]",S3GS.tsv
always,1,58,"[6, 48, 58, 60, 62, 65, 77, 83, 135, 150, 151, 185, 189, 190, 292, 369, 374, 435]",S3GS.tsv
know what you,3,62,"[6, 62]",S3GS.tsv
you know,2,62,"[6, 32, 34, 62, 89, 137, 168, 177, 208, 291, 324, 329, 361, 427, 465, 498]",S3GS.tsv
things,1,54,"[6, 8, 54, 80, 83, 99, 165, 210, 212, 219, 256, 258, 389]",S3GS.tsv
honest,1,80,"[6, 80, 136, 366]",S3GS.tsv
in the,2,112,"[6, 46, 112, 138, 148, 151, 177, 223, 226, 276, 351, 361, 373, 471, 474]",S3GS.tsv
like they,2,128,"[6, 128, 338]",S3GS.tsv
i don't think,3,54,"[6, 54, 136, 347]",S3GS.tsv
i don't,2,54,"[6, 54, 136, 177, 251, 272, 280, 327, 328, 347, 375, 465, 484]",S3GS.tsv
and like,2,182,"[6, 32, 85, 165, 182, 188, 380]",S3GS.tsv
use,1,182,"[6, 165, 182, 190, 210, 243, 267, 273, 276, 338, 432]",S3GS.tsv
think,1,58,"[6, 32, 58, 93, 95, 133, 136, 143, 168, 172, 177, 189, 194, 209, 210, 219, 255, 278, 283, 308, 347, 385, 401, 405, 407, 408, 412, 414, 443, 445, 467]",S3GS.tsv
need,1,200,"[6, 200, 227, 251, 259, 267, 374]",S3GS.tsv
know,1,208,"[6, 32, 34, 62, 89, 137, 168, 177, 208, 251, 272, 280, 291, 324, 327, 328, 329, 344, 347, 361, 371, 427, 437, 461, 465, 469, 470, 498]",S3GS.tsv
and things,2,219,"[6, 83, 165, 219]",S3GS.tsv
like there's,2,240,"[6, 240]",S3GS.tsv
always the,2,292,"[6, 83, 292]",S3GS.tsv
all of,2,351,"[6, 109, 351]",S3GS.tsv
we be,2,351,"[6, 351, 377]",S3GS.tsv
things and,2,389,"[6, 165, 389]",S3GS.tsv
and you,2,448,"[6, 77, 95, 448]",S3GS.tsv
you know what,3,465,"[6, 465]",S3GS.tsv
would be,2,31,"[8, 31, 47, 106, 490]",S3GS.tsv
it be,2,105,"[8, 105, 123, 128, 168, 172, 177, 219, 224, 291, 351, 365, 366, 373, 375, 385, 389, 410, 412]",S3GS.tsv
they're,1,116,"[8, 116, 128, 135, 137, 168, 183, 187, 294]",S3GS.tsv
create,1,255,"[8, 255, 267]",S3GS.tsv
actually,1,285,"[8, 137, 168, 285, 412, 492]",S3GS.tsv
be be,2,308,"[8, 304, 308]",S3GS.tsv
shmeat,1,14,"[13, 14, 101, 102]",S3GS.tsv
i like,2,371,"[14, 371, 454]",S3GS.tsv
would,1,31,"[19, 21, 31, 47, 104, 106, 168, 443, 490]",S3GS.tsv
there be,2,21,"[3, 21, 117, 168, 192, 243, 373, 411]",S3GS.tsv
kind of,2,21,"[3, 21, 91, 319, 350, 490, 499]",S3GS.tsv
someone,1,54,"[21, 48, 54, 62, 117, 140, 243, 279]",S3GS.tsv
marginalise,1,62,"[21, 62]",S3GS.tsv
gonna,1,140,"[21, 48, 140, 143, 168, 197, 291, 357, 422, 439, 441, 476]",S3GS.tsv
they be,2,196,"[21, 135, 196, 200, 243]",S3GS.tsv
deal,1,292,"[23, 292]",S3GS.tsv
yeah and,2,128,"[26, 128, 188]",S3GS.tsv
to be,2,28,"[5, 28, 41, 60, 80, 114, 136, 280, 366, 374, 471]",S3GS.tsv
do that,2,62,"[28, 62, 67, 149, 183, 188, 215, 445, 457, 471, 492]",S3GS.tsv
could,1,105,"[28, 53, 105, 258, 259, 313, 403, 444, 471, 473, 477, 479, 481, 495]",S3GS.tsv
you could,2,259,"[28, 53, 259, 444, 495]",S3GS.tsv
hurt,1,54,"[32, 54, 62, 177, 255, 336, 427, 434, 461]",S3GS.tsv
if you,2,144,"[32, 144, 318, 329, 330, 374, 414, 470, 497]",S3GS.tsv
you can,2,54,"[32, 34, 54, 68, 91, 95, 131, 162, 189, 273, 314, 385, 448]",S3GS.tsv
it and,2,196,"[32, 95, 143, 196, 377, 388, 416]",S3GS.tsv
about it,2,377,"[32, 291, 377]",S3GS.tsv
you think,2,401,"[32, 401, 414, 467]",S3GS.tsv
and you can,3,448,"[32, 448]",S3GS.tsv
around,1,154,"[36, 135, 143, 154, 415, 486]",S3GS.tsv
around your,2,486,"[36, 486]",S3GS.tsv
get,1,68,"[39, 46, 53, 68, 69, 72, 85, 87, 97, 109, 143, 168, 182, 203, 212, 216, 259, 278, 279, 292, 302, 305, 307, 308, 313, 318, 319, 321, 327, 330, 341, 345, 351, 357, 371, 377, 385, 403, 412, 413, 414, 422, 430, 432, 439, 441, 443, 444, 456, 460, 471, 476, 477, 478, 479, 480, 481, 482, 497]",S3GS.tsv
out of,2,361,"[39, 341, 361, 403]",S3GS.tsv
a bite,2,42,"[37, 38, 42, 327, 366, 380, 412, 470, 492]",S3GS.tsv
come,1,42,"[41, 42, 91, 135, 143, 162, 196, 339, 345, 353, 361, 408, 414, 421, 422]",S3GS.tsv
it's like,2,72,"[42, 65, 72, 128, 303, 309]",S3GS.tsv
bite,1,427,"[37, 42, 327, 380, 412, 427, 439, 461, 463, 470, 492]",S3GS.tsv
grow,1,44,"[38, 44]",S3GS.tsv
have a barbecue,3,44,"[43, 44]",S3GS.tsv
can't,1,45,"[44, 45, 49, 85, 189, 307, 336, 374, 450, 452]",S3GS.tsv
that happen,2,160,"[44, 160]",S3GS.tsv
have a,2,214,"[43, 44, 122, 214, 305, 311, 331, 338, 385, 447, 453]",S3GS.tsv
everyone,1,421,"[44, 408, 412, 421]",S3GS.tsv
you can't,2,450,"[44, 85, 189, 374, 450]",S3GS.tsv
and it,2,46,"[45, 46, 123, 128, 219, 347, 375, 385, 388, 463]",S3GS.tsv
and then,2,46,"[45, 46, 152, 194, 227, 231, 273, 351, 443, 478]",S3GS.tsv
you just,2,140,"[46, 52, 140, 260]",S3GS.tsv
like you,2,91,"[46, 52, 91, 162, 427, 439]",S3GS.tsv
cover,1,194,"[46, 194, 353]",S3GS.tsv
you like,2,223,"[46, 223]",S3GS.tsv
you get,2,318,"[46, 109, 302, 318, 478]",S3GS.tsv
you be,2,337,"[46, 337]",S3GS.tsv
get it,2,371,"[46, 97, 143, 327, 371, 403, 412, 413, 422, 471, 477, 478, 480, 481]",S3GS.tsv
be in,2,405,"[46, 177, 405, 414]",S3GS.tsv
someone be,2,140,"[48, 140, 243]",S3GS.tsv
