Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
yeah so,2,1,"[0, 111, 961, 1181]","[1, 428, 635, 781, 898]",SBQ6.tsv,S0517,S0558
know,1,11,"[0, 14, 31, 43, 89, 99, 145, 149, 187, 201, 217, 219, 257, 333, 337, 367, 373, 379, 396, 435, 445, 453, 469, 501, 503, 588, 592, 594, 610, 640, 674, 684, 698, 708, 710, 712, 718, 722, 728, 732, 736, 738, 740, 742, 754, 756, 764, 790, 796, 828, 834, 893, 895, 917, 1083, 1087, 1120, 1132, 1137, 1145, 1169, 1179, 1181, 1183, 1185, 1187, 1193, 1195, 1250, 1255, 1257, 1359, 1413, 1415, 1514]","[11, 19, 24, 30, 48, 86, 120, 206, 270, 274, 350, 370, 484, 486, 488, 492, 494, 502, 510, 514, 524, 532, 538, 542, 544, 550, 573, 577, 611, 619, 639, 645, 657, 685, 689, 703, 705, 707, 731, 735, 751, 863, 922, 938, 964, 982, 984, 990, 992, 1022, 1026, 1042, 1064, 1162, 1213, 1235, 1301, 1336, 1344, 1358, 1394, 1398, 1408, 1414, 1441, 1447, 1463, 1485, 1495, 100, 258, 313, 416, 687, 711, 1229, 1400, 26]",SBQ6.tsv,S0517,S0558
well anyway,2,15,[0],[15],SBQ6.tsv,S0517,S0558
yeah,1,15,"[0, 10, 25, 83, 87, 89, 93, 111, 117, 121, 133, 159, 171, 175, 191, 261, 265, 269, 271, 300, 318, 343, 353, 399, 404, 445, 467, 491, 495, 515, 531, 537, 543, 551, 576, 585, 612, 614, 650, 654, 658, 662, 670, 672, 680, 686, 696, 702, 706, 722, 750, 774, 780, 784, 796, 810, 826, 828, 830, 864, 868, 870, 877, 921, 931, 935, 947, 953, 955, 961, 987, 989, 991, 999, 1001, 1003, 1007, 1011, 1015, 1017, 1021, 1023, 1025, 1027, 1051, 1071, 1095, 1112, 1128, 1136, 1137, 1145, 1149, 1153, 1155, 1169, 1173, 1181, 1193, 1199, 1242, 1267, 1283, 1347, 1349, 1353, 1371, 1383, 1389, 1505]","[15, 32, 40, 52, 54, 66, 92, 112, 170, 178, 186, 188, 248, 250, 252, 268, 315, 321, 342, 346, 384, 386, 388, 411, 446, 464, 468, 470, 482, 498, 504, 506, 508, 520, 522, 534, 536, 546, 548, 581, 584, 587, 609, 621, 667, 705, 719, 721, 725, 729, 753, 769, 791, 795, 821, 827, 835, 843, 863, 875, 884, 892, 894, 896, 898, 920, 986, 988, 994, 998, 1032, 1034, 1048, 1052, 1054, 1066, 1072, 1074, 1078, 1084, 1086, 1135, 1140, 1166, 1174, 1192, 1210, 1211, 1223, 1225, 1229, 1243, 1252, 1282, 1284, 1286, 1290, 1292, 1318, 1320, 1322, 1338, 1366, 1376, 1378, 1380, 1386, 1429, 1431, 1441, 1445, 1455, 1459, 1467, 1471, 1483, 1491, 1517, 428, 635, 781]",SBQ6.tsv,S0517,S0558
well,1,22,"[0, 31, 53, 87, 89, 153, 169, 175, 183, 193, 215, 219, 221, 225, 243, 259, 324, 437, 445, 463, 503, 602, 644, 690, 698, 722, 758, 782, 834, 947, 1083, 1102, 1124, 1145, 1169, 1181, 1193, 1207, 1257, 1289, 1319, 1327, 1438, 1494]","[22, 28, 46, 48, 56, 90, 108, 152, 188, 206, 222, 230, 285, 313, 323, 350, 362, 428, 450, 484, 490, 492, 512, 528, 550, 573, 625, 647, 745, 753, 817, 835, 845, 1123, 1138, 1202, 1206, 1215, 1235, 1346, 1352, 1360, 1495, 1499, 1511]",SBQ6.tsv,S0517,S0558
i don't know,3,26,"[0, 14, 31, 145, 149, 201, 396, 588, 708, 722, 754, 764, 917, 1087, 1137, 1169, 1181, 1183, 1413, 1415]","[26, 100, 313, 685, 687, 689, 711, 1229, 1235, 1400]",SBQ6.tsv,S0517,S0558
i don't,2,50,"[0, 14, 31, 145, 149, 201, 217, 255, 345, 396, 588, 608, 708, 710, 722, 750, 754, 764, 917, 1087, 1134, 1137, 1169, 1171, 1181, 1183, 1191, 1250, 1259, 1413, 1415, 1468, 1486]","[50, 108, 122, 234, 258, 426, 434, 625, 635, 663, 687, 875, 964, 1308, 1348, 1475, 1487, 1499, 100, 313, 685, 689, 711, 1229, 1235, 1400]",SBQ6.tsv,S0517,S0558
back,1,112,"[0, 121, 447, 471, 796, 885, 1169, 1175]","[112, 114, 293, 350, 875, 890, 964, 990, 1293, 1301, 1322, 1326, 1352, 1354, 1356, 1390, 1504]",SBQ6.tsv,S0517,S0558
must,1,152,"[0, 89, 399, 1106, 1108, 1327]","[152, 392, 405, 1138, 1280, 1293, 1229]",SBQ6.tsv,S0517,S0558
don't know,2,258,"[0, 14, 31, 43, 145, 149, 201, 257, 396, 588, 708, 722, 754, 764, 917, 1087, 1137, 1169, 1181, 1183, 1413, 1415]","[258, 416, 313, 685, 687, 689, 711, 1229, 1400, 1235]",SBQ6.tsv,S0517,S0558
