Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
yeah,1,2,"[2, 10, 12, 20, 22, 32, 36, 38, 40, 44, 48, 50, 54, 56, 75, 83, 93, 97, 101, 103, 105, 111, 115, 121, 129, 137, 139, 152, 176, 178]","[1, 3, 5, 7, 11, 17, 23, 31, 35, 53, 55, 64, 80, 108, 116, 128, 130, 132, 142, 159, 161, 171, 173, 175, 181]",SMY5.tsv,S0439,S0440
erm good,2,13,[2],[13],SMY5.tsv,S0439,S0440
good,1,15,"[2, 40, 87, 117, 139, 154]","[15, 19, 118]",SMY5.tsv,S0439,S0440
they're,1,33,"[2, 4, 6, 32, 34, 158]","[33, 157]",SMY5.tsv,S0439,S0440
really,1,110,"[2, 40, 75, 83, 97, 107, 174]","[110, 112, 142]",SMY5.tsv,S0439,S0440
also,1,110,"[2, 97]",[110],SMY5.tsv,S0439,S0440
nice,1,112,"[2, 4, 34, 38, 40]","[112, 142]",SMY5.tsv,S0439,S0440
in the,2,120,"[2, 6, 99, 119]",[120],SMY5.tsv,S0439,S0440
aren't they,2,155,[2],[155],SMY5.tsv,S0439,S0440
cream,1,13,[4],"[13, 15]",SMY5.tsv,S0439,S0440
think,1,19,"[6, 60, 81, 83, 87, 97, 135]","[19, 114]",SMY5.tsv,S0439,S0440
this the,2,138,[6],[138],SMY5.tsv,S0439,S0440
the other day,3,177,[6],[177],SMY5.tsv,S0439,S0440
single cream,2,13,[8],"[13, 15]",SMY5.tsv,S0439,S0440
double cream,2,13,[8],[13],SMY5.tsv,S0439,S0440
cream be,2,15,[8],[15],SMY5.tsv,S0439,S0440
be it,2,90,"[8, 38]",[90],SMY5.tsv,S0439,S0440
nicer,1,16,[16],[15],SMY5.tsv,S0439,S0440
that's,1,90,"[20, 34, 75, 148, 174]","[90, 92, 177]",SMY5.tsv,S0439,S0440
yeah yeah,2,128,[22],[128],SMY5.tsv,S0439,S0440
just the,2,24,[24],[9],SMY5.tsv,S0439,S0440
freezer,1,24,[24],[21],SMY5.tsv,S0439,S0440
take,1,24,[24],[21],SMY5.tsv,S0439,S0440
you know,2,43,"[24, 38, 40, 75, 77]","[43, 112]",SMY5.tsv,S0439,S0440
do she,2,84,"[24, 85]","[84, 86]",SMY5.tsv,S0439,S0440
she go,2,84,"[24, 30, 38, 60, 81, 83]","[84, 151]",SMY5.tsv,S0439,S0440
go,1,86,"[24, 30, 38, 50, 60, 65, 73, 75, 77, 79, 81, 83, 85, 87, 97, 99]","[86, 146, 151]",SMY5.tsv,S0439,S0440
know,1,118,"[24, 38, 40, 50, 71, 73, 75, 77, 99]","[118, 120, 151, 175, 179]",SMY5.tsv,S0439,S0440
have to,2,140,[24],[140],SMY5.tsv,S0439,S0440
on the,2,43,"[26, 87]",[43],SMY5.tsv,S0439,S0440
bargain,1,33,"[30, 32]",[33],SMY5.tsv,S0439,S0440
home,1,51,[30],[51],SMY5.tsv,S0439,S0440
it's just,2,32,"[32, 40]",[9],SMY5.tsv,S0439,S0440
well,1,34,"[34, 38, 46, 50, 54, 67, 71, 75]","[13, 68, 86, 110, 136]",SMY5.tsv,S0439,S0440
do you,2,68,"[34, 36, 85, 145, 170]",[68],SMY5.tsv,S0439,S0440
a nice,2,142,[34],[142],SMY5.tsv,S0439,S0440
they be,2,159,"[34, 156, 162]",[159],SMY5.tsv,S0439,S0440
come,1,36,"[36, 38, 40, 48, 67, 109]","[21, 51, 57, 108, 167, 169]",SMY5.tsv,S0439,S0440
last,1,36,"[36, 54, 73, 125]",[21],SMY5.tsv,S0439,S0440
be you,2,59,"[36, 40]","[59, 66]",SMY5.tsv,S0439,S0440
turn,1,147,[36],[147],SMY5.tsv,S0439,S0440
there's,1,38,"[38, 75, 77]",[13],SMY5.tsv,S0439,S0440
