Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
like,1,5,"[0, 8, 17, 19, 35, 37, 51, 53, 61, 75, 77, 95, 125, 159, 161, 167, 187, 197, 207, 209, 211, 215, 217, 229, 231, 237, 243, 251, 263, 269, 273, 275, 299, 303, 309, 313, 315, 317, 323, 331, 341, 353, 359, 361, 365, 367, 373, 379, 381, 409, 413, 438, 456, 471, 473, 475, 479, 481, 529, 550, 554, 560, 562, 564, 568, 572, 607, 611, 615, 617, 621, 629, 637, 641, 645, 655, 657, 663, 677, 679, 681, 683, 716, 722, 724, 728, 732, 736, 738, 742, 744, 746, 750, 752, 754, 758, 762, 764, 768, 772, 782, 784, 796, 798]","[5, 10, 12, 14, 18, 20, 22, 26, 30, 44, 52, 58, 60, 64, 88, 90, 92, 94, 106, 112, 124, 128, 145, 147, 162, 164, 166, 172, 220, 228, 236, 244, 246, 252, 254, 260, 272, 274, 284, 298, 300, 332, 338, 340, 348, 358, 360, 362, 368, 370, 372, 376, 402, 406, 408, 416, 447, 449, 474, 522, 551, 559, 565, 567, 573, 577, 579, 598, 602, 614, 618, 626, 630, 638, 640, 646, 656, 658, 660, 666, 680, 684, 686, 691, 693, 695, 697, 701, 711, 715, 735, 739, 765, 769, 773, 791, 801, 553, 670, 429]",SWMV.tsv,S0115,S0037
nice,1,30,"[0, 423]","[30, 40, 200, 242, 260, 287, 334, 338, 402, 404, 416, 437, 445, 482, 648, 670]",SWMV.tsv,S0115,S0037
quite,1,168,"[0, 17, 25, 209, 241, 257, 277, 517, 625, 669, 673, 712]","[168, 226, 236, 342, 364, 741]",SWMV.tsv,S0115,S0037
like it,2,298,"[0, 621]","[298, 376, 429, 551, 553, 656, 670]",SWMV.tsv,S0115,S0037
um,1,12,"[2, 31, 35, 37, 39, 41, 43, 47, 81, 87, 91, 93, 101, 103, 105, 121, 123, 125, 127, 131, 133, 144, 157, 177, 179, 185, 187, 195, 229, 237, 241, 245, 259, 261, 269, 277, 281, 283, 288, 295, 305, 319, 323, 333, 353, 359, 363, 373, 377, 389, 395, 397, 399, 413, 419, 428, 434, 448, 452, 456, 471, 473, 475, 483, 491, 501, 525, 542, 548, 554, 582, 595, 597, 615, 617, 619, 631, 639, 647, 653, 657, 667, 671, 681, 696, 706, 712, 718, 734, 736, 740, 742, 754, 758, 772]","[12, 90, 128, 140, 145, 156, 202, 332, 352, 386, 453, 490, 522, 587, 644, 690, 711, 723, 532]",SWMV.tsv,S0115,S0037
it's um,2,532,[2],[532],SWMV.tsv,S0115,S0037
yeah,1,4,"[4, 6, 27, 45, 69, 85, 89, 91, 125, 129, 137, 141, 144, 148, 150, 169, 173, 177, 185, 191, 227, 239, 241, 245, 247, 255, 257, 261, 299, 303, 305, 315, 317, 333, 349, 351, 355, 363, 379, 383, 387, 389, 395, 399, 409, 419, 430, 440, 448, 456, 469, 481, 521, 523, 537, 540, 554, 558, 562, 576, 580, 584, 603, 627, 649, 722, 724, 736, 760, 772, 782, 802]","[1, 28, 36, 50, 52, 62, 66, 102, 110, 122, 140, 147, 158, 160, 168, 174, 178, 180, 186, 188, 192, 196, 198, 200, 212, 226, 232, 234, 236, 238, 240, 242, 262, 264, 266, 270, 276, 278, 280, 312, 318, 320, 328, 332, 336, 338, 340, 342, 346, 348, 354, 362, 380, 384, 412, 416, 437, 474, 482, 534, 549, 563, 577, 585, 590, 606, 608, 610, 612, 614, 616, 618, 624, 632, 638, 662, 672, 684, 697, 699, 703, 713, 715, 717, 721, 723, 727, 731, 737, 743, 749, 757, 771, 773, 777, 779, 783, 785, 789, 793, 795, 797, 799, 366, 472, 553, 755, 763]",SWMV.tsv,S0115,S0037
sort of,2,26,"[4, 23, 121, 187, 219, 235, 245, 253, 263, 265, 273, 286, 355, 367, 383, 471, 525, 548, 554, 558, 629, 631, 633, 728, 738, 754, 772, 798]","[26, 145, 147, 246, 256, 532, 557, 559, 735, 801]",SWMV.tsv,S0115,S0037
i mean,2,26,"[4, 29, 55, 137, 173, 191, 333, 337, 345, 359, 361, 363, 387, 405, 409, 436, 483, 521, 540, 550, 560, 562, 659, 667, 704, 710, 744, 752]","[26, 151, 176, 252, 346, 362, 445, 449, 559, 394]",SWMV.tsv,S0115,S0037
in the,2,50,"[4, 177, 205, 273, 311, 347, 367, 495, 560]","[50, 314, 386, 486, 598, 719, 735, 755, 775]",SWMV.tsv,S0115,S0037
