Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
want,1,1,[0],"[1, 166, 170]",S9VB.tsv,S0421,S0423
say it,2,3,"[0, 2, 18]","[3, 19, 218]",S9VB.tsv,S0421,S0423
back to,2,5,[0],"[5, 19]",S9VB.tsv,S0421,S0423
say,1,5,"[0, 2, 4, 18, 31, 96, 107, 135, 143, 147, 195, 217, 219, 223, 224, 226, 241, 300]","[5, 20, 26, 28, 34, 36, 38, 43, 63, 67, 81, 87, 99, 101, 104, 118, 196, 198, 204, 216, 220, 229, 231, 301, 19, 218]",S9VB.tsv,S0421,S0423
he be,2,7,"[0, 2, 4, 12, 14, 18, 133, 135, 137, 155, 195, 207, 209, 213, 223]","[7, 15, 19, 210]",S9VB.tsv,S0421,S0423
cos he be,3,15,[0],[15],S9VB.tsv,S0421,S0423
cos,1,19,"[0, 14, 18, 50, 52, 115, 135, 143, 147, 155, 195, 213, 215, 217, 219, 223, 245, 248, 256, 266]","[19, 32, 34, 43, 53, 61, 81, 91, 156, 198, 202, 204, 214, 216, 220, 279, 63]",S9VB.tsv,S0421,S0423
in the,2,24,"[0, 215, 284, 286]","[24, 41, 43, 81, 97, 106, 153, 154, 162, 164, 170, 188, 202, 247]",S9VB.tsv,S0421,S0423
back,1,59,"[0, 14, 16, 18, 86, 135, 266]","[59, 65, 87, 247, 263, 285]",S9VB.tsv,S0421,S0423
cos he,2,63,"[0, 18, 115, 135, 147, 213]",[63],S9VB.tsv,S0421,S0423
english,1,69,"[0, 18]","[69, 73, 77]",S9VB.tsv,S0421,S0423
and i,2,97,"[0, 2, 4, 12, 133, 143, 147, 213, 215, 223]","[97, 198, 200, 220]",S9VB.tsv,S0421,S0423
like,1,99,"[0, 2, 4, 8, 12, 14, 18, 31, 52, 68, 94, 96, 98, 105, 107, 125, 131, 133, 135, 145, 147, 155, 165, 183, 195, 207, 209, 213, 215, 223, 224, 235, 241, 252, 256, 264, 266, 284, 286, 290]","[99, 186, 259, 283, 293]",S9VB.tsv,S0421,S0423
i be,2,118,"[0, 4, 6, 14, 18, 125, 133, 135, 147, 195, 213, 215, 223, 243]","[118, 238]",S9VB.tsv,S0421,S0423
to say,2,118,[0],[118],S9VB.tsv,S0421,S0423
to me,2,196,"[0, 18, 207]",[196],S9VB.tsv,S0421,S0423
do you,2,210,"[0, 18, 115, 143, 280]","[210, 246, 297]",S9VB.tsv,S0421,S0423
do you want,3,297,[0],[297],S9VB.tsv,S0421,S0423
number,1,11,"[2, 18]",[11],S9VB.tsv,S0421,S0423
and then,2,19,"[2, 18, 219, 226, 241]","[19, 130, 220, 227, 247]",S9VB.tsv,S0421,S0423
one,1,20,"[2, 4, 135, 139, 157, 219, 241, 252, 288]","[20, 22, 30, 136, 140, 142, 152, 154, 164, 168, 257]",S9VB.tsv,S0421,S0423
there be,2,32,"[2, 252]","[32, 106, 275, 53, 214]",S9VB.tsv,S0421,S0423
think,1,49,"[2, 6, 18, 86, 147]","[49, 83, 106, 130, 142, 184, 206, 238, 53, 55, 75, 97, 170, 186, 255, 263, 285]",S9VB.tsv,S0421,S0423
start,1,49,[2],"[49, 166, 186]",S9VB.tsv,S0421,S0423
there be a,3,53,[2],"[53, 214]",S9VB.tsv,S0421,S0423
i think,2,53,"[2, 18, 86]","[53, 55, 75, 97, 170, 186, 255, 263, 285]",S9VB.tsv,S0421,S0423
be a,2,75,"[2, 31, 145, 155]","[75, 178, 253, 214]",S9VB.tsv,S0421,S0423
two,1,114,[2],"[114, 156]",S9VB.tsv,S0421,S0423
oh i,2,166,"[2, 155]","[166, 216]",S9VB.tsv,S0421,S0423
i'd,1,166,[2],"[166, 168]",S9VB.tsv,S0421,S0423
and then he,3,220,[2],[220],S9VB.tsv,S0421,S0423
right,1,4,"[4, 27, 40, 115, 187, 193, 213, 224, 278]","[3, 17, 28, 51, 63, 144, 146, 188, 200, 218, 225, 238, 249, 263, 287, 289, 291, 295]",S9VB.tsv,S0421,S0423
the number,2,11,[4],[11],S9VB.tsv,S0421,S0423
say the,2,20,[4],[20],S9VB.tsv,S0421,S0423
well,1,20,"[4, 98, 131, 143, 151, 157, 294]","[20, 36, 41, 49, 53, 73, 101, 104, 126, 130, 134, 140, 166, 200, 236, 269, 279, 28, 168, 204]",S9VB.tsv,S0421,S0423
as well,2,28,[4],"[28, 41, 168, 204]",S9VB.tsv,S0421,S0423
anything,1,57,"[4, 29, 50, 94]","[57, 63]",S9VB.tsv,S0421,S0423
and he,2,63,"[4, 14, 117, 123, 195, 207, 209, 213, 223, 224]","[63, 231]",S9VB.tsv,S0421,S0423
i'm,1,101,"[4, 241, 252, 284]","[101, 242, 251]",S9VB.tsv,S0421,S0423
i do,2,164,[4],"[164, 242]",S9VB.tsv,S0421,S0423
and i say,3,198,"[4, 143]","[198, 220]",S9VB.tsv,S0421,S0423
i say,2,198,"[4, 143, 147]","[198, 216, 220]",S9VB.tsv,S0421,S0423
like the,2,259,[4],[259],S9VB.tsv,S0421,S0423
that's,1,15,"[6, 135, 217]","[15, 19, 26, 47, 168, 192, 244, 279, 196, 216]",S9VB.tsv,S0421,S0423
that's what,2,196,"[6, 217]","[196, 216]",S9VB.tsv,S0421,S0423
be think,2,206,[6],"[206, 238]",S9VB.tsv,S0421,S0423
what i,2,263,[6],[263],S9VB.tsv,S0421,S0423
come,1,19,"[8, 90, 96, 119, 131, 135, 217, 224, 248]","[19, 38, 196]",S9VB.tsv,S0421,S0423
know,1,22,"[8, 18, 52, 115, 133, 135, 143, 177, 215, 219, 224, 226, 241, 243, 264, 280, 300]","[22, 30, 38, 39, 53, 57, 59, 63, 85, 136, 164, 174, 186, 247, 251, 263, 269, 142, 206, 246]",S9VB.tsv,S0421,S0423
be come,2,38,"[8, 119, 248]",[38],S9VB.tsv,S0421,S0423
it doesn't,2,43,"[8, 215]",[43],S9VB.tsv,S0421,S0423
it be,2,63,"[8, 18, 52, 86, 155, 209, 223, 284, 292, 296, 300]","[63, 166, 188, 238, 285, 297]",S9VB.tsv,S0421,S0423
plus,1,75,[8],"[75, 81]",S9VB.tsv,S0421,S0423
i don't,2,83,"[8, 18, 52, 133, 177, 183, 207, 226, 300]","[83, 132, 164, 206]",S9VB.tsv,S0421,S0423
don't know,2,142,"[8, 18, 52, 133, 226, 300]","[142, 246]",S9VB.tsv,S0421,S0423
something,1,186,"[8, 50, 52, 107]","[186, 283]",S9VB.tsv,S0421,S0423
i don't know,3,206,"[8, 18, 52, 133, 226, 300]",[206],S9VB.tsv,S0421,S0423
that he,2,12,"[12, 18]",[1],S9VB.tsv,S0421,S0423
yeah,1,12,"[12, 21, 23, 25, 31, 33, 35, 37, 40, 44, 46, 50, 54, 56, 58, 60, 64, 66, 68, 70, 72, 74, 76, 78, 80, 82, 84, 86, 88, 92, 96, 98, 100, 103, 105, 107, 109, 113, 123, 129, 133, 135, 137, 157, 163, 165, 183, 187, 197, 199, 201, 203, 205, 209, 215, 219, 221, 223, 228, 230, 233, 235, 237, 239, 241, 245, 248, 250, 254, 258, 260, 262, 266, 268, 270, 272, 276, 282, 284, 298, 300]","[9, 17, 19, 32, 89, 95, 97, 99, 101, 106, 108, 116, 120, 124, 126, 134, 136, 146, 156, 158, 160, 166, 168, 186, 216, 232, 242, 293, 257]",S9VB.tsv,S0421,S0423
he's,1,19,"[12, 141, 195, 215, 226]","[19, 20, 247]",S9VB.tsv,S0421,S0423
could,1,39,"[12, 143, 288, 290]","[39, 65, 114, 249, 269, 273]",S9VB.tsv,S0421,S0423
credit,1,81,[12],[81],S9VB.tsv,S0421,S0423
use,1,156,"[12, 115]","[156, 158]",S9VB.tsv,S0421,S0423
yeah but,2,257,"[12, 88, 107, 133, 183, 215, 266]",[257],S9VB.tsv,S0421,S0423
like what,2,283,"[12, 14, 125]",[283],S9VB.tsv,S0421,S0423
tell,1,297,"[12, 14, 18, 223]",[297],S9VB.tsv,S0421,S0423
phone,1,14,[14],"[7, 297]",S9VB.tsv,S0421,S0423
