Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
go,1,3,"[0, 92, 106, 129, 133, 135, 141, 143, 147, 149, 151, 174, 192, 200, 246, 301, 303, 313, 319, 327, 357, 364, 396, 398, 449, 451, 455, 457, 467, 473, 499, 544, 548, 584, 596, 608, 614, 636, 638, 640, 642, 648]","[3, 5, 23, 35, 45, 83, 89, 110, 114, 161, 171, 203, 231, 235, 239, 253, 278, 284, 292, 348, 381, 393, 395, 397, 442, 485, 520, 551, 563, 565, 569, 589, 591, 607, 617, 621, 623, 625]",S7MF.tsv,S0439,S0441
what do you,3,17,"[0, 525]",[17],S7MF.tsv,S0439,S0441
then so,2,23,[0],[23],S7MF.tsv,S0439,S0441
get,1,33,"[0, 12, 32, 109, 147, 151, 184, 200, 220, 232, 256, 260, 299, 311, 319, 323, 335, 337, 361, 406, 437, 477, 542, 544, 548, 552, 554, 558, 588]","[33, 37, 49, 60, 66, 89, 91, 103, 157, 201, 203, 213, 225, 239, 241, 272, 274, 282, 284, 383, 395, 442, 559, 126]",S7MF.tsv,S0439,S0441
you get,2,126,"[0, 109, 477, 548]",[126],S7MF.tsv,S0439,S0441
happen,1,171,"[0, 57]","[171, 215, 294, 444, 448, 597]",S7MF.tsv,S0439,S0441
do you,2,539,"[0, 86, 92, 263, 319, 412, 492, 525, 608, 618]",[539],S7MF.tsv,S0439,S0441
party,1,619,[0],[619],S7MF.tsv,S0439,S0441
yeah,1,27,"[2, 4, 14, 24, 26, 36, 42, 46, 50, 63, 65, 69, 76, 78, 82, 96, 100, 102, 106, 117, 121, 125, 127, 129, 137, 145, 147, 158, 160, 170, 184, 194, 198, 202, 204, 206, 222, 226, 228, 230, 232, 236, 238, 240, 242, 248, 254, 260, 267, 269, 275, 283, 295, 299, 305, 309, 319, 325, 339, 347, 349, 351, 353, 361, 363, 370, 376, 384, 390, 416, 429, 437, 441, 443, 455, 461, 467, 479, 488, 497, 501, 507, 509, 540, 562, 564, 572, 578, 582, 592, 598, 602, 606, 612, 620, 622, 638, 640, 650, 654, 660, 666, 676]","[27, 39, 56, 60, 62, 68, 87, 95, 97, 101, 105, 107, 120, 132, 134, 148, 163, 165, 169, 195, 231, 233, 245, 253, 268, 292, 298, 300, 312, 328, 330, 332, 334, 352, 354, 362, 365, 385, 393, 401, 413, 432, 436, 444, 466, 476, 504, 532, 543, 577, 579, 587, 593, 621, 651, 657, 677]",S7MF.tsv,S0439,S0441
pub,1,6,[6],"[3, 5, 352]",S7MF.tsv,S0439,S0441
be it,2,39,"[6, 88, 111, 117, 192, 256, 293, 311, 384, 572, 574]","[39, 179, 243, 304, 318, 541, 603, 607, 667]",S7MF.tsv,S0439,S0441
how be,2,300,"[6, 293]","[300, 328]",S7MF.tsv,S0439,S0441
what time,2,10,"[10, 84]",[3],S7MF.tsv,S0439,S0441
good,1,10,"[10, 59, 94, 133, 174, 301, 305, 323, 329, 335, 418, 495, 497, 499, 533, 535, 552]","[9, 60, 73, 99, 103, 120, 132, 142, 163, 171, 175, 177, 199, 270, 284, 308, 326, 340, 496, 498, 520, 522, 532, 534, 538, 539, 547, 595, 667, 324]",S7MF.tsv,S0439,S0441
time,1,10,"[10, 84, 106, 115, 200, 267, 363, 437, 497, 634]","[9, 89, 132, 274, 369, 444, 474, 496, 597]",S7MF.tsv,S0439,S0441
leave,1,39,"[10, 38, 84, 386]","[39, 91, 629]",S7MF.tsv,S0439,S0441
sunday,1,99,"[10, 22, 84, 117, 327]",[99],S7MF.tsv,S0439,S0441
that's,1,175,"[10, 59, 72, 74, 94, 96, 125, 192, 319, 394, 410, 471, 515, 606]","[175, 185, 193, 203, 225, 284, 442, 520, 565, 571, 621, 633, 324]",S7MF.tsv,S0439,S0441
that's good,2,324,"[10, 59, 94]",[324],S7MF.tsv,S0439,S0441
on the,2,526,"[10, 18, 194, 309, 529, 612, 614]","[526, 571, 611]",S7MF.tsv,S0439,S0441
back,1,12,"[12, 98, 176, 299, 311, 467, 517, 558, 592, 674]","[5, 225, 350, 551, 559, 591, 33]",S7MF.tsv,S0439,S0441
maybe,1,13,"[12, 74, 210, 285, 311, 505, 634]","[13, 15, 91, 506]",S7MF.tsv,S0439,S0441
get back,2,33,"[12, 311]",[33],S7MF.tsv,S0439,S0441
i get,2,157,"[12, 147, 256, 299, 337, 554]",[157],S7MF.tsv,S0439,S0441
so just,2,621,"[12, 145]",[621],S7MF.tsv,S0439,S0441
before i,2,633,[12],[633],S7MF.tsv,S0439,S0441
okay,1,140,"[16, 94, 119, 121, 303, 319, 475, 574]","[140, 155, 181, 183, 187, 221, 225, 237, 241, 643]",S7MF.tsv,S0439,S0441
break,1,195,"[16, 20, 44, 200, 370]","[195, 375]",S7MF.tsv,S0439,S0441
glass,1,19,"[18, 24]","[19, 25]",S7MF.tsv,S0439,S0441
i be,2,23,"[20, 24, 135, 151, 156, 158, 162, 172, 200, 210, 258, 267, 299, 303, 319, 329, 351, 376, 431, 449, 451, 457, 467, 490, 513, 638, 640, 646]","[23, 37, 93, 110, 203, 221, 225, 231, 233, 239, 253, 403, 438, 483, 623]",S7MF.tsv,S0439,S0441
see,1,43,"[20, 72, 90, 94, 117, 283, 345, 376, 396, 431, 505, 507]","[43, 134, 203, 233, 278, 280, 292, 352, 442, 444]",S7MF.tsv,S0439,S0441
i didn't,2,66,"[20, 147, 349, 505, 517]","[66, 171, 239, 379, 633]",S7MF.tsv,S0439,S0441
think,1,83,"[20, 24, 141, 210, 265, 285, 337, 361, 372, 406, 412, 427, 431, 455, 461, 471, 473, 475, 497, 548, 606, 610, 642]","[83, 132, 185, 193, 213, 225, 231, 247, 282, 284, 365, 371, 373, 389, 399, 430, 506, 520, 597, 605, 607, 611, 633, 659]",S7MF.tsv,S0439,S0441
anything,1,83,"[20, 38, 98, 180, 220]","[83, 235, 253]",S7MF.tsv,S0439,S0441
so i,2,171,"[20, 24, 141, 337, 339, 351]","[171, 203, 239, 284]",S7MF.tsv,S0439,S0441
be just,2,199,"[20, 24, 32, 256, 267, 425, 467, 578]","[199, 276, 573]",S7MF.tsv,S0439,S0441
oh i,2,379,"[20, 72, 90, 94, 158, 162, 271, 283, 335, 376, 507, 638]",[379],S7MF.tsv,S0439,S0441
something,1,24,"[24, 333, 435, 484, 586, 634, 674]","[3, 597, 599]",S7MF.tsv,S0439,S0441
like,1,24,"[24, 32, 38, 44, 74, 76, 108, 125, 137, 145, 151, 156, 158, 162, 182, 192, 196, 200, 208, 210, 212, 220, 224, 230, 232, 244, 252, 256, 258, 260, 261, 263, 267, 285, 287, 295, 297, 303, 305, 317, 319, 333, 335, 351, 363, 364, 366, 368, 376, 386, 388, 406, 414, 418, 431, 435, 437, 443, 451, 455, 457, 459, 461, 463, 467, 469, 471, 473, 475, 477, 479, 482, 484, 490, 493, 495, 497, 513, 517, 542, 544, 546, 548, 576, 584, 586, 600, 602, 604, 608, 634, 638, 640, 642, 646, 650, 664, 672, 674, 676]","[3, 11, 35, 43, 64, 77, 124, 132, 201, 203, 205, 221, 225, 231, 233, 237, 239, 241, 243, 253, 274, 280, 282, 296, 395, 399, 403, 409, 428, 440, 442, 452, 478, 500, 539, 575, 597, 621, 623, 627, 633, 571]",S7MF.tsv,S0439,S0441
it be,2,24,"[24, 106, 256, 301, 305, 307, 325, 329, 335, 337, 471, 486, 490, 495, 499, 632]","[9, 15, 60, 97, 99, 132, 171, 179, 203, 239, 496, 514, 633]",S7MF.tsv,S0439,S0441
sweep,1,24,[24],[23],S7MF.tsv,S0439,S0441
no i,2,71,"[24, 70, 147, 349]","[71, 272]",S7MF.tsv,S0439,S0441
in the,2,71,"[24, 74, 143, 297, 319, 384, 488, 634]","[71, 75, 83, 128]",S7MF.tsv,S0439,S0441
think it,2,83,[24],"[83, 633]",S7MF.tsv,S0439,S0441
oh yeah,2,101,"[24, 50, 127, 198, 260, 351, 640]","[101, 134, 300, 328, 466]",S7MF.tsv,S0439,S0441
