Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
yeah,1,1,"[0, 6, 15, 18, 25, 27, 31, 45, 63, 89, 91, 94, 100, 111, 125, 131, 141, 166, 180, 190, 192, 194, 244, 249, 259, 263, 279, 295, 320, 324, 332, 334, 338, 382, 384, 399, 411, 428, 438, 446, 464, 468, 492, 494, 524, 530, 558, 566, 568, 590, 602, 604, 628, 637, 669, 677, 685, 687, 689, 692, 696, 703, 727, 744, 746, 752, 758, 784, 810, 820, 822, 826, 867, 871, 877, 882]","[1, 3, 5, 24, 28, 30, 33, 36, 41, 58, 78, 88, 108, 112, 116, 118, 120, 134, 136, 138, 148, 156, 164, 171, 183, 197, 203, 207, 213, 223, 224, 248, 250, 264, 269, 280, 286, 308, 321, 323, 329, 335, 349, 351, 353, 361, 369, 392, 396, 402, 406, 412, 414, 422, 429, 450, 458, 475, 481, 497, 503, 507, 515, 531, 545, 551, 555, 575, 591, 607, 618, 629, 631, 633, 638, 642, 648, 652, 656, 674, 706, 712, 714, 722, 732, 733, 737, 739, 741, 749, 759, 763, 767, 769, 801, 817, 821, 835, 839, 856, 862, 872, 881]",SMNC.tsv,S0144,S0024
that's,1,3,"[0, 61, 111, 127, 135, 182, 184, 202, 237, 462, 488, 518, 659, 687, 692, 705, 750, 764, 879]","[3, 7, 11, 70, 76, 78, 88, 97, 106, 146, 148, 181, 325, 418, 449, 511, 559, 710, 712, 753, 160, 162, 607]",SMNC.tsv,S0144,S0024
haven't get,2,7,"[0, 459, 470]","[7, 169, 521, 809]",SMNC.tsv,S0144,S0024
like,1,7,"[0, 42, 96, 184, 186, 297, 309, 328, 350, 384, 409, 480, 516, 518, 665]","[7, 17, 70, 74, 76, 78, 97, 156, 181, 185, 187, 198, 199, 270, 276, 335, 400, 410, 449, 527, 545, 569, 607, 682, 686, 718, 726, 735, 753, 755, 835, 866, 38, 193, 821]",SMNC.tsv,S0144,S0024
big,1,7,"[0, 266, 268, 305, 322, 802]","[7, 264, 272, 323]",SMNC.tsv,S0144,S0024
one,1,7,"[0, 123, 426, 459, 622, 812, 853]","[7, 97, 148, 302, 543, 833]",SMNC.tsv,S0144,S0024
get,1,7,"[0, 15, 57, 59, 105, 117, 123, 129, 137, 227, 231, 249, 261, 285, 364, 366, 397, 413, 415, 459, 470, 498, 522, 544, 550, 552, 624, 628, 630, 649, 742, 766, 810, 814, 832]","[7, 19, 22, 24, 30, 58, 74, 76, 78, 93, 104, 110, 173, 272, 325, 359, 398, 458, 461, 479, 485, 507, 521, 541, 543, 593, 623, 720, 726, 741, 743, 757, 815, 823, 825, 839, 876, 809, 80, 138, 169, 710, 753]",SMNC.tsv,S0144,S0024
see,1,24,"[0, 35, 309, 312, 316, 364, 397, 474]","[24, 106, 319, 375, 379, 450, 854, 874]",SMNC.tsv,S0144,S0024
like that,2,38,"[0, 42]","[38, 78, 193, 821]",SMNC.tsv,S0144,S0024
get a,2,80,"[0, 15, 137, 249, 522, 814]","[80, 138, 710, 753, 169]",SMNC.tsv,S0144,S0024
that's a,2,160,"[0, 61, 127, 462]","[160, 162, 607]",SMNC.tsv,S0144,S0024
haven't get a,3,169,[0],[169],SMNC.tsv,S0144,S0024
pretty,1,181,"[0, 115, 123, 462, 478, 677]",[181],SMNC.tsv,S0144,S0024
we haven't,2,306,"[0, 305, 459]","[306, 521, 809]",SMNC.tsv,S0144,S0024
we haven't get,3,521,"[0, 459]","[521, 809]",SMNC.tsv,S0144,S0024
yeah we,2,839,[0],[839],SMNC.tsv,S0144,S0024
i just,2,46,[4],"[46, 743]",SMNC.tsv,S0144,S0024
and i,2,76,"[4, 318, 440, 657]","[76, 325]",SMNC.tsv,S0144,S0024
go,1,7,"[6, 133, 235, 289, 297, 309, 328, 372, 374, 376, 389, 397, 409, 426, 470, 474, 588, 610, 655, 772, 794, 800, 804, 806, 828, 836, 875]","[7, 9, 28, 30, 33, 34, 70, 74, 154, 171, 181, 236, 265, 323, 325, 333, 375, 398, 452, 454, 456, 458, 465, 479, 487, 501, 507, 513, 515, 519, 615, 668, 684, 757, 763, 785, 795, 799, 807, 819, 217, 829, 874]",SMNC.tsv,S0144,S0024
okay,1,41,"[6, 178, 346, 486, 635, 727, 764, 784, 828, 836, 871]","[41, 43, 150, 375, 503, 507, 531, 607, 618, 640, 652, 833]",SMNC.tsv,S0144,S0024
come,1,78,[6],"[78, 449, 728]",SMNC.tsv,S0144,S0024
really,1,95,"[6, 170, 218, 277, 285, 328, 855]","[95, 114, 148, 187, 258, 262, 282, 325, 414, 418, 469, 485, 527, 545, 623, 821]",SMNC.tsv,S0144,S0024
you go,2,217,"[6, 289, 372]","[217, 829, 874]",SMNC.tsv,S0144,S0024
there you,2,238,[6],"[238, 527]",SMNC.tsv,S0144,S0024
yeah it's,2,335,[6],[335],SMNC.tsv,S0144,S0024
what's,1,150,"[10, 504]","[150, 503]",SMNC.tsv,S0144,S0024
call,1,503,"[10, 504]",[503],SMNC.tsv,S0144,S0024
be it,2,78,"[13, 57, 159, 556, 792]","[78, 410]",SMNC.tsv,S0144,S0024
what be,2,471,"[13, 35, 63, 159, 273]",[471],SMNC.tsv,S0144,S0024
