Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
drink,1,9,"[0, 4]",[9],SAA3.tsv,S0192,S0199
of what,2,183,[0],[183],SAA3.tsv,S0192,S0199
water,1,2,"[2, 459, 467]","[1, 432]",SAA3.tsv,S0192,S0199
alright,1,75,"[2, 194]","[75, 205]",SAA3.tsv,S0192,S0199
have a,2,97,"[2, 18, 96, 136, 154, 221, 251, 273, 395, 403, 477, 670]","[97, 155, 363, 418, 627]",SAA3.tsv,S0192,S0199
i'll,1,97,"[2, 206, 215, 372, 582]","[97, 111, 133, 145, 181]",SAA3.tsv,S0192,S0199
that's,1,157,"[2, 74, 122, 136, 156, 194, 225, 249, 364, 433, 458]","[157, 189, 242, 250, 254, 278, 410, 544]",SAA3.tsv,S0192,S0199
just have,2,603,[2],[603],SAA3.tsv,S0192,S0199
be you,2,284,[4],[284],SAA3.tsv,S0192,S0199
cool,1,81,"[6, 30, 70, 118, 132]","[81, 157]",SAA3.tsv,S0192,S0199
so if i,3,195,[6],[195],SAA3.tsv,S0192,S0199
if i,2,209,"[6, 44, 348, 612]",[209],SAA3.tsv,S0192,S0199
so if,2,238,[6],[238],SAA3.tsv,S0192,S0199
yeah,1,8,"[8, 12, 16, 18, 20, 68, 102, 106, 114, 118, 122, 132, 146, 160, 182, 184, 188, 190, 192, 206, 208, 237, 247, 249, 257, 271, 279, 281, 285, 293, 295, 299, 305, 309, 313, 318, 342, 382, 389, 391, 419, 421, 425, 435, 441, 448, 450, 469, 475, 485, 505, 510, 516, 522, 524, 537, 541, 545, 552, 554, 556, 558, 574, 576, 590, 612, 626, 628, 636, 646, 650, 652, 666, 672]","[3, 17, 25, 31, 43, 45, 57, 59, 61, 63, 65, 67, 81, 83, 85, 87, 99, 101, 105, 113, 125, 127, 129, 135, 137, 139, 141, 143, 149, 151, 153, 155, 187, 193, 195, 203, 220, 222, 240, 242, 246, 248, 252, 262, 264, 266, 268, 272, 274, 276, 278, 294, 296, 306, 347, 353, 357, 365, 371, 390, 392, 396, 414, 422, 457, 464, 544, 561, 563, 567, 569, 571, 591, 593, 595, 599, 601, 607, 619, 621, 623, 633, 637, 645, 653, 655, 657, 661, 663, 665, 290, 540, 639]",SAA3.tsv,S0192,S0199
coffee,1,8,[8],"[5, 7]",SAA3.tsv,S0192,S0199
don't like,2,9,"[8, 352, 370]",[9],SAA3.tsv,S0192,S0199
