Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
we be,2,534,"[0, 345, 594]",[534],SDGT.tsv,S0618,S0619
hi,1,2,[2],[1],SDGT.tsv,S0618,S0619
yes,1,17,"[2, 20, 31, 97, 702, 708]","[17, 323, 701, 740]",SDGT.tsv,S0618,S0619
well,1,39,"[2, 101, 132, 330, 345, 411, 417, 517, 647, 662, 704, 709, 711, 723]","[39, 83, 237, 287, 305, 315, 384, 420, 462, 504, 524, 536, 546, 593, 596, 747]",SDGT.tsv,S0618,S0619
right,1,421,"[2, 124, 264, 485, 620, 656, 721, 744, 748]","[421, 667]",SDGT.tsv,S0618,S0619
that i,2,47,"[4, 569, 578, 709]","[47, 205, 209, 423]",SDGT.tsv,S0618,S0619
ever,1,67,[4],"[67, 311, 632, 634]",SDGT.tsv,S0618,S0619
come to,2,121,"[4, 517, 711]",[121],SDGT.tsv,S0618,S0619
see,1,370,"[4, 270, 662, 706, 717]",[370],SDGT.tsv,S0618,S0619
just so,2,437,[4],"[437, 443]",SDGT.tsv,S0618,S0619
can do,2,602,"[4, 246]",[602],SDGT.tsv,S0618,S0619
yeah,1,9,"[6, 20, 42, 46, 52, 66, 78, 82, 87, 95, 104, 108, 112, 114, 118, 122, 124, 126, 154, 162, 178, 182, 184, 186, 188, 194, 204, 208, 216, 218, 244, 250, 252, 258, 266, 268, 270, 272, 284, 288, 298, 310, 312, 316, 320, 324, 326, 328, 343, 353, 363, 373, 379, 383, 385, 395, 399, 419, 424, 426, 444, 452, 473, 475, 481, 491, 493, 495, 497, 499, 507, 509, 511, 515, 535, 539, 547, 549, 551, 553, 557, 561, 580, 586, 588, 592, 598, 600, 603, 605, 609, 615, 618, 620, 623, 629, 633, 637, 639, 643, 646, 651, 652, 658, 660, 668, 681, 683, 685, 691, 693, 700, 704, 711, 719, 721, 723, 733, 739, 748]","[9, 39, 59, 73, 75, 98, 105, 107, 117, 127, 129, 131, 135, 139, 141, 143, 157, 161, 201, 211, 213, 229, 231, 237, 241, 263, 265, 271, 273, 279, 283, 287, 291, 303, 309, 315, 319, 327, 350, 368, 382, 416, 429, 447, 449, 451, 460, 468, 472, 508, 520, 530, 542, 550, 560, 564, 566, 583, 593, 595, 606, 608, 619, 622, 636, 657, 661, 675, 694, 703]",SDGT.tsv,S0618,S0619
thank,1,17,"[6, 18, 172]","[17, 745]",SDGT.tsv,S0618,S0619
much,1,167,"[6, 18, 106, 172, 505, 731]","[167, 173, 179, 425, 494, 546, 732]",SDGT.tsv,S0618,S0619
thank you,2,185,"[6, 18, 172]",[185],SDGT.tsv,S0618,S0619
really,1,30,"[8, 120, 138, 142, 160, 345, 407, 413, 580, 623, 693, 695]","[30, 77, 81, 84, 197, 211, 255, 267, 299, 317, 376, 378, 441, 205]",SDGT.tsv,S0618,S0619
they're,1,41,"[8, 12, 14, 646, 647]","[41, 492, 496, 707, 205]",SDGT.tsv,S0618,S0619
they're really,2,205,[8],[205],SDGT.tsv,S0618,S0619
