Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
be you,2,9,"[0, 813]","[9, 581, 602, 749]",SL3R.tsv,S0324,S0325
options,1,13,"[0, 19]",[13],SL3R.tsv,S0324,S0325
take,1,22,"[0, 23, 135, 254, 636, 638]","[22, 635, 700]",SL3R.tsv,S0324,S0325
you take,2,700,[0],[700],SL3R.tsv,S0324,S0325
i'm do,2,2,"[2, 605]",[1],SL3R.tsv,S0324,S0325
triple science,2,2,"[2, 10]",[1],SL3R.tsv,S0324,S0325
yeah,1,22,"[2, 14, 16, 18, 21, 31, 43, 45, 57, 59, 61, 65, 74, 76, 78, 86, 88, 98, 110, 114, 121, 131, 145, 151, 155, 161, 171, 175, 177, 185, 193, 195, 201, 213, 215, 217, 229, 237, 248, 250, 254, 258, 265, 270, 278, 280, 288, 292, 298, 304, 320, 333, 347, 349, 351, 355, 357, 359, 361, 363, 365, 371, 373, 377, 379, 385, 387, 389, 397, 401, 403, 405, 407, 412, 414, 416, 422, 424, 440, 450, 456, 458, 461, 463, 478, 480, 488, 490, 494, 496, 502, 504, 508, 532, 534, 546, 556, 558, 560, 562, 564, 566, 568, 578, 582, 590, 594, 605, 609, 615, 617, 621, 629, 631, 651, 665, 669, 685, 692, 704, 714, 718, 720, 726, 730, 742, 748, 750, 752, 756, 760, 768, 770, 772, 780, 784, 786, 792, 794, 796, 813, 815, 817]","[22, 32, 46, 54, 99, 101, 107, 111, 122, 126, 132, 136, 138, 142, 148, 154, 158, 168, 170, 202, 210, 212, 226, 232, 234, 240, 242, 245, 251, 255, 262, 273, 276, 291, 293, 297, 299, 301, 305, 307, 329, 334, 354, 380, 396, 419, 423, 429, 437, 449, 451, 453, 481, 495, 499, 503, 505, 511, 515, 519, 521, 523, 525, 527, 537, 539, 551, 563, 573, 575, 606, 622, 626, 652, 671, 743, 759, 761, 775, 777, 783, 791, 803, 836, 840, 26, 447, 455, 639]",SL3R.tsv,S0324,S0325
oh yeah,2,26,"[2, 193, 615, 617, 669, 704, 794]","[26, 447, 455, 539]",SL3R.tsv,S0324,S0325
well,1,26,"[2, 49, 50, 59, 231, 263, 379, 458, 480, 623, 800, 802, 809, 813]","[26, 28, 51, 103, 164, 214, 264, 266, 277, 307, 311, 336, 356, 483, 606, 610, 650, 751, 791, 799, 801, 826, 291, 721]",SL3R.tsv,S0324,S0325
i'm,1,51,"[2, 4, 14, 19, 131, 153, 217, 246, 275, 524, 584, 586, 605, 607, 625, 728, 732, 746, 800, 811, 831, 833, 843]","[51, 52, 117, 257, 309, 350, 479, 579, 614, 618, 620, 639, 654, 715, 721, 723, 727, 747, 751, 759, 769, 789, 797, 799, 828, 830, 834, 836, 842]",SL3R.tsv,S0324,S0325
as well,2,291,[2],"[291, 721]",SL3R.tsv,S0324,S0325
yeah i'm,2,639,"[2, 14, 131, 217]",[639],SL3R.tsv,S0324,S0325
