Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
go,1,10,"[0, 37, 43, 100, 167, 181, 182, 210, 298, 380, 382, 390, 393, 412, 422, 424, 468, 478, 512, 630, 643, 649, 655, 678, 680, 698, 703, 709, 715, 719, 723, 725, 727, 777, 779, 789, 791, 812, 814, 828, 845, 889, 909, 911]","[10, 160, 383, 644, 660, 681, 910, 926, 256, 356]",SMCW.tsv,S0281,S0307
okay,1,32,"[0, 13, 123, 155, 302, 698]","[32, 40, 72, 176, 205, 244, 391, 419, 421, 562, 568, 598, 700, 772, 774, 863, 898, 900]",SMCW.tsv,S0281,S0307
there we go,3,256,[0],"[256, 356]",SMCW.tsv,S0281,S0307
we're,1,250,"[2, 29, 43, 49, 676, 709]",[250],SMCW.tsv,S0281,S0307
talk,1,450,"[2, 300, 412, 451]","[450, 932]",SMCW.tsv,S0281,S0307
what be,2,564,"[2, 190]",[564],SMCW.tsv,S0281,S0307
yeah,1,3,"[3, 37, 75, 77, 89, 91, 95, 115, 186, 187, 200, 214, 217, 221, 231, 247, 269, 282, 286, 288, 322, 330, 334, 338, 344, 355, 382, 386, 405, 410, 439, 480, 509, 513, 543, 573, 601, 632, 647, 649, 657, 680, 698, 719, 721, 734, 765, 770, 793, 808, 821, 837, 852, 854, 870, 872, 882, 895, 909, 925, 927, 929, 935, 944]","[1, 4, 12, 30, 42, 44, 58, 68, 74, 76, 80, 84, 88, 94, 101, 105, 118, 120, 134, 140, 144, 156, 158, 160, 166, 174, 178, 215, 220, 222, 242, 244, 252, 256, 265, 276, 279, 287, 295, 299, 307, 319, 350, 352, 371, 389, 398, 411, 413, 450, 454, 456, 499, 502, 504, 506, 514, 574, 592, 602, 606, 622, 625, 633, 654, 656, 675, 687, 690, 694, 706, 708, 724, 737, 755, 758, 764, 786, 800, 829, 844, 849, 885, 890, 894, 896, 912, 926, 232, 448, 714, 918]",SMCW.tsv,S0281,S0307
foods,1,6,[3],"[6, 8]",SMCW.tsv,S0281,S0307
erm er,2,114,"[3, 39, 418, 607, 808]",[114],SMCW.tsv,S0281,S0307
oh yeah,2,232,"[3, 186, 200, 231, 269, 734, 854]","[232, 448, 714, 918]",SMCW.tsv,S0281,S0307
break,1,244,"[3, 503]","[244, 620]",SMCW.tsv,S0281,S0307
break down,2,620,[3],[620],SMCW.tsv,S0281,S0307
alkaline,1,5,[5],"[4, 6, 8, 10, 16]",SMCW.tsv,S0281,S0307
yes,1,97,"[15, 273, 315, 488, 500]","[97, 532, 546, 562, 578]",SMCW.tsv,S0281,S0307
right,1,144,"[17, 95, 145, 196, 198, 298, 390, 429, 453, 593, 649, 719, 736, 812, 893]","[144, 156, 469]",SMCW.tsv,S0281,S0307
well,1,24,"[21, 25, 51, 59, 143, 148, 169, 237, 239, 245, 247, 249, 260, 280, 296, 338, 357, 365, 368, 373, 384, 405, 408, 416, 422, 424, 429, 441, 463, 470, 474, 476, 492, 500, 510, 537, 541, 545, 559, 607, 613, 617, 621, 630, 634, 645, 651, 661, 674, 680, 686, 699, 705, 709, 734, 746, 765, 777, 783, 808, 828, 832, 837, 862, 903, 911, 942]","[24, 26, 46, 56, 70, 74, 105, 114, 160, 193, 283, 520, 538, 546, 556, 562]",SMCW.tsv,S0281,S0307
well i,2,283,"[21, 25, 51, 59, 239, 260, 296, 373, 384, 405, 408, 422, 617, 645, 705, 746, 911]",[283],SMCW.tsv,S0281,S0307
fruit,1,23,"[23, 37, 41]","[18, 22, 24, 28, 46, 48, 56, 86]",SMCW.tsv,S0281,S0307
get,1,28,"[23, 25, 29, 31, 37, 43, 59, 104, 235, 332, 410, 416, 422, 449, 459, 468, 474, 498, 500, 507, 509, 517, 647, 671, 703, 705, 707, 709, 719, 727, 734, 761, 767, 771, 779, 795, 797, 801, 807, 808, 810, 868, 880, 931, 942]","[28, 74, 86, 114, 124, 136, 144, 211, 236, 250, 367, 520, 522, 580, 904, 934]",SMCW.tsv,S0281,S0307
most of,2,74,[23],"[74, 124]",SMCW.tsv,S0281,S0307
