Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
go,1,1,"[0, 10, 30, 32, 34, 36, 38, 40, 58, 62, 66, 139, 151, 157, 159, 174, 193, 215, 219]","[1, 3, 5, 45, 69, 152, 256]",SZR7.tsv,S0255,S0256
get,1,3,"[0, 12, 62, 76, 139, 141, 155, 174, 197, 203, 240, 314]","[3, 5, 15, 41, 89, 90, 92, 134, 181, 183, 190, 202, 231, 237, 243, 245, 302, 317]",SZR7.tsv,S0255,S0256
say,1,5,"[0, 40, 62, 66, 191, 197, 249, 251, 255, 258, 260, 262, 263, 265, 267]","[5, 160, 292]",SZR7.tsv,S0255,S0256
for halloween,2,19,[0],[19],SZR7.tsv,S0255,S0256
right,1,29,"[0, 8, 68, 211, 249, 271, 307, 324]","[29, 92, 117, 123, 231]",SZR7.tsv,S0255,S0256
okay,1,250,"[4, 16, 50, 209, 213, 217, 246, 283, 299, 305, 309]",[250],SZR7.tsv,S0255,S0256
like a,2,6,[6],"[3, 7, 41, 99, 216]",SZR7.tsv,S0255,S0256
work,1,6,"[6, 10, 139, 279, 283, 287, 289]","[3, 105, 128, 208, 278, 280]",SZR7.tsv,S0255,S0256
like,1,6,"[6, 10, 34, 64, 82, 96, 137, 141, 155, 159, 263, 265, 301]","[3, 7, 15, 17, 19, 87, 89, 90, 92, 93, 95, 101, 121, 127, 128, 130, 146, 152, 160, 229, 231, 235, 237, 245, 256, 284, 306, 41, 99, 216]",SZR7.tsv,S0255,S0256
something,1,17,"[6, 32, 40, 60, 64]",[17],SZR7.tsv,S0255,S0256
round,1,45,"[6, 207]",[45],SZR7.tsv,S0255,S0256
come,1,69,"[6, 20, 54, 60, 246, 248, 249, 251, 263, 265, 273]","[69, 107, 132, 272]",SZR7.tsv,S0255,S0256
on like,2,127,[6],[127],SZR7.tsv,S0255,S0256
murder,1,10,[10],"[1, 5]",SZR7.tsv,S0255,S0256
a group,2,10,"[10, 32]",[3],SZR7.tsv,S0255,S0256
