Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
saturday,1,17,"[0, 44, 199]",[17],SCXU.tsv,S0058,S0179
have a,2,19,"[0, 64, 72, 104, 150, 162, 164, 260, 272, 426, 582, 584, 590, 633]","[19, 263, 365, 407, 491, 603, 689, 805]",SCXU.tsv,S0058,S0179
drive,1,41,"[0, 60, 62, 138, 164, 368, 620, 624, 649, 651, 658, 660, 846]","[41, 69, 431, 479, 483, 644, 654, 656, 671, 681, 705, 837, 868]",SCXU.tsv,S0058,S0179
yeah,1,53,"[0, 14, 18, 28, 38, 40, 42, 46, 50, 56, 58, 60, 62, 64, 70, 78, 80, 92, 94, 102, 106, 108, 114, 118, 126, 134, 136, 140, 144, 148, 152, 156, 158, 162, 164, 166, 170, 174, 176, 180, 186, 191, 193, 197, 199, 201, 203, 205, 207, 213, 222, 228, 242, 244, 250, 252, 254, 260, 266, 268, 272, 278, 282, 284, 286, 290, 292, 294, 298, 304, 306, 310, 312, 316, 322, 324, 328, 332, 338, 342, 346, 348, 350, 354, 356, 358, 362, 366, 378, 384, 386, 390, 394, 396, 400, 402, 408, 412, 414, 418, 422, 426, 430, 432, 434, 440, 442, 446, 458, 460, 472, 474, 476, 484, 488, 490, 505, 507, 513, 515, 519, 521, 525, 527, 537, 559, 566, 570, 572, 574, 576, 580, 586, 590, 596, 608, 614, 618, 620, 622, 631, 633, 635, 639, 645, 649, 655, 658, 660, 662, 676, 684, 686, 690, 696, 708, 716, 718, 720, 728, 734, 738, 742, 744, 760, 764, 766, 770, 772, 774, 776, 778, 780, 786, 790, 792, 796, 802, 804, 806, 814, 816, 820, 828, 830, 838, 842, 844, 846, 850, 853, 855, 859, 865, 873, 875, 885, 889, 907]","[53, 63, 73, 75, 85, 87, 99, 101, 103, 113, 129, 149, 153, 157, 159, 169, 177, 202, 210, 217, 219, 229, 259, 263, 269, 273, 275, 277, 297, 313, 355, 375, 479, 487, 516, 558, 569, 583, 585, 634, 642, 650, 652, 659, 665, 667, 691, 699, 703, 707, 731, 759, 789, 793, 795, 797, 799, 817, 819, 823, 849, 874, 890, 902, 151, 165, 323, 435, 593, 640, 777]",SCXU.tsv,S0058,S0179
nice day,2,73,[0],[73],SCXU.tsv,S0058,S0179
a nice,2,73,"[0, 193, 568, 582, 818]","[73, 327]",SCXU.tsv,S0058,S0179
still,1,73,"[0, 470, 523, 804, 816]","[73, 75, 79, 251, 431, 493, 497, 508, 741, 801, 888]",SCXU.tsv,S0058,S0179
go,1,79,"[0, 58, 60, 78, 106, 162, 178, 203, 209, 222, 236, 248, 250, 256, 260, 288, 320, 326, 352, 372, 380, 400, 404, 406, 470, 488, 505, 509, 511, 515, 580, 582, 584, 586, 590, 618, 686, 720, 818, 891]","[79, 91, 161, 200, 249, 273, 315, 319, 321, 331, 345, 349, 401, 417, 508, 544, 587, 677, 679, 689, 691, 807, 813]",SCXU.tsv,S0058,S0179
never,1,121,"[0, 56, 152, 205, 209, 254, 256, 308, 374, 442, 505, 660, 666]","[121, 155, 229, 587, 693]",SCXU.tsv,S0058,S0179
yeah i,2,151,"[0, 56, 62, 78, 92, 164, 166, 180, 207, 222, 250, 290, 306, 332, 356, 386, 426, 442, 474, 488, 525, 527, 572, 614, 618, 620, 660, 676, 802, 804, 820]","[151, 165, 323, 435, 593, 640, 777]",SCXU.tsv,S0058,S0179
