Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
okay,1,1,"[0, 4, 14, 39, 62, 81, 93, 102, 120, 281, 354, 465, 679, 827, 853, 1019, 1299, 1382, 1582, 1588, 1629, 1664, 1668, 1720, 1769]","[1, 166, 353, 359, 369, 403, 553, 750, 762, 896, 908, 932, 1060, 1062, 1085, 1107, 1310, 1514, 1834, 1867]",SN22.tsv,S0018,S0074
court,1,1,[0],"[1, 3, 15, 21, 86, 105, 1440]",SN22.tsv,S0018,S0074
in the,2,23,"[0, 954, 956, 1160, 1262, 1325, 1782]","[23, 92, 202, 220, 226, 253, 289, 567, 575, 633, 816, 850, 890, 934, 1103, 1229, 1243, 1306, 1440, 1492, 1645, 1683]",SN22.tsv,S0018,S0074
be it,2,182,"[0, 461, 578, 1297, 1603, 1638]","[182, 209, 224, 257, 339, 353, 420, 608, 746, 758, 1003, 1005, 1274, 1340, 1552, 1566, 1647, 1759, 1823]",SN22.tsv,S0018,S0074
that you,2,1003,"[0, 497, 1196, 1210]","[1003, 1229, 1306, 1353, 1411]",SN22.tsv,S0018,S0074
you do,2,1075,"[0, 1676]","[1075, 1237, 1389]",SN22.tsv,S0018,S0074
it that,2,1759,[0],[1759],SN22.tsv,S0018,S0074
uh huh,2,1077,"[12, 22, 25, 33, 42, 54, 89, 95, 99, 104, 122, 133, 155, 189, 285, 288, 308, 419, 425, 427, 467, 485, 533, 572, 574, 576, 634, 681, 683, 813, 835, 837, 887, 917, 981, 983, 985, 989, 997, 1001, 1301, 1584, 1590, 1623, 1678, 1684, 1688, 1692, 1752, 1760, 1771, 1784, 1787, 1807, 1811, 1845]","[1077, 1500]",SN22.tsv,S0018,S0074
right,1,23,"[16, 27, 56, 97, 106, 118, 157, 177, 204, 206, 439, 441, 449, 463, 535, 747, 862, 1412, 1601, 1748, 1767]","[23, 74, 78, 232, 347, 367, 405, 442, 470, 494, 559, 740, 748, 768, 796, 874, 881, 904, 1081, 1087, 1089, 1091, 1109, 1111, 1113, 1131, 1133, 1135, 1145, 1165, 1167, 1243, 1322, 1328, 1357, 1450, 1482, 1486, 1504, 1532, 1715]",SN22.tsv,S0018,S0074
it sound,2,21,"[18, 1008]",[21],SN22.tsv,S0018,S0074
like,1,28,"[18, 173, 187, 336, 338, 495, 523, 546, 558, 578, 617, 730, 773, 851, 1206, 1210, 1266, 1267]","[28, 41, 72, 168, 313, 428, 514, 517, 626, 684, 686, 688, 693, 697, 716, 802, 940, 982, 994, 1000, 1002, 1014, 1016, 1235, 1245, 1251, 1353, 1403, 1407, 1446, 1492, 1698, 1745, 1806, 1808, 1814, 280]",SN22.tsv,S0018,S0074
