Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
they're all,2,142,"[0, 38]","[142, 144]",SRG8.tsv,S0024,S0144
they're,1,270,"[0, 38, 71, 278]","[270, 358, 360, 364]",SRG8.tsv,S0024,S0144
all of,2,2,"[2, 437]",[1],SRG8.tsv,S0024,S0144
yeah,1,5,"[2, 26, 28, 34, 36, 48, 56, 64, 67, 78, 81, 92, 109, 111, 122, 133, 154, 160, 162, 164, 166, 169, 202, 213, 218, 226, 233, 235, 237, 241, 243, 269, 276, 294, 306, 325, 339, 345, 357, 359, 394, 415, 427, 447, 449, 450, 452]","[5, 7, 9, 23, 25, 27, 49, 51, 63, 65, 86, 89, 98, 106, 114, 123, 125, 127, 142, 152, 157, 168, 172, 197, 207, 219, 223, 225, 227, 244, 268, 281, 285, 297, 303, 315, 321, 326, 328, 346, 352, 362, 364, 368, 375, 377, 379, 381, 383, 387, 389, 397, 422, 428, 430, 432, 438, 446]",SRG8.tsv,S0024,S0144
of the,2,240,"[2, 93, 111]","[240, 369]",SRG8.tsv,S0024,S0144
week,1,11,"[4, 12, 14, 320]","[11, 442]",SRG8.tsv,S0024,S0144
get,1,11,"[4, 6, 12, 14, 18, 20, 32, 38, 46, 69, 81, 130, 135, 139, 211, 218, 259, 269, 276, 306, 312, 323, 437]","[11, 19, 21, 29, 33, 217, 258, 324, 340, 344, 346, 348, 442]",SRG8.tsv,S0024,S0144
two,1,19,"[4, 20]","[19, 279]",SRG8.tsv,S0024,S0144
days,1,21,"[4, 6, 10, 20, 22, 24]","[21, 27]",SRG8.tsv,S0024,S0144
we're,1,27,"[4, 211]","[27, 250, 322]",SRG8.tsv,S0024,S0144
we've,1,146,"[4, 6, 386]","[146, 159]",SRG8.tsv,S0024,S0144
take,1,209,"[4, 128, 214, 427]","[209, 360]",SRG8.tsv,S0024,S0144
next,1,344,[4],"[344, 377, 379]",SRG8.tsv,S0024,S0144
