Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
start,1,13,"[0, 8, 12, 96]","[13, 25, 49, 105]",SJ6L.tsv,S0262,S0297
this be,2,33,"[0, 168, 184]","[33, 49, 85, 95, 101, 129, 143, 175, 177, 191, 217, 219, 223]",SJ6L.tsv,S0262,S0297
be it,2,109,"[0, 190]",[109],SJ6L.tsv,S0262,S0297
now this be,3,177,[0],[177],SJ6L.tsv,S0262,S0297
evaluate,1,2,"[2, 148, 158, 162]","[1, 17, 21, 145, 159, 161]",SJ6L.tsv,S0262,S0297
two,1,13,"[2, 132, 136, 138, 142]","[13, 17, 25, 49, 67, 105]",SJ6L.tsv,S0262,S0297
things,1,13,"[2, 92]","[13, 17, 33, 45, 55, 67, 73, 79, 83, 85, 95, 101, 103, 105, 127, 129, 143, 161, 163, 179, 205, 215]",SJ6L.tsv,S0262,S0297
i'm,1,13,"[2, 138, 146]","[13, 25, 31, 55, 57, 69, 79, 83, 93, 95, 99, 101, 103, 115, 127, 129, 143, 161, 195, 207, 219]",SJ6L.tsv,S0262,S0297
there be,2,17,[2],"[17, 67, 85, 95, 99, 105, 143, 219]",SJ6L.tsv,S0262,S0297
things that,2,101,[2],"[101, 143]",SJ6L.tsv,S0262,S0297
that i'm,2,103,[2],"[103, 129]",SJ6L.tsv,S0262,S0297
two things that,3,105,[2],[105],SJ6L.tsv,S0262,S0297
i'm i'm,2,129,[2],[129],SJ6L.tsv,S0262,S0297
there there be,3,185,[2],[185],SJ6L.tsv,S0262,S0297
unit,1,4,"[4, 24, 62, 148, 158]","[1, 25, 29, 33, 35, 43, 45, 49, 51, 65, 67, 69, 115, 129, 161]",SJ6L.tsv,S0262,S0297
as a,2,17,"[4, 24, 130]","[17, 91, 93, 95, 99, 103, 105, 127, 129, 143, 161, 207, 219]",SJ6L.tsv,S0262,S0297
job,1,17,[4],"[17, 21, 101, 103, 105, 127, 143, 175]",SJ6L.tsv,S0262,S0297
convener,1,25,"[4, 24, 40]",[25],SJ6L.tsv,S0262,S0297
one of,2,13,"[6, 8]","[13, 83, 103, 143]",SJ6L.tsv,S0262,S0297
that's,1,17,"[6, 22, 46, 74, 82, 92, 96, 98, 100, 104, 108, 130, 146, 180, 184, 188]","[17, 25, 33, 49, 73, 85, 87, 93, 95, 97, 99, 101, 105, 115, 119, 127, 143, 165, 183, 187, 189, 201, 207, 215, 69, 179, 191]",SJ6L.tsv,S0262,S0297
one,1,17,"[6, 8, 94, 148]","[17, 21, 25, 33, 49, 67, 83, 85, 93, 99, 105, 129, 133, 135, 143, 145, 103]",SJ6L.tsv,S0262,S0297
of the,2,29,"[6, 8, 92, 136]","[29, 69, 83, 95, 99, 101, 105, 127, 129, 143, 161, 193, 195, 197, 215, 219]",SJ6L.tsv,S0262,S0297
question,1,33,"[6, 8, 10, 22]","[33, 43, 45]",SJ6L.tsv,S0262,S0297
and that's,2,69,[6],"[69, 99, 105, 127, 179, 191, 201]",SJ6L.tsv,S0262,S0297
and then,2,13,"[8, 148]","[13, 49, 67, 73, 85, 95, 105, 129, 145, 195]",SJ6L.tsv,S0262,S0297
if you,2,17,"[8, 182]","[17, 25, 105, 127, 173, 101]",SJ6L.tsv,S0262,S0297
one or,2,17,[8],"[17, 105, 143]",SJ6L.tsv,S0262,S0297
position,1,83,"[8, 12]",[83],SJ6L.tsv,S0262,S0297
you have,2,99,"[8, 54]","[99, 101, 119, 143, 165, 179, 105]",SJ6L.tsv,S0262,S0297
previous,1,99,"[8, 12]","[99, 127]",SJ6L.tsv,S0262,S0297
if you have,3,101,[8],"[101, 105]",SJ6L.tsv,S0262,S0297
profession,1,105,[8],[105],SJ6L.tsv,S0262,S0297
previous profession,2,127,[8],[127],SJ6L.tsv,S0262,S0297
another one,2,129,[8],[129],SJ6L.tsv,S0262,S0297
that be,2,13,[10],"[13, 53, 59, 89, 95, 99, 143, 145]",SJ6L.tsv,S0262,S0297
actually,1,13,[10],"[13, 17, 25, 31, 69, 73, 83, 85, 95, 99, 113, 119, 129, 143, 165, 195, 215]",SJ6L.tsv,S0262,S0297
that be the,3,47,[10],[47],SJ6L.tsv,S0262,S0297
be the,2,55,"[10, 28, 184]","[55, 61, 95, 159, 165, 175, 219]",SJ6L.tsv,S0262,S0297
first,1,69,[10],"[69, 85]",SJ6L.tsv,S0262,S0297
the first,2,127,[10],[127],SJ6L.tsv,S0262,S0297
bite,1,13,"[12, 94, 140]","[13, 85, 127]",SJ6L.tsv,S0262,S0297
tell,1,25,"[12, 14, 94]","[25, 49, 69, 95, 105, 127, 143, 161, 175, 179, 195, 223, 165]",SJ6L.tsv,S0262,S0297
tell me,2,53,"[12, 14, 94]","[53, 185, 223]",SJ6L.tsv,S0262,S0297
a little bite,3,55,"[12, 94, 140]","[55, 81, 85, 101]",SJ6L.tsv,S0262,S0297
a little,2,85,"[12, 94, 140]","[85, 101]",SJ6L.tsv,S0262,S0297
little bite,2,85,"[12, 94, 140]",[85],SJ6L.tsv,S0262,S0297
little,1,95,"[12, 94, 140]","[95, 127, 223]",SJ6L.tsv,S0262,S0297
me a,2,143,"[12, 94]",[143],SJ6L.tsv,S0262,S0297
you tell,2,165,[12],[165],SJ6L.tsv,S0262,S0297
okay,1,14,"[14, 22, 32, 46, 54, 62, 96, 120, 124, 136, 148, 164, 166, 168, 172, 178, 204, 210]","[1, 5, 9, 17, 51, 65, 71, 83, 85, 91, 103, 105, 139, 143, 177, 195, 205, 209, 213, 221, 13, 29, 31, 33, 55, 61, 69, 97]",SJ6L.tsv,S0262,S0297
okay so,2,14,"[14, 54, 166, 168]","[13, 29, 31, 33, 55, 61, 65, 69, 97, 105, 143]",SJ6L.tsv,S0262,S0297
in that,2,14,[14],"[13, 73, 79, 95, 101, 103, 105, 143, 145, 161, 165]",SJ6L.tsv,S0262,S0297
you know,2,14,"[14, 16, 62, 64, 96, 184]","[13, 17, 21, 25, 33, 49, 51, 53, 57, 69, 83, 85, 95, 99, 101, 103, 105, 113, 115, 117, 119, 127, 129, 143, 145, 165, 175, 177, 185, 187, 195, 197, 215, 219]",SJ6L.tsv,S0262,S0297
know,1,14,"[14, 16, 22, 62, 64, 96, 184]","[13, 17, 21, 49, 67, 79, 83, 95, 101, 105, 113, 115, 127, 143, 145, 223, 25, 33, 51, 53, 57, 69, 85, 99, 103, 117, 119, 129, 165, 175, 177, 185, 187, 195, 197, 215, 219]",SJ6L.tsv,S0262,S0297
evaluation,1,15,"[14, 18, 24, 54, 62, 76, 130]","[15, 25, 83, 93, 95, 99, 101, 103, 105, 127, 129, 135, 143, 215]",SJ6L.tsv,S0262,S0297
be you,2,17,"[14, 18, 24, 184]","[17, 53, 127, 145, 177, 199, 215, 219]",SJ6L.tsv,S0262,S0297
people,1,17,[14],"[17, 25, 51, 105, 123, 143]",SJ6L.tsv,S0262,S0297
do you,2,21,"[14, 54, 64, 88, 224]","[21, 33, 45, 69, 83, 99, 101, 143, 145, 49, 51, 73]",SJ6L.tsv,S0262,S0297
