Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
bite of,2,25,"[0, 521]","[25, 557]",SMK7.tsv,S0631,S0632
a little,2,68,"[0, 61, 76, 120, 124, 281, 316, 346, 364, 521]","[68, 391]",SMK7.tsv,S0631,S0632
cheese,1,79,[0],"[79, 84, 108]",SMK7.tsv,S0631,S0632
have a,2,94,"[0, 8, 118, 120, 304, 332, 334, 352, 366, 550]","[94, 108, 221, 458, 600]",SMK7.tsv,S0631,S0632
i'll,1,94,"[0, 8, 157, 328, 360, 435, 536, 550]",[94],SMK7.tsv,S0631,S0632
sometimes,1,100,"[0, 4, 513, 521, 527]","[100, 524]",SMK7.tsv,S0631,S0632
little,1,286,"[0, 61, 76, 120, 124, 281, 316, 346, 364, 497, 521]","[286, 391]",SMK7.tsv,S0631,S0632
bite,1,319,"[0, 46, 61, 76, 232, 281, 316, 346, 364, 451, 513, 521, 548, 562]","[319, 391, 541, 557]",SMK7.tsv,S0631,S0632
a little bite,3,391,"[0, 76, 281, 346, 364, 521]",[391],SMK7.tsv,S0631,S0632
drink,1,2,"[2, 4]","[1, 9]",SMK7.tsv,S0631,S0632
tea,1,2,"[2, 4, 8, 10]","[1, 7, 9, 15]",SMK7.tsv,S0631,S0632
like,1,2,"[2, 4, 26, 32, 52, 54, 56, 61, 65, 69, 76, 105, 132, 134, 136, 138, 153, 155, 177, 179, 196, 202, 206, 213, 214, 218, 224, 228, 232, 236, 237, 245, 265, 277, 292, 310, 316, 318, 320, 330, 332, 348, 362, 364, 380, 394, 414, 425, 443, 455, 463, 465, 467, 533, 536, 564, 568, 569, 593, 605, 607, 616, 618]","[1, 7, 11, 17, 19, 21, 31, 45, 53, 55, 58, 68, 73, 84, 100, 108, 114, 149, 168, 182, 186, 194, 197, 203, 221, 240, 248, 252, 258, 260, 264, 276, 278, 295, 315, 319, 321, 327, 329, 343, 359, 387, 391, 393, 401, 411, 413, 440, 458, 462, 480, 482, 496, 500, 541, 600, 223, 266, 339, 442, 518]",SMK7.tsv,S0631,S0632
in the morning,3,84,[2],[84],SMK7.tsv,S0631,S0632
in the,2,94,"[2, 8, 273, 275, 350, 408, 469, 536, 542]","[94, 147, 276, 496, 553]",SMK7.tsv,S0631,S0632
but i,2,114,"[2, 107, 193, 196, 236, 241, 265, 348, 463]","[114, 319, 391]",SMK7.tsv,S0631,S0632
morning,1,129,"[2, 134]","[129, 131, 143]",SMK7.tsv,S0631,S0632
like i,2,223,"[2, 177, 228, 237, 414, 463]","[223, 321, 339, 391]",SMK7.tsv,S0631,S0632
of like,2,266,"[2, 76, 179]","[266, 442]",SMK7.tsv,S0631,S0632
kind of,2,278,"[2, 59, 76, 138, 179, 326, 416]","[278, 391, 518]",SMK7.tsv,S0631,S0632
i kind of,3,391,[2],[391],SMK7.tsv,S0631,S0632
kind of like,3,518,"[2, 76, 179]",[518],SMK7.tsv,S0631,S0632
that's,1,5,"[4, 10, 85, 132, 169, 179, 243, 246, 291, 316, 318, 394, 404, 443, 461, 465, 467, 471, 475, 546, 564]","[5, 9, 11, 68, 79, 82, 86, 102, 108, 131, 137, 166, 182, 256, 293, 307, 313, 354, 359, 434, 468, 470, 472, 496, 518, 539, 547, 606, 280, 411]",SMK7.tsv,S0631,S0632
in a,2,17,"[4, 59, 187, 191, 196, 577]","[17, 53, 341, 518]",SMK7.tsv,S0631,S0632
like no,2,19,"[4, 536]","[19, 21, 68, 319]",SMK7.tsv,S0631,S0632
day,1,81,"[4, 132, 153, 253, 259, 350, 429, 443, 593]","[81, 82, 258, 260]",SMK7.tsv,S0631,S0632
go to,2,96,"[4, 85, 350, 366, 402]","[96, 240]",SMK7.tsv,S0631,S0632
go,1,100,"[4, 85, 138, 230, 236, 255, 275, 281, 292, 320, 350, 366, 402, 420, 475, 603]","[100, 102, 276, 278, 315, 319, 321, 329, 339, 341, 343, 606, 240]",SMK7.tsv,S0631,S0632
