Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
yeah,1,1,"[0, 57, 77, 87, 94, 164, 167, 223, 234, 242, 270, 278, 284, 292, 341, 391, 393, 426]","[1, 5, 13, 30, 32, 44, 48, 60, 62, 64, 90, 114, 120, 124, 126, 134, 138, 142, 146, 154, 160, 165, 168, 201, 227, 231, 235, 239, 243, 247, 251, 257, 261, 277, 299, 310, 314, 323, 348, 354, 356, 370, 372, 376, 380, 386, 405, 419, 421, 429]",SG2E.tsv,S0238,S0242
think,1,52,"[0, 17, 39, 49, 59, 89, 117, 141, 145, 162, 171, 176, 197, 242, 246, 250, 260, 262, 300, 301, 311, 313, 322, 375, 377, 379, 383, 412, 428]","[52, 152, 154, 231]",SG2E.tsv,S0238,S0242
it's not,2,76,"[0, 169, 282, 363, 408]",[76],SG2E.tsv,S0238,S0242
really,1,78,"[0, 49, 102, 176, 197, 238, 252, 258, 262, 280, 309, 326, 328, 363, 400, 422]","[78, 82, 323, 370, 396, 398]",SG2E.tsv,S0238,S0242
vegetarian,1,93,"[0, 2, 4, 51, 117, 375, 381, 383, 385, 402]","[93, 425, 430, 429]",SG2E.tsv,S0238,S0242
something,1,99,"[0, 119, 171, 193, 238, 242, 296, 305, 307, 315, 351, 379, 412]","[99, 271, 392]",SG2E.tsv,S0238,S0242
quite,1,148,"[0, 27, 61, 178, 256, 258, 274, 364, 375]","[148, 196, 396, 409, 411]",SG2E.tsv,S0238,S0242
in in,2,269,"[0, 33, 123]",[269],SG2E.tsv,S0238,S0242
run,1,289,[0],[289],SG2E.tsv,S0238,S0242
i'd,1,396,"[0, 57]",[396],SG2E.tsv,S0238,S0242
a vegetarian,2,429,"[0, 117, 402]",[429],SG2E.tsv,S0238,S0242
some of,2,3,"[2, 25, 65]","[3, 396]",SG2E.tsv,S0238,S0242
and so,2,76,"[2, 6, 37, 85, 162, 282, 353]","[76, 152, 154, 257, 269, 287, 295, 390, 394, 430]",SG2E.tsv,S0238,S0242
be vegetarian,2,430,"[2, 381]",[430],SG2E.tsv,S0238,S0242
vegan,1,13,"[4, 6, 10]",[13],SG2E.tsv,S0238,S0242
rather,1,54,"[4, 145, 412]",[54],SG2E.tsv,S0238,S0242
mean,1,72,"[4, 171, 191, 216, 226, 252, 280, 296, 337, 381, 389, 416, 420]","[72, 156, 241, 425, 429, 152]",SG2E.tsv,S0238,S0242
it mean,2,152,[4],[152],SG2E.tsv,S0238,S0242
menu,1,390,[4],"[390, 392, 396]",SG2E.tsv,S0238,S0242
when they,2,425,"[4, 100, 133]",[425],SG2E.tsv,S0238,S0242
and so on,3,76,"[6, 37, 85, 162, 282]","[76, 152, 154, 257, 269, 287, 295, 430, 394]",SG2E.tsv,S0238,S0242
free,1,150,"[6, 91, 125]",[150],SG2E.tsv,S0238,S0242
make,1,273,"[6, 8, 49, 85, 274, 324, 328, 389, 406]",[273],SG2E.tsv,S0238,S0242
erm and,2,287,"[6, 37, 49, 59, 67, 125, 127, 353, 377, 381, 412, 416]","[287, 291, 392, 398]",SG2E.tsv,S0238,S0242
which be,2,390,"[6, 45, 104, 171, 200, 206]",[390],SG2E.tsv,S0238,S0242
and so on erm,4,394,[6],[394],SG2E.tsv,S0238,S0242
and and,2,394,"[6, 25, 65, 91, 422]","[394, 396]",SG2E.tsv,S0238,S0242
and she,2,398,"[6, 404]",[398],SG2E.tsv,S0238,S0242
gluten,1,425,[6],[425],SG2E.tsv,S0238,S0242
you know,2,80,"[8, 25, 37, 43, 47, 49, 61, 63, 83, 91, 92, 111, 119, 123, 135, 145, 153, 162, 206, 262, 276, 280, 301, 307, 365, 375, 377, 385, 400, 410, 420]","[80, 93, 291, 340, 342, 390, 425]",SG2E.tsv,S0238,S0242
and things,2,95,[8],[95],SG2E.tsv,S0238,S0242
much,1,95,"[8, 39, 49, 51, 133, 178, 216, 301, 363, 424]",[95],SG2E.tsv,S0238,S0242
