Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
just a,2,100,"[0, 50, 140]","[100, 211]",SX6V.tsv,S0427,S0426
just just,2,175,[0],[175],SX6V.tsv,S0427,S0426
well,1,209,"[0, 2, 4, 46, 103, 106, 120, 126, 176, 184, 198, 207, 208, 235, 239, 262, 264, 266, 278, 300, 308, 310]","[209, 220, 230, 242, 259, 275, 291, 295, 333]",SX6V.tsv,S0427,S0426
get,1,2,"[2, 42, 46, 50, 67, 97, 114, 144, 150, 152, 166, 172, 180, 202, 207, 215, 229, 231, 239, 268, 270, 280, 282, 304, 306]","[1, 9, 72, 179, 197, 295, 321, 201]",SX6V.tsv,S0427,S0426
something,1,5,"[2, 42, 251]","[5, 259, 279, 289]",SX6V.tsv,S0427,S0426
like,1,145,"[2, 14, 130, 140, 156, 190, 239, 308, 310, 326]","[145, 157, 199, 209, 222, 271, 275, 297, 289]",SX6V.tsv,S0427,S0426
print,1,185,"[2, 184]",[185],SX6V.tsv,S0427,S0426
get a,2,201,"[2, 42, 46, 97, 202, 280]",[201],SX6V.tsv,S0427,S0426
something like,2,289,[2],[289],SX6V.tsv,S0427,S0426
hundred,1,4,"[4, 6, 97, 223]",[3],SX6V.tsv,S0427,S0426
probably,1,15,"[4, 120, 152, 180, 192, 223, 241]","[15, 199, 275, 287]",SX6V.tsv,S0427,S0426
yeah,1,47,"[4, 6, 16, 23, 34, 40, 42, 63, 85, 101, 108, 112, 162, 166, 172, 180, 182, 188, 196, 198, 200, 210, 221, 223, 225, 227, 229, 233, 235, 237, 243, 260, 264, 266, 272, 274, 276, 286, 292, 294, 296, 298, 300, 316, 318, 320, 324, 330]","[47, 64, 76, 86, 115, 137, 151, 163, 209, 244, 255, 265, 269, 297]",SX6V.tsv,S0427,S0426
would,1,147,"[4, 42, 85, 176, 243, 254, 264, 310]","[147, 230, 325, 327]",SX6V.tsv,S0427,S0426
god,1,169,"[4, 326]",[169],SX6V.tsv,S0427,S0426
five,1,234,"[4, 120, 239]",[234],SX6V.tsv,S0427,S0426
two,1,234,"[4, 30, 42, 202, 233, 239]",[234],SX6V.tsv,S0427,S0426
say,1,325,"[4, 14, 36, 103, 104, 106, 152, 184, 214, 217, 239, 243, 264, 280, 306, 326]",[325],SX6V.tsv,S0427,S0426
photograph,1,7,"[6, 42, 140, 144, 166, 190]","[7, 98, 139, 173]",SX6V.tsv,S0427,S0426
one,1,33,"[6, 10, 12, 19, 30, 34, 36, 104, 122, 140, 152, 198, 202, 208, 233, 239, 245, 256, 264, 302, 322]","[33, 92, 133, 197, 199, 323]",SX6V.tsv,S0427,S0426
take,1,98,"[6, 73, 77, 91, 97, 132, 144, 150, 166, 178, 208, 214]","[98, 289]",SX6V.tsv,S0427,S0426
six,1,234,"[6, 239]",[234],SX6V.tsv,S0427,S0426
turn,1,283,"[6, 40, 233, 290]","[283, 291]",SX6V.tsv,S0427,S0426
i mean,2,70,"[8, 170, 198, 200, 202, 203, 208, 239, 282, 290, 294, 306]","[70, 189, 220]",SX6V.tsv,S0427,S0426
mean,1,197,"[8, 170, 198, 200, 202, 203, 208, 239, 282, 290, 294, 306]",[197],SX6V.tsv,S0427,S0426
on the,2,84,"[12, 104, 134, 152, 322]","[84, 189, 220, 222, 323, 325]",SX6V.tsv,S0427,S0426
case,1,14,"[14, 50]","[5, 327]",SX6V.tsv,S0427,S0426
in fact,2,15,"[14, 16, 87, 103, 104, 152, 190]",[15],SX6V.tsv,S0427,S0426
rock,1,15,"[14, 198]",[15],SX6V.tsv,S0427,S0426
build,1,15,"[14, 108]",[15],SX6V.tsv,S0427,S0426
be a,2,68,"[14, 57, 97, 106, 158, 221, 249, 251, 280, 290]","[68, 209, 259]",SX6V.tsv,S0427,S0426
of the,2,84,"[14, 104, 134, 140, 190, 198, 208, 264]","[84, 107, 153]",SX6V.tsv,S0427,S0426
in the,2,133,"[14, 42, 51, 53, 120, 128, 132, 152, 200, 202, 214, 258, 326]","[133, 189, 232, 273]",SX6V.tsv,S0427,S0426
of the the,3,153,[14],[153],SX6V.tsv,S0427,S0426
be in,2,157,"[14, 44, 91, 108, 124, 144]",[157],SX6V.tsv,S0427,S0426
this be,2,209,"[14, 30, 32, 34, 55, 57, 59, 85, 91, 97, 99, 122, 144, 150, 152, 154, 158, 162, 166, 217, 294]","[209, 317]",SX6V.tsv,S0427,S0426
it's a,2,209,"[14, 67, 208]","[209, 211]",SX6V.tsv,S0427,S0426
we be,2,232,"[14, 44, 106, 150]",[232],SX6V.tsv,S0427,S0426
which be a,3,259,"[14, 249]",[259],SX6V.tsv,S0427,S0426
be this,2,261,"[14, 55, 152]",[261],SX6V.tsv,S0427,S0426
back,1,43,"[16, 104, 207, 212, 217, 262]","[43, 220]",SX6V.tsv,S0427,S0426
the side,2,84,[16],[84],SX6V.tsv,S0427,S0426
the back,2,220,[16],[220],SX6V.tsv,S0427,S0426
will be,2,273,"[16, 36]",[273],SX6V.tsv,S0427,S0426
side,1,325,"[16, 104, 172]",[325],SX6V.tsv,S0427,S0426
