Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
get,1,26,"[0, 7, 11, 131, 157, 207, 242, 245, 253, 259, 261, 279, 281, 285, 287, 289, 335, 350, 352, 361, 372]","[26, 36, 55, 62, 86, 88, 91, 99, 101, 103, 105, 158, 160, 194, 199, 230, 232, 234, 264, 266, 310, 334, 336, 354, 360, 362, 381, 382, 397, 424, 430, 258, 422]",SG87.tsv,S0202,S0203
i get,2,103,"[0, 131]","[103, 258, 422]",SG87.tsv,S0202,S0203
i've,1,6,"[1, 7, 9, 114, 134, 157, 253, 259, 279, 281, 285, 287, 299, 331]","[6, 55, 86, 99, 101, 105, 145, 160, 264, 266, 382, 417, 422, 424, 430]",SG87.tsv,S0202,S0203
like,1,6,"[1, 7, 9, 19, 39, 43, 81, 157, 161, 163, 168, 195, 214, 251, 275, 279, 281, 312, 314, 316, 331, 333, 361, 366, 368, 450]","[6, 28, 36, 42, 64, 78, 84, 86, 89, 99, 101, 107, 109, 117, 126, 135, 139, 184, 188, 194, 199, 201, 223, 225, 230, 232, 234, 236, 237, 239, 248, 250, 264, 266, 276, 282, 292, 306, 311, 336, 340, 342, 367, 375, 377, 379, 381, 382, 385, 399, 419, 422, 424, 426, 428, 430, 439, 443, 457, 160]",SG87.tsv,S0202,S0203
one,1,24,"[1, 7, 9, 21, 45, 61, 87, 125, 191, 198, 218, 253, 261, 279, 281, 387, 396, 408, 420, 438]","[24, 28, 132, 194, 232, 254, 266, 272, 278, 298, 379, 382, 385, 386]",SG87.tsv,S0202,S0203
know,1,30,"[1, 9, 17, 19, 21, 27, 87, 183, 214, 316, 318, 321, 333, 392, 412, 421, 456]","[30, 32, 42, 60, 64, 86, 109, 126, 128, 132, 145, 164, 173, 182, 264, 276, 302, 320, 328, 381, 382, 386, 388, 391, 417, 308]",SG87.tsv,S0202,S0203
best,1,30,"[1, 9, 157, 191, 267]","[30, 42, 382]",SG87.tsv,S0202,S0203
well,1,34,"[1, 157, 212, 361, 376, 390, 392, 438]","[34, 42, 103, 105, 141, 145, 147, 156, 206, 237, 239, 284, 298, 322, 340, 342, 367, 377, 381, 382, 416, 430, 461]",SG87.tsv,S0202,S0203
you'd like,2,160,[1],[160],SG87.tsv,S0202,S0203
i didn't,2,266,"[1, 27]","[266, 382, 388]",SG87.tsv,S0202,S0203
i didn't know,3,308,[1],[308],SG87.tsv,S0202,S0203
well i've,2,382,[1],[382],SG87.tsv,S0202,S0203
i do,2,266,"[3, 209, 312, 327, 408, 421]","[266, 334, 362, 382]",SG87.tsv,S0202,S0203
yeah,1,16,"[5, 9, 19, 21, 27, 29, 35, 37, 47, 52, 56, 58, 61, 63, 71, 81, 83, 94, 96, 100, 104, 129, 144, 150, 153, 165, 193, 195, 197, 200, 204, 209, 218, 224, 244, 255, 257, 267, 305, 309, 357, 361, 365, 394, 400, 423, 425, 431, 433, 438, 450, 456]","[16, 18, 26, 28, 40, 42, 44, 48, 50, 53, 55, 59, 62, 64, 72, 74, 76, 78, 82, 88, 93, 95, 133, 135, 145, 158, 162, 169, 178, 184, 190, 196, 217, 221, 232, 234, 239, 241, 250, 262, 274, 278, 288, 294, 296, 302, 304, 308, 336, 344, 351, 360, 371, 381, 382, 385, 407, 409, 414, 424, 428, 439, 441, 457]",SG87.tsv,S0202,S0203
i be,2,59,"[5, 19, 39, 316, 325, 413, 436, 446, 458]","[59, 93, 101, 166, 184, 208, 225, 234, 336, 381, 382, 419, 428]",SG87.tsv,S0202,S0203
yeah i,2,381,"[5, 21, 27, 144, 209]","[381, 382]",SG87.tsv,S0202,S0203
like pay,2,7,[7],[6],SG87.tsv,S0202,S0203
i've be,2,7,[7],[6],SG87.tsv,S0202,S0203
money,1,7,[7],"[6, 99]",SG87.tsv,S0202,S0203
i'm,1,28,"[7, 9, 19, 120, 140, 151, 153, 157, 202, 205, 312, 314, 361, 387, 410, 415, 429, 438, 448, 450]","[28, 36, 99, 101, 109, 147, 236, 239, 272, 311, 382, 385, 393, 409, 416, 419, 457]",SG87.tsv,S0202,S0203
the same,2,34,"[7, 100, 168, 240, 283, 389]","[34, 36, 64, 70, 84, 88, 105, 375, 382]",SG87.tsv,S0202,S0203
also,1,34,[7],"[34, 36, 38, 382]",SG87.tsv,S0202,S0203
i've get,2,55,"[7, 157, 253, 259, 279, 281, 285, 287]","[55, 86, 99, 101, 105, 160, 264, 266, 382, 424, 430]",SG87.tsv,S0202,S0203
people,1,78,"[7, 207, 251, 312, 389, 413]","[78, 84, 126, 128, 135, 184, 199, 264]",SG87.tsv,S0202,S0203
of them,2,80,[7],[80],SG87.tsv,S0202,S0203
it and,2,86,"[7, 279]","[86, 88, 334, 336]",SG87.tsv,S0202,S0203
it be,2,88,"[7, 17, 183, 281, 291]","[88, 176, 184, 186, 234, 338, 382]",SG87.tsv,S0202,S0203
but i,2,101,"[7, 179, 413]","[101, 107, 130, 174, 266, 306, 362, 382]",SG87.tsv,S0202,S0203
pay,1,101,"[7, 100]","[101, 381, 382, 397]",SG87.tsv,S0202,S0203
give,1,101,"[7, 198]",[101],SG87.tsv,S0202,S0203
this be,2,103,[7],"[103, 173, 248]",SG87.tsv,S0202,S0203
but it,2,103,[7],"[103, 186]",SG87.tsv,S0202,S0203
i'll,1,115,"[7, 17, 118, 155]","[115, 126, 158, 264, 313, 319, 320, 334, 381, 382]",SG87.tsv,S0202,S0203
so i'm,2,147,"[7, 9]","[147, 382]",SG87.tsv,S0202,S0203
my mum,2,246,"[7, 312]",[246],SG87.tsv,S0202,S0203
who like,2,264,[7],[264],SG87.tsv,S0202,S0203
get anything,2,336,[7],[336],SG87.tsv,S0202,S0203
like if,2,382,[7],[382],SG87.tsv,S0202,S0203
quid,1,382,[7],[382],SG87.tsv,S0202,S0203
week,1,382,"[7, 214]","[382, 432]",SG87.tsv,S0202,S0203
i don't,2,9,"[9, 312, 318, 357, 363, 456]","[6, 362, 377, 382, 320, 328, 381]",SG87.tsv,S0202,S0203
so i,2,9,"[9, 19, 170, 287]","[6, 306, 382]",SG87.tsv,S0202,S0203
live the high life,4,9,[9],[8],SG87.tsv,S0202,S0203
live,1,42,"[9, 159]","[42, 382]",SG87.tsv,S0202,S0203
don't know,2,164,"[9, 318]",[164],SG87.tsv,S0202,S0203
i buy,2,252,[9],"[252, 260, 381]",SG87.tsv,S0202,S0203
i don't know,3,320,"[9, 318]","[320, 328, 381]",SG87.tsv,S0202,S0203
anything,1,336,"[9, 81, 331, 408]",[336],SG87.tsv,S0202,S0203
but yeah,2,381,[9],"[381, 382]",SG87.tsv,S0202,S0203
high,1,382,[9],[382],SG87.tsv,S0202,S0203
life,1,430,"[9, 389]",[430],SG87.tsv,S0202,S0203
cos,1,28,"[11, 17, 41, 81, 189, 222, 228, 245, 249, 251, 299, 316]","[28, 55, 78, 89, 93, 95, 101, 132, 135, 164, 173, 188, 234, 258, 336, 375, 382, 388, 424, 426, 445]",SG87.tsv,S0202,S0203
leeds,1,14,[13],[14],SG87.tsv,S0202,S0203
what be,2,55,[13],"[55, 336]",SG87.tsv,S0202,S0203
right,1,55,"[13, 23, 51, 146, 255]","[55, 59, 93, 180, 199, 215, 219, 227, 280, 315, 317, 336, 381, 382, 397, 403, 416]",SG87.tsv,S0202,S0203
fuck,1,59,"[13, 172, 189, 267, 413, 420, 431, 454]","[59, 164, 225, 234, 236, 382, 428, 430, 334]",SG87.tsv,S0202,S0203
that be,2,88,"[13, 408]","[88, 188, 248, 382]",SG87.tsv,S0202,S0203
think,1,88,"[13, 54, 75, 157, 183, 299, 372, 389, 392, 408, 448, 454, 460]","[88, 130, 237, 239, 266, 298, 382, 457, 152, 160, 174, 176, 272, 292, 302, 330, 388, 391, 432, 451, 459, 109, 132, 188, 375]",SG87.tsv,S0202,S0203
so what,2,95,[13],[95],SG87.tsv,S0202,S0203
i think,2,109,"[13, 54, 157, 372, 392, 408, 454, 460]","[109, 130, 132, 152, 160, 174, 176, 188, 272, 292, 302, 330, 375, 388, 391, 451, 459, 432]",SG87.tsv,S0202,S0203
oh fuck,2,334,[13],[334],SG87.tsv,S0202,S0203
quick,1,362,[13],[362],SG87.tsv,S0202,S0203
be it,2,381,"[13, 49, 195, 275, 307]","[381, 385]",SG87.tsv,S0202,S0203
i then,2,382,[13],[382],SG87.tsv,S0202,S0203
what i think,3,432,[13],[432],SG87.tsv,S0202,S0203
way,1,17,"[17, 19, 335, 448]","[6, 256, 272, 382, 443]",SG87.tsv,S0202,S0203
even,1,17,"[17, 413]","[6, 282, 382]",SG87.tsv,S0202,S0203
story,1,55,[17],[55],SG87.tsv,S0202,S0203
at the,2,86,"[17, 372]","[86, 88, 199]",SG87.tsv,S0202,S0203
cos i,2,101,"[17, 251, 316]","[101, 135, 173, 258, 388]",SG87.tsv,S0202,S0203
find,1,103,"[17, 396]","[103, 243, 292, 324, 381]",SG87.tsv,S0202,S0203
of it,2,199,[17],"[199, 336]",SG87.tsv,S0202,S0203
i remember,2,246,[17],[246],SG87.tsv,S0202,S0203
know about,2,276,[17],[276],SG87.tsv,S0202,S0203
thing,1,276,"[17, 261]","[276, 292, 428]",SG87.tsv,S0202,S0203
tell,1,322,"[17, 312, 347, 404]","[322, 432, 388]",SG87.tsv,S0202,S0203
