Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
to do,2,7,"[0, 6, 162, 369, 375, 380, 412, 418, 527]","[7, 121, 219, 235, 241, 265, 297, 305]",S7VD.tsv,S0509,S0510
yeah,1,28,"[0, 2, 6, 27, 33, 37, 39, 43, 47, 57, 62, 66, 74, 79, 82, 86, 90, 99, 103, 109, 111, 113, 118, 120, 122, 124, 128, 138, 140, 142, 144, 146, 148, 152, 156, 160, 166, 168, 174, 176, 178, 182, 196, 200, 202, 208, 210, 212, 215, 217, 220, 224, 227, 236, 238, 242, 250, 252, 258, 276, 280, 282, 284, 288, 290, 292, 300, 308, 314, 316, 318, 320, 322, 324, 327, 329, 331, 342, 356, 378, 384, 386, 396, 402, 404, 406, 408, 424, 439, 441, 449, 451, 453, 455, 457, 459, 461, 463, 465, 468, 470, 476, 478, 482, 484, 488, 500, 502, 504, 506, 508, 510, 525, 529, 531, 533, 539, 541, 543, 545]","[28, 46, 56, 69, 76, 93, 97, 102, 104, 106, 108, 110, 114, 116, 119, 129, 133, 137, 149, 151, 159, 161, 167, 169, 173, 195, 203, 216, 228, 239, 247, 255, 257, 259, 287, 303, 309, 335, 337, 347, 357, 367, 370, 377, 379, 383, 391, 393, 395, 397, 399, 411, 415, 419, 421, 428, 438, 450, 466, 471, 479, 489, 491, 495, 497, 515, 517, 524, 526, 530, 532, 540, 544, 548, 552, 193, 275, 519]",S7VD.tsv,S0509,S0510
get,1,112,"[0, 6, 29, 33, 62, 64, 84, 94, 103, 115, 130, 164, 184, 227, 238, 334, 358, 410, 412, 420, 439, 461, 472, 474, 476, 480, 490, 527, 529]","[112, 121, 167, 175, 205, 209, 211, 216, 221, 235, 237, 243, 245, 247, 249, 272, 287, 289, 305, 307, 333, 339, 405, 454, 460, 473, 475, 532, 536, 546]",S7VD.tsv,S0509,S0510
lot,1,119,"[0, 53, 227, 366]","[119, 277, 343, 509]",S7VD.tsv,S0509,S0510
yeah so,2,137,"[0, 90]","[137, 193, 257, 275, 519]",S7VD.tsv,S0509,S0510
lot of,2,173,[0],"[173, 245]",S7VD.tsv,S0509,S0510
still,1,216,"[0, 527]","[216, 287]",S7VD.tsv,S0509,S0510
i've,1,289,"[0, 64, 70, 99, 366, 368, 386, 422]",[289],S7VD.tsv,S0509,S0510
revision,1,7,[4],"[7, 81, 83]",S7VD.tsv,S0509,S0510
well,1,9,"[4, 92, 115, 152, 174, 310, 382, 412, 418, 420, 426, 467, 468, 496, 518, 523]","[9, 89, 93, 98, 102, 110, 133, 137, 167, 175, 181, 195, 216, 233, 237, 247, 257, 261, 283, 295, 313, 323, 333, 383, 501, 532, 540, 554, 325]",S7VD.tsv,S0509,S0510
it's just,2,95,"[4, 13, 113, 376]","[95, 377]",S7VD.tsv,S0509,S0510
say,1,112,"[4, 74, 152, 296, 368, 369, 420, 425, 516, 551]","[112, 119, 147, 247, 283, 289, 305, 325, 460, 519]",S7VD.tsv,S0509,S0510
well i,2,195,[4],"[195, 325]",S7VD.tsv,S0509,S0510
i say,2,283,"[4, 74, 420]",[283],S7VD.tsv,S0509,S0510
ted hughes,2,7,"[6, 527]",[7],S7VD.tsv,S0509,S0510
and it,2,83,"[6, 229, 414, 437, 525]","[83, 175, 203, 205, 211, 221, 225, 233, 268, 270, 295, 305, 372]",S7VD.tsv,S0509,S0510
get to,2,216,"[6, 103, 412, 527]","[216, 272, 287]",S7VD.tsv,S0509,S0510
even,1,216,"[6, 103, 190, 375]","[216, 328]",S7VD.tsv,S0509,S0510
it but,2,219,"[6, 33, 531]",[219],S7VD.tsv,S0509,S0510
but yeah,2,255,"[6, 109, 484, 531]","[255, 259, 337, 357]",S7VD.tsv,S0509,S0510
i've get,2,289,"[6, 62, 84]",[289],S7VD.tsv,S0509,S0510
need to,2,8,"[8, 531]","[7, 291, 305, 405]",S7VD.tsv,S0509,S0510
a bite,2,9,"[8, 31, 113, 294, 334, 371, 396, 484, 500]","[9, 32, 241, 268, 291, 339, 450]",S7VD.tsv,S0509,S0510
and i,2,16,"[8, 136, 412]","[16, 205, 211, 235, 237, 247, 266, 275, 287, 293, 305, 325]",S7VD.tsv,S0509,S0510
poems,1,17,"[8, 10, 47, 51]",[17],S7VD.tsv,S0509,S0510
find,1,26,[8],"[26, 209]",S7VD.tsv,S0509,S0510
read,1,34,"[8, 14, 531]",[34],S7VD.tsv,S0509,S0510
know,1,83,"[8, 23, 33, 41, 84, 126, 130, 132, 136, 182, 227, 229, 371, 382, 400, 410, 447, 480, 518, 520, 535, 537, 545]","[83, 85, 97, 98, 112, 116, 119, 121, 127, 137, 141, 145, 171, 173, 191, 199, 203, 207, 211, 214, 219, 221, 225, 233, 241, 245, 247, 251, 253, 263, 268, 270, 272, 273, 275, 279, 283, 285, 287, 295, 301, 305, 315, 319, 321, 323, 325, 326, 330, 332, 333, 339, 341, 343, 349, 365, 372, 401, 403, 405, 456, 458, 460, 464, 501, 503, 505]",S7VD.tsv,S0509,S0510
in in,2,108,[8],"[108, 289, 401]",S7VD.tsv,S0509,S0510
of the,2,112,"[8, 88, 229, 470]","[112, 221, 235, 239, 247, 272, 293, 297, 337, 341, 456, 507, 532]",S7VD.tsv,S0509,S0510
to have,2,116,"[8, 45]","[116, 372]",S7VD.tsv,S0509,S0510
all of,2,173,[8],"[173, 326]",S7VD.tsv,S0509,S0510
so i,2,173,"[8, 420, 426, 468]","[173, 175, 207, 218, 235, 247, 265, 287]",S7VD.tsv,S0509,S0510
talk about,2,185,"[8, 184]","[185, 209, 456]",S7VD.tsv,S0509,S0510
link,1,203,[8],"[203, 297]",S7VD.tsv,S0509,S0510
about the,2,214,[8],[214],S7VD.tsv,S0509,S0510
bite,1,216,"[8, 31, 113, 294, 334, 371, 396, 420, 484, 500]","[216, 305, 323, 241, 268, 291, 339, 450]",S7VD.tsv,S0509,S0510
in a,2,251,[8],"[251, 261, 460, 534]",S7VD.tsv,S0509,S0510
need,1,285,"[8, 531]",[285],S7VD.tsv,S0509,S0510
know a,2,287,[8],[287],S7VD.tsv,S0509,S0510
talk,1,305,"[8, 184, 467]",[305],S7VD.tsv,S0509,S0510
i be,2,16,"[10, 172, 229, 296, 375, 468]","[16, 169, 173, 175, 185, 195, 205, 211, 241, 255, 265, 266, 275, 297, 305]",S7VD.tsv,S0509,S0510
oh my,2,73,"[10, 298, 306, 310]",[73],S7VD.tsv,S0509,S0510
it be,2,76,"[10, 14, 75, 194, 227, 229, 414, 427, 435, 437, 441]","[76, 93, 181, 199, 201, 203, 205, 207, 211, 214, 219, 221, 233, 251, 261, 265, 268, 270, 272, 287, 295, 305, 323, 325, 337, 339, 341, 353, 372, 450, 225, 307]",S7VD.tsv,S0509,S0510
god,1,95,"[10, 14, 298, 306, 310, 364]","[95, 243]",S7VD.tsv,S0509,S0510
be just,2,125,"[10, 174, 416, 418, 422, 425, 437]","[125, 266, 272, 305, 205, 225, 307]",S7VD.tsv,S0509,S0510
it be just,3,205,"[10, 437]","[205, 225, 272, 307]",S7VD.tsv,S0509,S0510
day,1,218,"[10, 535]","[218, 247, 251, 255, 261, 287]",S7VD.tsv,S0509,S0510
the other,2,353,[10],[353],S7VD.tsv,S0509,S0510
like oh,2,16,"[13, 75, 418, 468]","[16, 112, 268, 287]",S7VD.tsv,S0509,S0510
pike,1,17,[13],[17],S7VD.tsv,S0509,S0510
like,1,17,"[13, 21, 23, 25, 29, 33, 41, 45, 47, 51, 53, 64, 75, 96, 99, 103, 107, 109, 111, 113, 130, 134, 136, 146, 150, 154, 160, 162, 170, 174, 176, 227, 229, 302, 308, 310, 336, 373, 374, 375, 376, 378, 380, 386, 392, 406, 412, 414, 416, 418, 426, 427, 433, 439, 441, 443, 447, 467, 468, 488, 492, 494, 512, 514, 525, 529, 551]","[17, 26, 211, 216, 221, 233, 249, 265, 283, 285, 287, 301, 305, 307, 332, 339, 341, 458, 464, 503, 95, 112, 268]",S7VD.tsv,S0509,S0510
it it's just,3,95,[13],[95],S7VD.tsv,S0509,S0510
it's like,2,95,"[13, 33]",[95],S7VD.tsv,S0509,S0510
good,1,165,"[13, 14, 29, 168, 256, 260]","[165, 179, 270, 401, 485, 546]",S7VD.tsv,S0509,S0510
i can't,2,171,[13],"[171, 245, 247, 261]",S7VD.tsv,S0509,S0510
for the,2,171,"[13, 105, 424]","[171, 268, 275, 456]",S7VD.tsv,S0509,S0510
do this,2,203,"[13, 368, 369, 420]","[203, 211, 305]",S7VD.tsv,S0509,S0510
from birthday letter,3,16,[14],[16],S7VD.tsv,S0509,S0510
poem,1,34,[14],[34],S7VD.tsv,S0509,S0510
sylvia plath,2,59,[14],[59],S7VD.tsv,S0509,S0510
that be,2,71,"[14, 72, 229, 344, 352, 425, 439]","[71, 207, 243, 272, 323, 343, 357]",S7VD.tsv,S0509,S0510
because it be,3,199,[14],[199],S7VD.tsv,S0509,S0510
i don't,2,203,"[14, 126, 190, 192, 376, 470]","[203, 207, 247, 301, 332]",S7VD.tsv,S0509,S0510
call,1,249,[14],[249],S7VD.tsv,S0509,S0510
and that,2,401,[14],[401],S7VD.tsv,S0509,S0510
they do,2,139,[18],[139],S7VD.tsv,S0509,S0510
sure,1,283,"[18, 130, 443]",[283],S7VD.tsv,S0509,S0510
i'm,1,297,"[18, 130, 369, 373, 378, 396, 406, 410, 441, 443]","[297, 305, 337, 353]",S7VD.tsv,S0509,S0510
interest,1,20,"[20, 49]","[9, 16, 61, 65, 127]",S7VD.tsv,S0509,S0510
they be,2,112,"[20, 49, 96, 107, 113, 132, 146, 154, 269, 336, 374, 416]","[112, 125, 153, 195, 203, 216, 261, 268, 370]",S7VD.tsv,S0509,S0510
ones,1,339,[20],[339],S7VD.tsv,S0509,S0510
they be not,3,370,[20],[370],S7VD.tsv,S0509,S0510
stuff,1,173,"[21, 33, 45, 134, 164, 227, 302, 380, 418, 422, 437]","[173, 245, 289, 291, 341, 423]",S7VD.tsv,S0509,S0510
connect,1,305,[21],[305],S7VD.tsv,S0509,S0510
nature,1,403,[21],"[403, 507]",S7VD.tsv,S0509,S0510
whereas,1,34,"[23, 55]","[34, 40, 273, 509]",S7VD.tsv,S0509,S0510
animals,1,38,[23],[38],S7VD.tsv,S0509,S0510
it's it's,2,83,[23],[83],S7VD.tsv,S0509,S0510
you know,2,83,"[23, 33, 41, 182, 227, 229, 371, 400, 410, 518]","[83, 85, 98, 112, 116, 119, 121, 137, 141, 145, 171, 173, 191, 199, 211, 214, 219, 221, 225, 233, 245, 247, 251, 253, 263, 268, 270, 272, 273, 275, 279, 283, 285, 287, 305, 315, 319, 321, 323, 325, 326, 330, 333, 339, 341, 343, 372, 401, 403, 405, 456, 458, 460, 464, 501, 503, 505]",S7VD.tsv,S0509,S0510
things,1,108,"[23, 64, 425, 486]","[108, 221, 243]",S7VD.tsv,S0509,S0510
to the,2,203,"[23, 312]","[203, 221, 235, 239, 247]",S7VD.tsv,S0509,S0510
and er,2,207,"[23, 64]","[207, 216, 221, 247, 251, 287, 305]",S7VD.tsv,S0509,S0510
world,1,339,[23],[339],S7VD.tsv,S0509,S0510
real,1,372,[23],[372],S7VD.tsv,S0509,S0510
be quite,2,195,"[25, 29]","[195, 323]",S7VD.tsv,S0509,S0510
quite,1,305,"[25, 29, 45, 376, 406, 455, 461, 531, 553]","[305, 323]",S7VD.tsv,S0509,S0510
really,1,63,"[29, 227, 358, 410, 412, 431, 433, 468]","[63, 83, 167, 175, 205, 209, 214, 216, 219, 221, 233, 243, 257, 283, 287, 332, 339, 343, 466, 270, 546]",S7VD.tsv,S0509,S0510
and then,2,83,"[29, 94, 107, 115, 164, 420, 425, 480, 514, 518]","[83, 85, 207, 209, 211, 239, 241, 243, 245, 247, 272, 287, 293, 341, 466]",S7VD.tsv,S0509,S0510
that's,1,93,"[29, 72, 77, 192, 429, 431, 441]","[93, 116, 165, 345, 372, 397, 485]",S7VD.tsv,S0509,S0510
all really,2,233,[29],[233],S7VD.tsv,S0509,S0510
really good,2,270,[29],"[270, 546]",S7VD.tsv,S0509,S0510
it just,2,83,[31],[83],S7VD.tsv,S0509,S0510
of it,2,219,"[31, 33, 227, 376, 535, 545]","[219, 251, 275, 295, 385, 483]",S7VD.tsv,S0509,S0510
much,1,272,"[31, 33, 99, 107, 229, 371, 376, 490, 498]","[272, 326, 372, 385, 546]",S7VD.tsv,S0509,S0510
okay,1,33,[33],"[7, 9, 15, 85, 283, 305]",S7VD.tsv,S0509,S0510
