Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
i mean,2,3,"[0, 8, 54, 193, 209, 217, 239, 245, 294, 302, 306, 339, 362, 372, 406, 410, 426, 444]","[3, 86, 231, 340]",SWW8.tsv,S0427,S0426
do you,2,23,"[0, 46, 145, 177, 245]","[23, 340]",SWW8.tsv,S0427,S0426
mean,1,315,"[0, 8, 54, 193, 209, 217, 239, 245, 272, 274, 294, 302, 306, 339, 362, 372, 390, 406, 410, 426, 444]","[315, 340]",SWW8.tsv,S0427,S0426
year,1,433,"[0, 254]",[433],SWW8.tsv,S0427,S0426
i've,1,3,"[2, 4, 32, 66, 101, 103, 209, 221, 288, 302, 314, 321, 426]",[3],SWW8.tsv,S0427,S0426
with them,2,5,"[2, 254]",[5],SWW8.tsv,S0427,S0426
have to,2,23,"[2, 103, 187, 193, 201, 207, 209, 321]","[23, 63, 118, 281, 126]",SWW8.tsv,S0427,S0426
now and,2,57,[2],[57],SWW8.tsv,S0427,S0426
bath,1,63,"[2, 10, 26, 68, 95, 103]","[63, 104, 112, 114, 118, 122, 124, 132]",SWW8.tsv,S0427,S0426
like,1,86,"[2, 54, 58, 69, 79, 141, 177, 181, 241, 247, 258, 264, 355, 376, 436, 438, 446, 448]","[86, 112, 182, 265, 281, 311, 342, 397]",SWW8.tsv,S0427,S0426
so you,2,104,"[2, 121, 179]",[104],SWW8.tsv,S0427,S0426
it out,2,110,[2],[110],SWW8.tsv,S0427,S0426
shower,1,110,"[2, 10, 139, 143]",[110],SWW8.tsv,S0427,S0426
bathroom,1,110,"[2, 71, 339, 372]",[110],SWW8.tsv,S0427,S0426
i have,2,118,"[2, 201, 203, 264, 384]",[118],SWW8.tsv,S0427,S0426
put,1,118,"[2, 8, 12, 16, 46, 69, 73, 139, 143, 145, 151, 161, 207, 209, 312, 372, 386]","[118, 128, 216, 267, 326, 126, 130]",SWW8.tsv,S0427,S0426
in the,2,122,"[2, 30, 71, 179, 288, 323, 358, 364, 372, 426]","[122, 222, 244, 405, 427]",SWW8.tsv,S0427,S0426
