Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
talk,1,16,"[0, 2, 91]","[16, 19, 27, 59]",SPM5.tsv,S0486,S0535
well,1,45,"[0, 20, 30, 38, 62, 84, 86, 113, 199, 230, 284, 286, 300, 304, 468, 495]","[45, 98, 100, 116, 147, 173, 215, 309, 311, 319, 373, 405, 415, 449, 471, 473]",SPM5.tsv,S0486,S0535
know,1,3,"[2, 4, 36, 115, 146, 202, 208, 294, 306, 334, 336, 372, 419, 442, 452]","[3, 120, 128, 331, 397, 467, 281, 35]",SPM5.tsv,S0486,S0535
talk about,2,16,[2],"[16, 19, 27]",SPM5.tsv,S0486,S0535
like,1,21,"[2, 7, 9, 30, 304, 368]","[21, 23, 27, 219, 223, 239, 351]",SPM5.tsv,S0486,S0535
work,1,23,"[2, 15, 20, 84, 87, 97, 99, 130, 288, 304, 442, 448]","[23, 27, 45, 49, 94, 106, 108, 112, 124, 135, 167, 169, 249, 263]",SPM5.tsv,S0486,S0535
time,1,23,"[2, 64, 80, 292, 414, 442]","[23, 79, 104, 161]",SPM5.tsv,S0486,S0535
i know,2,35,"[2, 442]","[35, 281]",SPM5.tsv,S0486,S0535
to talk about,3,59,[2],[59],SPM5.tsv,S0486,S0535
to talk,2,59,"[2, 91]",[59],SPM5.tsv,S0486,S0535
would,1,118,"[2, 20]","[118, 120, 321, 357]",SPM5.tsv,S0486,S0535
give,1,157,"[2, 290]",[157],SPM5.tsv,S0486,S0535
model,1,219,[2],[219],SPM5.tsv,S0486,S0535
minutes,1,229,"[2, 414]",[229],SPM5.tsv,S0486,S0535
don't know,2,4,[4],[3],SPM5.tsv,S0486,S0535
job,1,51,"[5, 7, 64]","[51, 57, 102, 120, 325]",SPM5.tsv,S0486,S0535
the thing,2,100,"[5, 86]","[100, 229, 259]",SPM5.tsv,S0486,S0535
that the,2,241,[5],[241],SPM5.tsv,S0486,S0535
retire,1,247,[5],"[247, 249]",SPM5.tsv,S0486,S0535
do before,2,249,[5],[249],SPM5.tsv,S0486,S0535
thing,1,367,"[5, 86, 368, 431]",[367],SPM5.tsv,S0486,S0535
tell me,2,403,"[5, 20, 256]",[403],SPM5.tsv,S0486,S0535
like the,2,21,[7],"[21, 219, 239]",SPM5.tsv,S0486,S0535
of the,2,23,"[7, 20, 230, 304]","[23, 27, 47, 75, 104, 249, 271, 343, 351]",SPM5.tsv,S0486,S0535
the job,2,51,[7],"[51, 57, 102, 120]",SPM5.tsv,S0486,S0535
part,1,271,[7],[271],SPM5.tsv,S0486,S0535
of it,2,9,"[9, 431]","[6, 229, 251, 8]",SPM5.tsv,S0486,S0535
all of it,3,9,[9],[8],SPM5.tsv,S0486,S0535
really,1,57,"[9, 22, 46, 48, 52, 154, 232, 342, 431, 462]","[57, 59, 67]",SPM5.tsv,S0486,S0535
