Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
yes,1,234,"[0, 347, 928]","[234, 368, 480, 614, 870, 1356]",SYTD.tsv,S0084,S0135
love,1,280,"[0, 319, 603, 843, 1020, 1035, 1039, 1041, 1121, 1144, 1150, 1341]","[280, 662, 844, 1185]",SYTD.tsv,S0084,S0135
my love,2,1185,[0],[1185],SYTD.tsv,S0084,S0135
like,1,5,"[2, 6, 10, 18, 20, 30, 40, 44, 52, 60, 69, 119, 129, 135, 143, 145, 159, 167, 183, 189, 207, 287, 321, 325, 327, 333, 341, 347, 349, 351, 373, 375, 381, 390, 394, 396, 420, 424, 452, 499, 501, 505, 507, 509, 511, 548, 582, 590, 613, 617, 635, 665, 679, 683, 687, 689, 691, 695, 697, 719, 729, 733, 757, 767, 775, 798, 809, 817, 825, 827, 835, 837, 839, 843, 878, 882, 896, 914, 916, 920, 942, 977, 987, 991, 995, 1010, 1022, 1039, 1059, 1072, 1092, 1094, 1099, 1103, 1111, 1123, 1137, 1141, 1156, 1160, 1196, 1212, 1214, 1218, 1226, 1228, 1246, 1248, 1250, 1254, 1270, 1286, 1288, 1290, 1292, 1299, 1301, 1305, 1331, 1335, 1337, 1341, 1345, 1373, 1447, 1453, 1455]","[5, 39, 47, 84, 112, 124, 208, 218, 220, 232, 234, 236, 238, 240, 254, 260, 266, 270, 278, 284, 316, 421, 453, 459, 465, 472, 504, 518, 521, 587, 589, 593, 602, 604, 606, 610, 620, 624, 646, 650, 652, 654, 662, 672, 776, 812, 814, 858, 877, 901, 913, 939, 949, 1007, 1009, 1023, 1024, 1064, 1235, 1362, 1364, 1370, 1389, 1396, 1398, 1400, 1402, 1416, 1458, 1460]",SYTD.tsv,S0084,S0135
though,1,55,"[2, 167, 394, 657, 703, 865, 1166, 1375, 1397]","[55, 567, 585, 587, 593, 696, 933, 943, 947, 1100, 1255, 1257, 1265]",SYTD.tsv,S0084,S0135
come,1,67,"[2, 69, 189, 195, 197, 199, 341, 353, 379, 440, 592, 635, 715, 717, 757, 831, 833, 839, 857, 960, 975, 979, 1020, 1099, 1121, 1123, 1133, 1137, 1152, 1164, 1367]","[67, 622, 652, 670, 672, 870, 1017, 1298, 78, 72]",SYTD.tsv,S0084,S0135
they come,2,72,[2],[72],SYTD.tsv,S0084,S0135
come from,2,78,"[2, 1133]",[78],SYTD.tsv,S0084,S0135
really,1,234,"[2, 10, 20, 22, 42, 44, 64, 131, 143, 161, 307, 319, 327, 339, 347, 355, 426, 473, 562, 590, 603, 611, 689, 691, 723, 725, 727, 729, 763, 779, 798, 841, 843, 849, 863, 865, 898, 910, 928, 930, 971, 975, 987, 991, 995, 1022, 1059, 1086, 1092, 1094, 1105, 1121, 1123, 1127, 1160, 1168, 1210, 1214, 1238, 1242, 1250, 1286, 1288, 1299, 1309, 1329, 1331, 1335, 1462]","[234, 284, 356, 472, 585, 604, 612, 616, 620, 654, 662, 690, 776, 860, 899, 913, 945, 984, 1044, 1316, 1448, 587, 646, 1167, 1406]",SYTD.tsv,S0084,S0135
it's really,2,587,"[2, 42, 689, 910, 995, 1105, 1168, 1242]","[587, 646, 1167]",SYTD.tsv,S0084,S0135
where do,2,1004,[2],"[1004, 1440]",SYTD.tsv,S0084,S0135
do they,2,1077,[2],"[1077, 1362]",SYTD.tsv,S0084,S0135
