Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
wash machine,2,135,[0],[135],S7MU.tsv,S0037,S0115
make,1,49,"[2, 50]","[49, 121, 256]",S7MU.tsv,S0037,S0115
do it,2,13,"[4, 22, 50, 136, 146]","[13, 21, 25]",S7MU.tsv,S0037,S0115
try,1,153,"[4, 14]","[153, 266, 282]",S7MU.tsv,S0037,S0115
let me,2,224,"[4, 14]",[224],S7MU.tsv,S0037,S0115
na,1,240,[6],[240],S7MU.tsv,S0037,S0115
no no,2,8,"[8, 162]","[5, 7, 17, 21, 23]",S7MU.tsv,S0037,S0115
wait,1,11,[8],[11],S7MU.tsv,S0037,S0115
no no it doesn't,4,23,"[8, 162]",[23],S7MU.tsv,S0037,S0115
it doesn't,2,101,"[8, 10, 128, 160, 162]",[101],S7MU.tsv,S0037,S0115
no it,2,278,"[8, 10, 70, 162]",[278],S7MU.tsv,S0037,S0115
no it doesn't,3,23,[10],[23],S7MU.tsv,S0037,S0115
mean,1,99,"[12, 96, 98, 122, 206, 297]","[99, 119, 141, 273, 280, 282, 284, 292]",S7MU.tsv,S0037,S0115
anything,1,161,"[12, 195, 293]",[161],S7MU.tsv,S0037,S0115
do that,2,14,"[14, 116, 130, 148]","[3, 67]",S7MU.tsv,S0037,S0115
way,1,15,"[14, 22, 83]",[15],S7MU.tsv,S0037,S0115
cos,1,41,[14],"[41, 214, 256]",S7MU.tsv,S0037,S0115
cos you,2,103,[14],[103],S7MU.tsv,S0037,S0115
well,1,29,"[16, 28, 30, 50, 54, 58, 71, 89, 104, 120, 122, 126, 195, 201, 217, 259, 270, 295]","[29, 31, 76, 80, 147, 149, 161, 200, 242, 256, 260, 280, 284, 292]",S7MU.tsv,S0037,S0115
know,1,45,"[16, 28, 66, 110, 114, 116, 124, 128, 134, 136, 150, 195, 197, 199, 233, 237, 303]","[45, 119, 125, 127, 141, 151, 155, 222, 226, 238, 248, 254, 256, 258, 280, 282, 284, 286, 288]",S7MU.tsv,S0037,S0115
d'you,1,53,"[16, 96, 303]","[53, 82, 161, 214]",S7MU.tsv,S0037,S0115
two,1,177,[18],[177],S7MU.tsv,S0037,S0115
sixty,1,20,[20],[19],S7MU.tsv,S0037,S0115
want,1,161,"[20, 98, 148]","[161, 298]",S7MU.tsv,S0037,S0115
to be,2,273,"[20, 114, 162]","[273, 280]",S7MU.tsv,S0037,S0115
yeah,1,22,"[22, 24, 30, 36, 44, 46, 60, 62, 83, 102, 106, 178, 186, 199, 221, 223, 227, 235, 241, 243, 245, 247, 257, 265, 281, 283, 305]","[3, 13, 29, 39, 45, 65, 74, 82, 86, 107, 109, 113, 115, 117, 119, 123, 125, 129, 137, 139, 141, 145, 149, 153, 167, 169, 173, 175, 185, 187, 189, 193, 196, 198, 200, 205, 207, 210, 242, 250, 254, 256, 260, 264, 273, 282, 292]",S7MU.tsv,S0037,S0115
that's,1,31,"[22, 118, 126, 303]","[31, 57, 119, 147, 167, 189, 216, 254, 260, 282]",S7MU.tsv,S0037,S0115
think it's,2,26,"[26, 168]","[7, 165]",S7MU.tsv,S0037,S0115
think,1,31,"[26, 56, 66, 128, 144, 168, 170, 289]","[31, 41, 53, 72, 99, 119, 153, 210, 216, 224, 240, 256, 288, 165]",S7MU.tsv,S0037,S0115
about the,2,264,"[26, 42, 60]","[264, 271]",S7MU.tsv,S0037,S0115
it's just,2,28,"[28, 30, 150, 180, 204]","[1, 3, 31, 258, 153]",S7MU.tsv,S0037,S0115
know what,2,45,"[28, 124, 128]",[45],S7MU.tsv,S0037,S0115
a bite,2,72,"[28, 36, 66, 126, 295]","[72, 244, 256, 286]",S7MU.tsv,S0037,S0115
be it's,2,99,[28],[99],S7MU.tsv,S0037,S0115
well i,2,149,"[28, 54, 195]","[149, 292]",S7MU.tsv,S0037,S0115
it's just a,3,153,[28],[153],S7MU.tsv,S0037,S0115
it be,2,157,"[28, 89, 100, 122, 287, 289]","[157, 171, 220, 238, 276, 278]",S7MU.tsv,S0037,S0115
bite,1,167,"[28, 36, 66, 83, 126, 295]","[167, 240, 244, 256]",S7MU.tsv,S0037,S0115
don't know,2,284,"[28, 66, 128, 195]",[284],S7MU.tsv,S0037,S0115
i don't,2,286,"[28, 66, 128, 168, 195, 239, 255]",[286],S7MU.tsv,S0037,S0115
yeah it's,2,30,"[30, 283]",[3],S7MU.tsv,S0037,S0115
get,1,30,"[30, 54, 56, 77, 81, 87, 90, 106, 110, 112, 118, 134, 144, 146, 148, 150, 188, 195, 197, 225, 237]","[19, 25, 35, 76, 78, 82, 97, 103, 165, 220, 226, 246, 256, 273]",S7MU.tsv,S0037,S0115
work,1,30,"[30, 52, 89]",[21],S7MU.tsv,S0037,S0115
obviously,1,30,"[30, 287, 293]","[27, 153]",S7MU.tsv,S0037,S0115
it's get,2,35,"[30, 188]","[35, 165]",S7MU.tsv,S0037,S0115
i've,1,41,"[30, 54, 56, 130, 195, 197, 303]","[41, 76, 238]",S7MU.tsv,S0037,S0115
as well,2,76,"[30, 259]",[76],S7MU.tsv,S0037,S0115
i mean,2,99,"[30, 58, 92, 106, 124, 138, 142, 272]","[99, 119, 141, 273, 280, 282, 284, 292]",S7MU.tsv,S0037,S0115
wash,1,135,[30],[135],S7MU.tsv,S0037,S0115
stuff,1,141,"[30, 73, 134, 150]","[141, 242, 244]",S7MU.tsv,S0037,S0115
oh yeah,2,45,"[36, 60]","[45, 74, 149, 210, 256]",S7MU.tsv,S0037,S0115
maybe,1,167,"[36, 38, 136, 199, 301]","[167, 183, 187]",S7MU.tsv,S0037,S0115
uh,1,38,"[38, 40, 62, 213, 215, 253, 285]","[21, 25, 31, 33, 45, 53, 55, 65, 67, 72, 80, 86, 99, 101, 103, 119, 121, 141, 149, 153, 167, 171, 179, 181, 189, 220, 222, 224, 226, 230, 232, 236, 238, 242, 244, 252, 256, 262, 266, 269, 271, 280, 302, 304]",S7MU.tsv,S0037,S0115
mayonnaise,1,38,[38],[35],S7MU.tsv,S0037,S0115
old,1,125,"[38, 270]",[125],S7MU.tsv,S0037,S0115
actually,1,262,"[38, 204]",[262],S7MU.tsv,S0037,S0115
like,1,40,"[40, 56, 62, 64, 66, 73, 92, 106, 110, 112, 114, 116, 122, 124, 126, 128, 130, 132, 134, 136, 144, 146, 148, 150, 156, 184, 188, 195, 197, 199, 204, 206, 208, 209, 211, 213, 215, 239, 241, 249, 253, 255, 259, 263, 272, 295, 297, 299, 303]","[3, 13, 31, 59, 72, 82, 99, 103, 105, 119, 125, 141, 151, 153, 155, 157, 177, 181, 183, 185, 187, 200, 214, 216, 220, 222, 226, 228, 230, 238, 242, 244, 246, 248, 254, 256, 258, 269, 271, 276, 280, 282, 286, 298, 302]",S7MU.tsv,S0037,S0115
we'll have,2,82,[40],[82],S7MU.tsv,S0037,S0115
chuck,1,42,"[42, 118]",[41],S7MU.tsv,S0037,S0115
you you,2,282,[42],[282],S7MU.tsv,S0037,S0115
on the,2,44,[44],[7],S7MU.tsv,S0037,S0115
side,1,258,[44],[258],S7MU.tsv,S0037,S0115
it'll,1,69,[46],[69],S7MU.tsv,S0037,S0115
probably,1,141,"[46, 195, 285, 293, 303]",[141],S7MU.tsv,S0037,S0115
put,1,167,"[46, 188]","[167, 177, 282]",S7MU.tsv,S0037,S0115
in the,2,232,"[46, 56, 83, 87, 100, 270, 272, 287, 301]","[232, 254, 280]",S7MU.tsv,S0037,S0115
though,1,290,"[46, 64]",[290],S7MU.tsv,S0037,S0115
