Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
much,1,357,"[0, 572, 604, 768, 770]",[357],S432.tsv,S0392,S0391
how long do,3,495,"[0, 295]",[495],S432.tsv,S0392,S0391
so how,2,571,"[0, 810]",[571],S432.tsv,S0392,S0391
yeah,1,25,"[2, 8, 10, 14, 18, 24, 26, 30, 32, 40, 44, 48, 50, 58, 60, 66, 78, 94, 96, 98, 100, 106, 108, 110, 120, 122, 124, 126, 145, 149, 163, 165, 171, 181, 198, 200, 213, 215, 220, 226, 228, 236, 238, 247, 249, 255, 285, 303, 307, 309, 316, 322, 324, 328, 344, 356, 358, 372, 374, 392, 415, 417, 419, 429, 453, 455, 461, 470, 472, 488, 498, 518, 524, 540, 542, 548, 554, 556, 560, 562, 564, 570, 576, 578, 580, 600, 608, 612, 618, 620, 624, 636, 648, 659, 661, 663, 671, 675, 681, 683, 695, 697, 703, 705, 707, 711, 713, 742, 756, 762, 764, 766, 772, 786, 804, 808, 812, 820, 822, 828, 834]","[25, 41, 43, 45, 93, 129, 148, 178, 250, 254, 286, 345, 377, 393, 403, 483, 489, 491, 497, 521, 523, 525, 529, 547, 553, 555, 569, 583, 589, 596, 611, 613, 625, 656, 660, 696, 708, 716, 719, 723, 743, 791, 805, 807, 811, 818, 823, 827, 835]",S432.tsv,S0392,S0391
be nice,2,9,"[4, 52, 318, 476]",[9],S432.tsv,S0392,S0391
well,1,9,"[4, 10, 32, 36, 38, 46, 58, 74, 80, 84, 92, 126, 139, 149, 151, 153, 167, 211, 249, 258, 283, 322, 362, 370, 380, 406, 419, 463, 508, 510, 512, 514, 516, 528, 550, 582, 610, 620, 628, 634, 638, 640, 648, 673, 677, 709, 713, 764, 782, 824, 826, 832]","[9, 37, 47, 65, 71, 85, 89, 105, 107, 131, 133, 148, 166, 186, 235, 259, 290, 292, 296, 315, 349, 355, 363, 367, 381, 393, 397, 409, 452, 464, 466, 469, 527, 535, 559, 581, 680, 698, 708, 803, 831]",S432.tsv,S0392,S0391
what about,2,629,"[4, 445]",[629],S432.tsv,S0392,S0391
nice,1,785,"[4, 38, 40, 52, 58, 139, 141, 251, 318, 476, 494, 604]",[785],S432.tsv,S0392,S0391
go to,2,9,"[6, 12, 38, 40, 58, 66, 88, 126, 169, 695]","[9, 93, 121, 686, 47, 481]",S432.tsv,S0392,S0391
day,1,9,"[6, 595, 597]","[9, 63, 119, 180]",S432.tsv,S0392,S0391
go,1,37,"[6, 12, 38, 40, 58, 66, 68, 80, 88, 96, 126, 169, 207, 376, 465, 602, 606, 695, 748, 752, 754, 764]","[37, 45, 107, 156, 197, 271, 385, 387, 399, 485, 757, 765, 767, 783, 831, 835, 47, 93, 121, 481, 686]",S432.tsv,S0392,S0391
we go to,3,47,"[6, 12, 88]","[47, 481]",S432.tsv,S0392,S0391
see,1,271,"[6, 38, 46, 84, 191, 206, 276, 281, 318, 322, 340, 394, 568, 758, 776, 782, 796, 800, 804, 826, 830]","[271, 337, 702, 793]",S432.tsv,S0392,S0391
be there,2,31,"[10, 12, 26, 241, 776]","[31, 327, 304]",S432.tsv,S0392,S0391
it be,2,55,"[10, 18, 175, 258, 277, 346, 364, 374, 768, 770, 776, 780]","[55, 134, 216, 367, 369, 547]",S432.tsv,S0392,S0391
